row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
3398,,Connectivity,Needs-Triage,,fallback,,,Unable to establish BLE connection,Sound of local video has noise output from BT headset after end video call via skype and local video played.,Unable to establish BLE connection
3399,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,Mouse Lags & Audio Glitches when Bluetooth Mouse used with Bluetooth Headset while connected to 2.4ghz Wi-Fi,BT function full lost during on-line game playing.,Mouse Lags & Audio Glitches when Bluetooth Mouse used with Bluetooth Headset while connected to 2.4ghz Wi-Fi
3400,,BSOD,Needs-Triage,,fallback,,,The left and right channel are revered,BSOD 0x5c after restart by manual(FR:2/600 units),The left and right channel are revered
3401,,Performance,Connectivity,,cue,Connectivity,,"No sound out put from BT headset """" and ""Huawei freebuds studio""","Unplugged AC adapter, found the sound will obviously lag about 2~4s.","No sound out put from BT headset """" and ""Huawei freebuds studio"""
3402,,Connectivity,Needs-Triage,,fallback,,,Unable to run testharness tool on HostPC,BT scan failed after resume from connected standby,Unable to run testharness tool on HostPC
3403,,Performance,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,DUTs sound cant be output from Jawbone BIG JAMBOX Wireless Bluetooth Speaker via BT connecting after reboot the DUT.,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",DUTs sound cant be output from Jawbone BIG JAMBOX Wireless Bluetooth Speaker via BT connecting after reboot the DUT.
3404,,Connectivity,Needs-Triage,,fallback,,,Audio glitches occur when connected to 2.4ghz Wi-Fi band,BT headset has noise when use SKYPE,Audio glitches occur when connected to 2.4ghz Wi-Fi band
3405,,YB/Lost,Performance,,cue,Performance,,Mouse lags occur during ongoing download in background when connected to 2.4ghz Wi-Fi band,AX201/AX211 device will YB after warm boot,Mouse lags occur during ongoing download in background when connected to 2.4ghz Wi-Fi band
3406,,Connectivity,Connectivity,,cue,Connectivity,,Cannot find BT microphone after connected BT headset (Surface Headphones,BT WU requirement always fail show in MSFT server.,Cannot find BT microphone after connected BT headset (Surface Headphones
3407,,YB/Lost,RF,RF,override,RF,,LMP Version with JfP/Solar and JfP/Quasar shows as 11 indicating incorrect Certification Version,DVT2_Italia TGL_ YB_Error_37_Driver_ Stress_S4_The system show Add Intel(R) Wireless BT(R) YB.,LMP Version with JfP/Solar and JfP/Quasar shows as 11 indicating incorrect Certification Version
3408,,Connectivity,Connectivity,,cue,Connectivity,,BT speaker is automatically disconnected during video play AAC - Decode error observed,BT mouse cursor lag during S0 ( repro at HP employee working laptop),BT speaker is automatically disconnected during video play AAC - Decode error observed
3409,,Connectivity,Needs-Triage,,fallback,,,DUT does not have green circle after Tile activation.,Music lag 1~2 sec by Freelace BT headphone.,DUT does not have green circle after Tile activation.
3410,,Connectivity,Connectivity,,cue,Connectivity,,"Connect BT headset to system, and then it will only show connected voice and the sound out put from PC speaker.",BT mouse was disconnected suddenly.,"Connect BT headset to system, and then it will only show connected voice and the sound out put from PC speaker."
3411,,YB/Lost,Connectivity,,cue,Connectivity,,"Connect BT headset to system, and then it will only show connected voice and the sound out put from PC speaker.",BT YB after BT off/on,"Connect BT headset to system, and then it will only show connected voice and the sound out put from PC speaker."
3412,,YB/Lost,Needs-Triage,,fallback,,,"DUT stop ADV after using ""shutdown /s /f /t 0"" command","User createdMulti-screen Collaboration for a while, find Intel BT device shows YB(code 10)","DUT stop ADV after using ""shutdown /s /f /t 0"" command"
3413,,YB/Lost,Needs-Triage,,fallback,,,Incorrect Message while upgrading from WirelessSetup.Exe or SFX installer And Incorrect XML File,"System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT",Incorrect Message while upgrading from WirelessSetup.Exe or SFX installer And Incorrect XML File
3414,,Connectivity,Connectivity,,cue,Connectivity,,DUT with BT name setting as specific charset cannot connect remote.,System foundthe BT KBD and Mouse disconnected then cant find any device.,DUT with BT name setting as specific charset cannot connect remote.
3415,,Connectivity,System Hang,,cue,"System Hang, Connectivity",,the sound from BT headset was exchanged between left channel and right channel.,IWFT enters non-functional state for long run with WiFi Disabled,the sound from BT headset was exchanged between left channel and right channel.
3416,,Connectivity,Connectivity,,cue,Connectivity,,BT headset no Sound after playing music & doing fast-forward,BT HFP/A2DP fail to work,BT headset no Sound after playing music & doing fast-forward
3417,,Connectivity,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,SLP_S0 not asserted caused by BT driver while doing Modern Standby with BT Off.,USB device(Non AOU port) drop out when use BT/WLAN device sometimes.,SLP_S0 not asserted caused by BT driver while doing Modern Standby with BT Off.
3418,,Connectivity,Connectivity,,cue,Connectivity,,The Left and Right sounds on BT headset which is reverse.,FW exception pointing to WD Kick2 (Reported on EB),The Left and Right sounds on BT headset which is reverse.
3419,,Connectivity,Needs-Triage,,fallback,,,Airpod Pro during zoom call 100% have backgound noise (RTK didnt have noise at same platform),"DUT send abnormal InstaDock Beacon after reboot (repro at v23.80 ,v23.70 CND, AX211 CND).",Airpod Pro during zoom call 100% have backgound noise (RTK didnt have noise at same platform)
3420,,Connectivity,Connectivity,,cue,Connectivity,,BT headset is repeatedly disconnected and connected during playing music with BT offload enabled,"HP InstaDock fail send 2 Docks beacon at the same time (repro at v23.80 ,v23.70 CND, AX211 CND).",BT headset is repeatedly disconnected and connected during playing music with BT offload enabled
3421,,Connectivity,BSOD,,cue,BSOD,,BSOD occurs during playing music and turning on and off airplane mode,"The ""Intel Bluetooth"" device lost in DM after the system idle overnight",BSOD occurs during playing music and turning on and off airplane mode
3422,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,YB Observed with Truu application in office/ Fatal exception errorid LEC_EXC_CONNECTION_PREPARATION_FAILED_3(0x10),Mouse reconnect fail and scan list empty  (LE Scan List Empty),YB Observed with Truu application in office/ Fatal exception errorid LEC_EXC_CONNECTION_PREPARATION_FAILED_3(0x10)
3423,,YB/Lost,Needs-Triage,,fallback,,,Lenovo Go doesnt meet dynamic Role Switch feature,BT driver YB,Lenovo Go doesnt meet dynamic Role Switch feature
3424,,Connectivity,Connectivity,,cue,Connectivity,,BT speaker is automatically disconnected during video play - Decode error observed,"[Surface][LNL+FmP2][PCIe][Audio Offload][23.80, 23.90][QUN2][EarFun UBOOM L portable Bluetooth Speaker]: Fails to render audio[AAC codec]",BT speaker is automatically disconnected during video play - Decode error observed
3425,,RF,YB/Lost,,cue,"YB/Lost, Connectivity",,BT headset related devices show yellow bang in device manager after resuming from hibernation,ibtOemToolsSarEnableExt ExtInf in Tools folder is not having same Pre-Prod Certificate as in P Layout,BT headset related devices show yellow bang in device manager after resuming from hibernation
3426,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,BT show YB in DM after resume from S3 + Airplane mode test,BLE link disconnection caused by connection timeout,BT show YB in DM after resume from S3 + Airplane mode test
3427,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,"When BT Tile Mode enable/disable with BT LED Config On, the system cant enter modern standby during Bluetooth off.",Test Bug,"When BT Tile Mode enable/disable with BT LED Config On, the system cant enter modern standby during Bluetooth off."
3428,,Connectivity,Connectivity,,cue,Connectivity,,No sound output from BT headset after DUT resuming from shut down,BLE Init Failure post integration to BIOS,No sound output from BT headset after DUT resuming from shut down
3429,,Connectivity,Connectivity,,cue,Connectivity,,Bluetooth Off under airplane mode takes 25 seconds if BT Audio Offload is enabled.,BT Device lost due to TOP exception during S4 cycle - Clean WA from FW/Driver to retrieve debug,Bluetooth Off under airplane mode takes 25 seconds if BT Audio Offload is enabled.
3430,,Connectivity,Power Consumption,,cue,"Power Consumption, Connectivity",,Audio noise observed during DC mode when close lid or sleep with BT offload enabled,Fw exception occurred on self-host user,Audio noise observed during DC mode when close lid or sleep with BT offload enabled
3431,,Connectivity,Connectivity,,cue,Connectivity,,BT Audio Device output Left and Right channel is reversed,BT lost during S4 stress testing,BT Audio Device output Left and Right channel is reversed
3432,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,BT headset playing music have lag symptom (with BLE mouse connected),BT device lost during S4.,BT headset playing music have lag symptom (with BLE mouse connected)
3433,,YB/Lost,Needs-Triage,,fallback,,,"Tile Ring with duration/interval 0 parameter will stop unexpected in the middle of 60 seconds when Androids TMA stays at ""Done"" UI.",BT show YB after run ME tool or S4 stress test,"Tile Ring with duration/interval 0 parameter will stop unexpected in the middle of 60 seconds when Androids TMA stays at ""Done"" UI."
3434,,YB/Lost,Connectivity,,cue,Connectivity,,"Allow Bluetooth devices to find this PC function always is ""ON"" after resume from S3/S4/S5/reboot",[MSFT][LNL-MX][PCI][PST] Bluetooth Yellow Bang in Sx Cycle scenarios with WI-Fi data [ Operation Mode ],"Allow Bluetooth devices to find this PC function always is ""ON"" after resume from S3/S4/S5/reboot"
3435,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,BT yellow bang during BT on/off aging test,BT YB after DC mode reboot stress,BT yellow bang during BT on/off aging test
3436,,YB/Lost,Connectivity,,cue,Connectivity,,BT headset no Sound after playing music & doing fast-forward,BT enumerators and RFCOMM Protocol TDI disappears after hybridshutdown,BT headset no Sound after playing music & doing fast-forward
3437,,YB/Lost,Connectivity,,cue,Connectivity,,ibterverify version mismatch,BT FATAL exception when S4 stress test (PLDR can recovery it),ibterverify version mismatch
3438,,Connectivity,YB/Lost,YB/Lost,override,"Connectivity, YB/Lost",,"BT Controller asserted - BT_INT spontaneously without User ""Done"" input.",BT Device lost in Sx Cycle with BT 23.60.5.6 and EVQS CPU EESIT SMT configuration,"BT Controller asserted - BT_INT spontaneously without User ""Done"" input."
3439,,Connectivity,Needs-Triage,,fallback,,,Advertising Duty Cycle complaint test is not meeting the SPEC requirement,WiFi 11axLB Tx BT A2DP - A2DP Bug Title,Advertising Duty Cycle complaint test is not meeting the SPEC requirement
3440,,Power Consumption,Needs-Triage,,fallback,,,A2DP Offload feature is enabled in JfP on TGL and HrP on ADL when feature is not supported.,DRTU BT TX power can not keep transmit (issue CND at MTL+GaP),A2DP Offload feature is enabled in JfP on TGL and HrP on ADL when feature is not supported.
3441,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,Bluetooth device will show YB and YB code is 10 when running BT device disable and enable test.,Disconnect button is not displayed in the UI when connected.,Bluetooth device will show YB and YB code is 10 when running BT device disable and enable test.
3442,,YB/Lost,YB/Lost,,cue,"YB/Lost, Connectivity",,YB( Yellow Bang) Bluetooth issue PV1 stage when run test ALT SAS (S4),Running DRTU BT driver YB,YB( Yellow Bang) Bluetooth issue PV1 stage when run test ALT SAS (S4)
3443,,BSOD,Connectivity,,cue,Connectivity,,Intel AX201 BT Device lost on Device Manager. ( F/R: 100%),BSOD when upgrading driver from 23.65.0.10 to 23.60.5.6,Intel AX201 BT Device lost on Device Manager. ( F/R: 100%)
3444,,Connectivity,Needs-Triage,,fallback,,,OPP degradation when playing music with A2dp offload enabled,ANT tool BT PPAG cmd fail,OPP degradation when playing music with A2dp offload enabled
3445,,Connectivity,Connectivity,,cue,Connectivity,,Sound is not heard from a specific BT headset on Windows 11,Bluetooth HE error event during resume from hibernate during PST testing,Sound is not heard from a specific BT headset on Windows 11
3446,,System Hang,Needs-Triage,,fallback,,,"YourPhone Host is selecting packet type as 3EV3 with 16 slots which is commonly not used in Hfp Offload and not validated use case,",hcitool not responding to rdbdaddr command on BT over PCIe,"YourPhone Host is selecting packet type as 3EV3 with 16 slots which is commonly not used in Hfp Offload and not validated use case,"
3447,,Connectivity,Connectivity,,cue,Connectivity,,BT headset suddenly no sound when doing UX music steaming for long time,Late LE audio reconnection of second bud (Galaxy Buds2 Pro),BT headset suddenly no sound when doing UX music steaming for long time
3448,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,BT driver show YB a after removing BT paired devices at BT setting UI,Bluetooth Device is missing in CS and S4 cycles.,BT driver show YB a after removing BT paired devices at BT setting UI
3449,,Connectivity,Connectivity,,cue,Connectivity,,"The Bluetooth speaker normally sends a connection broadcast, and the packet is sent at an interval of 20ms, and the PC side does not receive the broadcast for up to 22s.",BT device lost when running reboot aging (1/100),"The Bluetooth speaker normally sends a connection broadcast, and the packet is sent at an interval of 20ms, and the PC side does not receive the broadcast for up to 22s."
3450,,Connectivity,Connectivity,,cue,Connectivity,,Strange name of msi package appears when removing BT driver,"Sometimes after several hibernate and resume, bluetooth will be lost in device manager.",Strange name of msi package appears when removing BT driver
3451,,Connectivity,Connectivity,,cue,Connectivity,,BT headset/speaker take 10-15 sec to re-connect when music is playing,Bluetooth device lost when doing stress S4 and coldboot,BT headset/speaker take 10-15 sec to re-connect when music is playing
3452,,Connectivity,Connectivity,,cue,Connectivity,,BT scan nothing when BT inquiry + BT A2DP music playing test together.,BT Device is going hidden in device manager after restart.,BT scan nothing when BT inquiry + BT A2DP music playing test together.
3453,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,BT mouse/keyboard does not work if trying to use it after leaving it about 10+ minutes or turn it off and on,BT Cursor does not move smoothly by using BT soft-KB trackpad when BT audio/video call is active,BT mouse/keyboard does not work if trying to use it after leaving it about 10+ minutes or turn it off and on
3454,,Connectivity,Connectivity,,cue,Connectivity,,BT audio chopping after entering modern standby,BT device has possibility to report wrong HWID with no driver installed condition.,BT audio chopping after entering modern standby
3455,,Connectivity,BSOD,,cue,BSOD,,"The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier)(FR:3/3 times)",BT exception,"The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier)(FR:3/3 times)"
3456,,Connectivity,BSOD,,cue,BSOD,,"The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier).","Remove folder names, file names and any other text in the installers and INFs indicating","The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier)."
3457,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,Intel AX211 Bluetooth:BT headset show lag with BT audio offload enabled,LE anchor point and CIS 2nd and 3rd subevent overlaps,Intel AX211 Bluetooth:BT headset show lag with BT audio offload enabled
3458,,Connectivity,Connectivity,,cue,Connectivity,,The Bluetooth connection between PC and cell phone is not stable when make phone call with Your Phone app on BT audio offload enabled models.,Timer drift is observed with BT Connection manager driver after integrating it,The Bluetooth connection between PC and cell phone is not stable when make phone call with Your Phone app on BT audio offload enabled models.
3459,,Connectivity,HLK,,cue,HLK,,"22.80.1.1 GFP driver doesnt have 19H1/19H2/20H1/20H2/21H1 WHQL sign , only have 21H2 sign.",Call state not issued from host during Teams call,"22.80.1.1 GFP driver doesnt have 19H1/19H2/20H1/20H2/21H1 WHQL sign , only have 21H2 sign."
3460,,Connectivity,Needs-Triage,,fallback,,,Tile activation device will be gone due to driver backward compatibility issue.,BT missing after S4 resume,Tile activation device will be gone due to driver backward compatibility issue.
3461,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,BT YB after Sx (Error Code 43),The bluetooth driver is lost when running disable/enable bluetooth driver test. - Investigate USB Erratic Errors in Integrated Products,BT YB after Sx (Error Code 43)
3462,,OEM Tools,YB/Lost,,cue,"YB/Lost, Connectivity",,Intel 9560 Wireless Bluetooth will show Yellow Bang during S3 stress test,DUT cant advertise beacon in S4/S5 even using a PG3-disabled BIOS,Intel 9560 Wireless Bluetooth will show Yellow Bang during S3 stress test
3463,,Connectivity,BSOD,,cue,"BSOD, HLK, Connectivity",,P15 Gen2 QN20E1 & QN20E5: Win11: HLK: System - PNP with IO test solid BSOD C4 @ caused by Intel BT driver,DUT doesnt send beacon after HP Dock attached,P15 Gen2 QN20E1 & QN20E5: Win11: HLK: System - PNP with IO test solid BSOD C4 @ caused by Intel BT driver
3464,,Connectivity,Connectivity,,cue,Connectivity,,"Error message ""your speaker arent working"" pops ups when do video call by Teams with BT headset connected.",Bluetooth lost when do restart and S4 test with debug EB,"Error message ""your speaker arent working"" pops ups when do video call by Teams with BT headset connected."
3465,,Power Consumption,Connectivity,,cue,"Connectivity, Performance",,AAC BT headset have glitch or lag when playing A2DP music.,"call active, R power off, L no sound for 5~10 sec",AAC BT headset have glitch or lag when playing A2DP music.
3466,,Connectivity,Connectivity,,cue,Connectivity,,DUT OPP received picture will show abnormal if transferring files with BT headset music playing,"Outgoing call, ringtone no sound after a while (ASUS DESKTOP)(always)",DUT OPP received picture will show abnormal if transferring files with BT headset music playing
3467,,Power Consumption,Connectivity,,cue,Connectivity,,"BT headset 100% fail to mute , still can hear volume after mute",Japan BLE Tx Power must not exceed at 6dBm,"BT headset 100% fail to mute , still can hear volume after mute"
3468,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,"Groove music show ""Cant play"" when connect to BT headset/BT speaker with local video played.",LE HID device does pairing iteration to lead multiple device name in Bluetooth Setting.,"Groove music show ""Cant play"" when connect to BT headset/BT speaker with local video played."
3469,,YB/Lost,Connectivity,,cue,Connectivity,,Bluetooth Audio Noise (like Bubble Sound) Issue in VoiP Call (Lenovo SoundBar),BT YB after S4 resume,Bluetooth Audio Noise (like Bubble Sound) Issue in VoiP Call (Lenovo SoundBar)
3470,,Connectivity,Performance,,cue,Performance,,AAC headset have sound lag issue (CND when platform disable A2DP offload or Chg to SBC headset ),Remove old ADV/SCAN APIs (via BTSIG_HCI _CMD) from on Magnetar and later products,AAC headset have sound lag issue (CND when platform disable A2DP offload or Chg to SBC headset )
3471,,Connectivity,Connectivity,,cue,Connectivity,,Intel AX211 Bluetooth: BT headset will show auto switch between connect/disconnect when paired,The bluetooth driver is lost when resume from S4,Intel AX211 Bluetooth: BT headset will show auto switch between connect/disconnect when paired
3472,,Connectivity,Connectivity,,cue,Connectivity,,BT mouse cannot work after idle or paired successfully.,BT missing after S4 resume,BT mouse cannot work after idle or paired successfully.
3473,,Connectivity,Connectivity,,cue,Connectivity,,BT scanning page show message Try connecting your device again  when HP 935/635 BLE mouse to be 2nd paired mouse,Fail to pair BLE mouse when HP Dock feature been enabled at HP platform,BT scanning page show message Try connecting your device again  when HP 935/635 BLE mouse to be 2nd paired mouse
3474,,YB/Lost,BSOD,,cue,"BSOD, HLK",,System found the BSOD 0x7F when run the HLK : System - PNP (disable and enable) with IO Before and After (Reliability) test failed due to unexpected reboot.(FR: 2/3),Intel BT Yellow bang durning Reboot(Aging 156 Fail) and wil have event ID 17 on S4 aging.,System found the BSOD 0x7F when run the HLK : System - PNP (disable and enable) with IO Before and After (Reliability) test failed due to unexpected reboot.(FR: 2/3)
3475,,Connectivity,OEM Tools,OEM Tools,override,OEM Tools,,Ring function cant work after system go to S4/S5 and doing ring action.,HP platform fail to send BT adv after install intel InstaDock PV build,Ring function cant work after system go to S4/S5 and doing ring action.
3476,,Power Consumption,Connectivity,,cue,Connectivity,,"In the BT function test, it is found that the Intel BT device is missing, and the device manager checks that the driver is still there but the yellow feeling has appeared.",Intel GfP2 HG 1216 module FCC BT LE report power is mismatched with setting power.,"In the BT function test, it is found that the Intel BT device is missing, and the device manager checks that the driver is still there but the yellow feeling has appeared."
3477,,OEM Tools,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,BT headset cant hear voice and mic not workable during a phone call,00827651 - DRTU BLE Hopping error,BT headset cant hear voice and mic not workable during a phone call
3478,,Connectivity,BSOD,,cue,"BSOD, HLK, Connectivity, Performance",,"HLK-Bluetooth - HciExtension1 (Bring Up) fails with Reserved flags (0xffffffffffffff80) are set by the radio, they should be zeroed out.",Teams call no sound when using Philips headset.,"HLK-Bluetooth - HciExtension1 (Bring Up) fails with Reserved flags (0xffffffffffffff80) are set by the radio, they should be zeroed out."
3479,,OEM Tools,Connectivity,,cue,Connectivity,,BT 5.0 mouse not moving smoothly when use v22.60.0.6,00827651 - DRTU BLE Hopping error,BT 5.0 mouse not moving smoothly when use v22.60.0.6
3480,,RF,Needs-Triage,,fallback,,,It takes a long time for connecting LE mouse after leaving 20+ minutes,GaP QS BT Tx Power will exceed BT SAR BRDS BIOS limit (GaP ES2 test pass only fail at GaP QS),It takes a long time for connecting LE mouse after leaving 20+ minutes
3481,,Connectivity,OEM Tools,OEM Tools,override,OEM Tools,,"Ring function cant stop immediately on S0/MSC/S4/S5, will cause status mixing.",Host not initiating connection to set member,"Ring function cant stop immediately on S0/MSC/S4/S5, will cause status mixing."
3482,,Connectivity,Needs-Triage,,fallback,,,Tile app can activate when BIOS is not enable Intile by Feature byte.,"ACL Peripheral Scheduling ACK priority - After connecting the BR3.0 Bluetooth mouse (MSFT) and Bluetooth earphones to the DUT, the mouse pointer will drift randomly when downloading and playing music online.",Tile app can activate when BIOS is not enable Intile by Feature byte.
3483,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,Bluetooth headphones cant auto reconnect after S3 resume.,L and R not sync in Teams call,Bluetooth headphones cant auto reconnect after S3 resume.
3484,,Connectivity,Connectivity,,cue,Connectivity,,BT Mouse will automatically disconnect after unit connected to the BT mouse.,L and R not synced in music streaming,BT Mouse will automatically disconnect after unit connected to the BT mouse.
3485,,Connectivity,Needs-Triage,,fallback,,,LE mouse does not work with 22.60.0.6,"Disable Use LE audio when available with on dula mode device, teams call no sound after BT off/on",LE mouse does not work with 22.60.0.6
3486,,Connectivity,Connectivity,,cue,Connectivity,,"Connect the Bluetooth headset for a Bluetooth search, and the Bluetooth drive is missing","Swift Pair connected with Use LE audio when available disabled, after connection host will reconnect LE portion","Connect the Bluetooth headset for a Bluetooth search, and the Bluetooth drive is missing"
3487,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,Bluetooth headphones cant auto reconnect after S3 resume.,Samsung buds 2 still render music when volume state is in mute,Bluetooth headphones cant auto reconnect after S3 resume.
3488,,Connectivity,Connectivity,,cue,Connectivity,,DUT connect to BT mouse auto disconnect a little time in Signal shielding room.(FR:5%),BT MCC jump to 3030 due to Wi-Fi,DUT connect to BT mouse auto disconnect a little time in Signal shielding room.(FR:5%)
3489,,YB/Lost,Connectivity,,cue,Connectivity,,The BT device is repeatedly reconnected and disconnected with 22.60 driver.,BT Device missing - NO_SUCH_DEVICE,The BT device is repeatedly reconnected and disconnected with 22.60 driver.
3490,,Connectivity,System Hang,System Hang,override,"Connectivity, System Hang",,System hang up when sending large size file via AX211 BT with C state enabled.,"reconnecting earbud, second earbud connected 5 ~ 10 seconds after first bud was reconnected",System hang up when sending large size file via AX211 BT with C state enabled.
3491,,HLK,Connectivity,,cue,Connectivity,,Bluetooth radio keep refreshing when moving Bluetooth mouse,"HLK ""Bluetooth - CIS Establishment Test"" fail with ERROR: CIS_establishment ERROR - Received an error failure notification, failing test",Bluetooth radio keep refreshing when moving Bluetooth mouse
3492,,Connectivity,Needs-Triage,,fallback,,,Samsung mouse could not be connected to PC after mouse off and on,Mic no sound during teams call,Samsung mouse could not be connected to PC after mouse off and on
3493,,Connectivity,Needs-Triage,,fallback,,,Windows Update cancelled because of PnP error rate.,Team call cannot be terminated with CCP,Windows Update cancelled because of PnP error rate.
3494,,Connectivity,Connectivity,,cue,Connectivity,,BT does not work after resume from S4,Multi-Control (SPP) cannot connect to android tablet. (cherry pick fix of DUT sends LMP_Set_AFH as a peripheral),BT does not work after resume from S4
3495,,Connectivity,Connectivity,,cue,Connectivity,,BT does not work after resume from S4,Wechat call active disconnect 1 bud other earbuds downlink no sound,BT does not work after resume from S4
3496,,YB/Lost,Connectivity,,cue,Connectivity,,"The audio switching from the system to the Bluetooth headset is delayed after reconnected.(F/R:2/2 units,4/4 times)","YB assert 0x315 when running S4 aging and WRT preset ""Gacrux"" ( D3 -> D0 )","The audio switching from the system to the Bluetooth headset is delayed after reconnected.(F/R:2/2 units,4/4 times)"
3497,,OEM Tools,Needs-Triage,,fallback,,,PC did not receive Scan response packet from mobile phone,DRTU crashed issue,PC did not receive Scan response packet from mobile phone
3498,,Connectivity,Needs-Triage,,fallback,,,Lost address information of connectable adv from non-connectable advertising during ModernStandby,"After SONY headset disconnect to host , user re-connect earbud will have no sound or media platey can not play symptom",Lost address information of connectable adv from non-connectable advertising during ModernStandby
3499,,Connectivity,Needs-Triage,,fallback,,,GFP and TyP show inbox generic driver in DM  (RVP also repro),LE audio headset out of range during voice call test will cause no sound/quality issue,GFP and TyP show inbox generic driver in DM  (RVP also repro)
3500,,Performance,Connectivity,,cue,Connectivity,,"BT devices cannot be scanned at BT ""Add a device"" interface when A2DP Offload music streaming is playing.",DV LE Mouse Lags and laggy A2DP audio,"BT devices cannot be scanned at BT ""Add a device"" interface when A2DP Offload music streaming is playing."
3501,,YB/Lost,Needs-Triage,,fallback,,,HW Error occures if using Quick Share app while BLE advertising by SmartThings,WIfi YB happened randomly,HW Error occures if using Quick Share app while BLE advertising by SmartThings
3502,,Connectivity,Connectivity,,cue,"Connectivity, Performance",,BT mouse cursor always lag during S0 for several minutes,PC didnt receive packets from android several times so android device finally decided to disconnect from PC.,BT mouse cursor always lag during S0 for several minutes
3503,,Connectivity,Connectivity,,cue,Connectivity,,BLE mouse disconnect during usage,AX101 WiFi throughput drop when BT is enabled but not connected to BT device,BLE mouse disconnect during usage
3504,,BSOD,Needs-Triage,,fallback,,,ADL platform cannot install  ADL BETA driver 22.30.0.2 (T-Layout),"During the installation of WINDOWS 10, enter audit mode and install WIFI & BT DRIVER blue screen occurs",ADL platform cannot install  ADL BETA driver 22.30.0.2 (T-Layout)
3505,,Performance,BSOD,,cue,"BSOD, Connectivity",,Device not started (BTHUSB) error with 0xC00000B5 (STATUS_IO_TIMEOUT),UHB CH213 HE160Mhz conductive throughput can not meet Lenovo criteria at high attenuation,Device not started (BTHUSB) error with 0xC00000B5 (STATUS_IO_TIMEOUT)
3506,,BSOD,Needs-Triage,,fallback,,,Failure to find signed driver/Code 52 after upgrade for INF install,"BSOD IRQL_NOT_LESS_OR_EQUAL (a), Netwtw10.sys",Failure to find signed driver/Code 52 after upgrade for INF install
3507,,Killer,Connectivity,,cue,Connectivity,,BT mouse auto disconnect when joining zoom call.,PPAG does not work on KILLER1690i,BT mouse auto disconnect when joining zoom call.
3508,,BSOD,Connectivity,,cue,Connectivity,,Sound of local video has noise output from BT headset after end video call via skype and local video played.,BSOD 0x7E happened which related with Intel WLAN when system reboot,Sound of local video has noise output from BT headset after end video call via skype and local video played.
3509,,YB/Lost,Connectivity,,cue,Connectivity,,BT function full lost during on-line game playing.,WiFi YB,BT function full lost during on-line game playing.
3510,,Connectivity,BSOD,,cue,BSOD,,BSOD 0x5c after restart by manual(FR:2/600 units),Excessive Roaming and Disconnects on AX201 - HSBC see excessive roaming and disconnects on wifi networks on systems equipped with Intel wireless AX201 and AC-9560.,BSOD 0x5c after restart by manual(FR:2/600 units)
3511,,Connectivity,Performance,,cue,Performance,,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",Garbage occurs on the miracast projection screen when the WLAN is connected to a 11ax AP,"Unplugged AC adapter, found the sound will obviously lag about 2~4s."
3512,,Connectivity,Connectivity,,cue,Connectivity,,BT scan failed after resume from connected standby,softap created at 2.4G channel,BT scan failed after resume from connected standby
3513,,Connectivity,Performance,,cue,Performance,,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",Wi-Fi sensing - WoA distance doesnt meet the KPI.,"Unplugged AC adapter, found the sound will obviously lag about 2~4s."
3514,,Connectivity,Connectivity,,cue,Connectivity,,BT headset has noise when use SKYPE,PC uses Miracast for screen projectionview mang garbage,BT headset has noise when use SKYPE
3515,,Connectivity,YB/Lost,,cue,YB/Lost,,AX201/AX211 device will YB after warm boot,Wi-Fi sensing - WoA distance doesnt meet the KPI,AX201/AX211 device will YB after warm boot
