issue_key,ips_case_number,jira_title,created_date,bug_project,bug_category_custom,technology,technology_key,ips_title,predicted_category,confidence,reasoning,raw_response
BT-47188,0,BT headset suddenly no sound when doing UX music steaming for long time,,BT,,Bluetooth,bt,BT headset suddenly no sound when doing UX music steaming for long time,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-47041,0,BT driver show YB a after removing BT paired devices at BT setting UI,,BT,,Bluetooth,bt,BT driver show YB a after removing BT paired devices at BT setting UI,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-46763,0,"The Bluetooth speaker normally sends a connection broadcast, and the packet is sent at an interval of 20ms, and the PC side does not receive the broadcast for up to 22s.",,BT,,Bluetooth,bt,"The Bluetooth speaker normally sends a connection broadcast, and the packet is sent at an interval of 20ms, and the PC side does not receive the broadcast for up to 22s.",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-46469,0,Strange name of msi package appears when removing BT driver,,BT,,Bluetooth,bt,Strange name of msi package appears when removing BT driver,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-46231,0,BT headset/speaker take 10-15 sec to re-connect when music is playing,,BT,,Bluetooth,bt,BT headset/speaker take 10-15 sec to re-connect when music is playing,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-46230,0,BT scan nothing when BT inquiry + BT A2DP music playing test together.,,BT,,Bluetooth,bt,BT scan nothing when BT inquiry + BT A2DP music playing test together.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-46081,0,BT mouse/keyboard does not work if trying to use it after leaving it about 10+ minutes or turn it off and on,,BT,,Bluetooth,bt,BT mouse/keyboard does not work if trying to use it after leaving it about 10+ minutes or turn it off and on,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-45921,0,BT audio chopping after entering modern standby,,BT,,Bluetooth,bt,BT audio chopping after entering modern standby,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-45901,0,"The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier)(FR:3/3 times)",,BT,,Bluetooth,bt,"The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier)(FR:3/3 times)",BSOD,1.0,Rule-based match via cues (score 2),rule
BT-45900,0,"The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier).",,BT,,Bluetooth,bt,"The unit will occur 0X0C4 BSOD when running ""System - PNP (disable and enable) with IO Before and After (Reliability)"" to Run test(Driver Verifier).",BSOD,1.0,Rule-based match via cues (score 2),rule
BT-45879,0,Intel AX211 Bluetooth:BT headset show lag with BT audio offload enabled,,BT,,Bluetooth,bt,Intel AX211 Bluetooth:BT headset show lag with BT audio offload enabled,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-45837,0,The Bluetooth connection between PC and cell phone is not stable when make phone call with Your Phone app on BT audio offload enabled models.,,BT,,Bluetooth,bt,The Bluetooth connection between PC and cell phone is not stable when make phone call with Your Phone app on BT audio offload enabled models.,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-45578,0,"22.80.1.1 GFP driver doesnt have 19H1/19H2/20H1/20H2/21H1 WHQL sign , only have 21H2 sign.",,BT,,Bluetooth,bt,"22.80.1.1 GFP driver doesnt have 19H1/19H2/20H1/20H2/21H1 WHQL sign , only have 21H2 sign.",HLK,1.0,Rule-based match via cues (score 1),rule
BT-45577,0,Tile activation device will be gone due to driver backward compatibility issue.,,BT,,Bluetooth,bt,Tile activation device will be gone due to driver backward compatibility issue.,YB/Lost,0.8,Device gone due to driver backward compatibility issue matches 'device missing' cue in YB/Lost category,"{
  ""category"": ""YB/Lost"",
  ""confidence"": 0.8,
  ""reasoning"": ""Device gone due to driver backward compatibility issue matches 'device missing' cue in YB/Lost category""
}"
BT-45295,0,BT YB after Sx (Error Code 43),,BT,,Bluetooth,bt,BT YB after Sx (Error Code 43),YB/Lost,1.0,Rule-based match via cues (score 2),rule
BT-45235,0,Intel 9560 Wireless Bluetooth will show Yellow Bang during S3 stress test,,BT,,Bluetooth,bt,Intel 9560 Wireless Bluetooth will show Yellow Bang during S3 stress test,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-45129,0,P15 Gen2 QN20E1 & QN20E5: Win11: HLK: System - PNP with IO test solid BSOD C4 @ caused by Intel BT driver,,BT,,Bluetooth,bt,P15 Gen2 QN20E1 & QN20E5: Win11: HLK: System - PNP with IO test solid BSOD C4 @ caused by Intel BT driver,BSOD,1.0,Rule-based match via cues (score 1),rule
BT-45030,0,"Error message ""your speaker arent working"" pops ups when do video call by Teams with BT headset connected.",,BT,,Bluetooth,bt,"Error message ""your speaker arent working"" pops ups when do video call by Teams with BT headset connected.",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-44787,0,AAC BT headset have glitch or lag when playing A2DP music.,,BT,,Bluetooth,bt,AAC BT headset have glitch or lag when playing A2DP music.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-44506,0,DUT OPP received picture will show abnormal if transferring files with BT headset music playing,,BT,,Bluetooth,bt,DUT OPP received picture will show abnormal if transferring files with BT headset music playing,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-44505,0,"BT headset 100% fail to mute , still can hear volume after mute",,BT,,Bluetooth,bt,"BT headset 100% fail to mute , still can hear volume after mute",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-44408,0,"Groove music show ""Cant play"" when connect to BT headset/BT speaker with local video played.",,BT,,Bluetooth,bt,"Groove music show ""Cant play"" when connect to BT headset/BT speaker with local video played.",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-39990,0,Bluetooth Audio Noise (like Bubble Sound) Issue in VoiP Call (Lenovo SoundBar),,BT,,Bluetooth,bt,Bluetooth Audio Noise (like Bubble Sound) Issue in VoiP Call (Lenovo SoundBar),Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-44232,0,AAC headset have sound lag issue (CND when platform disable A2DP offload or Chg to SBC headset ),,BT,,Bluetooth,bt,AAC headset have sound lag issue (CND when platform disable A2DP offload or Chg to SBC headset ),Performance,1.0,Rule-based match via cues (score 1),rule
BT-44206,0,Intel AX211 Bluetooth: BT headset will show auto switch between connect/disconnect when paired,,BT,,Bluetooth,bt,Intel AX211 Bluetooth: BT headset will show auto switch between connect/disconnect when paired,Connectivity,1.0,Rule-based match via cues (score 4),rule
BT-44068,0,BT mouse cannot work after idle or paired successfully.,,BT,,Bluetooth,bt,BT mouse cannot work after idle or paired successfully.,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-43293,0,BT scanning page show message Try connecting your device again  when HP 935/635 BLE mouse to be 2nd paired mouse,,BT,,Bluetooth,bt,BT scanning page show message Try connecting your device again  when HP 935/635 BLE mouse to be 2nd paired mouse,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-43291,0,System found the BSOD 0x7F when run the HLK : System - PNP (disable and enable) with IO Before and After (Reliability) test failed due to unexpected reboot.(FR: 2/3),,BT,,Bluetooth,bt,System found the BSOD 0x7F when run the HLK : System - PNP (disable and enable) with IO Before and After (Reliability) test failed due to unexpected reboot.(FR: 2/3),BSOD,1.0,Rule-based match via cues (score 2),rule
BT-42260,0,Ring function cant work after system go to S4/S5 and doing ring action.,,BT,,Bluetooth,bt,Ring function cant work after system go to S4/S5 and doing ring action.,OEM Tools,1.0,Rule-based match via cues (score 1),rule
BT-42259,0,"In the BT function test, it is found that the Intel BT device is missing, and the device manager checks that the driver is still there but the yellow feeling has appeared.",,BT,,Bluetooth,bt,"In the BT function test, it is found that the Intel BT device is missing, and the device manager checks that the driver is still there but the yellow feeling has appeared.",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-42169,0,BT headset cant hear voice and mic not workable during a phone call,,BT,,Bluetooth,bt,BT headset cant hear voice and mic not workable during a phone call,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-41928,0,"HLK-Bluetooth - HciExtension1 (Bring Up) fails with Reserved flags (0xffffffffffffff80) are set by the radio, they should be zeroed out.",,BT,,Bluetooth,bt,"HLK-Bluetooth - HciExtension1 (Bring Up) fails with Reserved flags (0xffffffffffffff80) are set by the radio, they should be zeroed out.",BSOD,1.0,Rule-based match via cues (score 1),rule
BT-41886,0,BT 5.0 mouse not moving smoothly when use v22.60.0.6,,BT,,Bluetooth,bt,BT 5.0 mouse not moving smoothly when use v22.60.0.6,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-41857,0,It takes a long time for connecting LE mouse after leaving 20+ minutes,,BT,,Bluetooth,bt,It takes a long time for connecting LE mouse after leaving 20+ minutes,Connectivity,0.8,Title contains 'connect' and 'LE mouse',"{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'connect' and 'LE mouse'""
}"
BT-41784,0,"Ring function cant stop immediately on S0/MSC/S4/S5, will cause status mixing.",,BT,,Bluetooth,bt,"Ring function cant stop immediately on S0/MSC/S4/S5, will cause status mixing.",OEM Tools,1.0,Rule-based match via cues (score 1),rule
BT-41783,0,Tile app can activate when BIOS is not enable Intile by Feature byte.,,BT,,Bluetooth,bt,Tile app can activate when BIOS is not enable Intile by Feature byte.,UEFI,0.8,Title contains 'BIOS' which is a cue for the UEFI category.,"{
  ""category"": ""UEFI"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'BIOS' which is a cue for the UEFI category.""
}"
BT-41271,0,Bluetooth headphones cant auto reconnect after S3 resume.,,BT,,Bluetooth,bt,Bluetooth headphones cant auto reconnect after S3 resume.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-41270,0,BT Mouse will automatically disconnect after unit connected to the BT mouse.,,BT,,Bluetooth,bt,BT Mouse will automatically disconnect after unit connected to the BT mouse.,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-40647,0,LE mouse does not work with 22.60.0.6,,BT,,Bluetooth,bt,LE mouse does not work with 22.60.0.6,Connectivity,0.8,"Title contains 'does not work' and 'mouse', which are indicative of a connectivity issue, specifically with Bluetooth.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'does not work' and 'mouse', which are indicative of a connectivity issue, specifically with Bluetooth.""
}"
BT-40609,0,"Connect the Bluetooth headset for a Bluetooth search, and the Bluetooth drive is missing",,BT,,Bluetooth,bt,"Connect the Bluetooth headset for a Bluetooth search, and the Bluetooth drive is missing",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-40297,0,Bluetooth headphones cant auto reconnect after S3 resume.,,BT,,Bluetooth,bt,Bluetooth headphones cant auto reconnect after S3 resume.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-40099,0,DUT connect to BT mouse auto disconnect a little time in Signal shielding room.(FR:5%),,BT,,Bluetooth,bt,DUT connect to BT mouse auto disconnect a little time in Signal shielding room.(FR:5%),Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-40097,0,The BT device is repeatedly reconnected and disconnected with 22.60 driver.,,BT,,Bluetooth,bt,The BT device is repeatedly reconnected and disconnected with 22.60 driver.,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-40022,0,System hang up when sending large size file via AX211 BT with C state enabled.,,BT,,Bluetooth,bt,System hang up when sending large size file via AX211 BT with C state enabled.,System Hang,1.0,Rule-based match via cues (score 2),rule
BT-39873,0,Bluetooth radio keep refreshing when moving Bluetooth mouse,,BT,,Bluetooth,bt,Bluetooth radio keep refreshing when moving Bluetooth mouse,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-39813,0,Samsung mouse could not be connected to PC after mouse off and on,,BT,,Bluetooth,bt,Samsung mouse could not be connected to PC after mouse off and on,Connectivity,0.8,"Title contains 'could not be connected' and 'mouse off and on', which are indicative of connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'could not be connected' and 'mouse off and on', which are indicative of connectivity issues.""
}"
BT-39554,0,Windows Update cancelled because of PnP error rate.,,BT,,Bluetooth,bt,Windows Update cancelled because of PnP error rate.,Connectivity,0.8,"Title contains 'connect' and 'error rate', which are common cues for connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'connect' and 'error rate', which are common cues for connectivity issues.""
}"
BT-39513,0,BT does not work after resume from S4,,BT,,Bluetooth,bt,BT does not work after resume from S4,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-39492,0,BT does not work after resume from S4,,BT,,Bluetooth,bt,BT does not work after resume from S4,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-39002,0,"The audio switching from the system to the Bluetooth headset is delayed after reconnected.(F/R:2/2 units,4/4 times)",,BT,,Bluetooth,bt,"The audio switching from the system to the Bluetooth headset is delayed after reconnected.(F/R:2/2 units,4/4 times)",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-38402,0,PC did not receive Scan response packet from mobile phone,,BT,,Bluetooth,bt,PC did not receive Scan response packet from mobile phone,Connectivity,0.8,"Title contains 'Scan response packet' and 'mobile phone', which are indicative of connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Scan response packet' and 'mobile phone', which are indicative of connectivity issues.""
}"
BT-37959,0,Lost address information of connectable adv from non-connectable advertising during ModernStandby,,BT,,Bluetooth,bt,Lost address information of connectable adv from non-connectable advertising during ModernStandby,Connectivity,0.8,"Title contains 'connectable adv' and 'non-connectable advertising', which are related to Bluetooth connectivity.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'connectable adv' and 'non-connectable advertising', which are related to Bluetooth connectivity.""
}"
BT-37734,0,GFP and TyP show inbox generic driver in DM  (RVP also repro),,BT,,Bluetooth,bt,GFP and TyP show inbox generic driver in DM  (RVP also repro),Connectivity,0.8,"Title contains 'inbox generic driver' and 'repro', which are common cues for connectivity issues, especially in the context of Bluetooth.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'inbox generic driver' and 'repro', which are common cues for connectivity issues, especially in the context of Bluetooth.""
}"
BT-37632,0,"BT devices cannot be scanned at BT ""Add a device"" interface when A2DP Offload music streaming is playing.",,BT,,Bluetooth,bt,"BT devices cannot be scanned at BT ""Add a device"" interface when A2DP Offload music streaming is playing.",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-37615,0,HW Error occures if using Quick Share app while BLE advertising by SmartThings,,BT,,Bluetooth,bt,HW Error occures if using Quick Share app while BLE advertising by SmartThings,Connectivity,0.8,"BLE advertising by SmartThings is a connectivity-related feature, and the issue occurs when using Quick Share app, which suggests a connection problem.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""BLE advertising by SmartThings is a connectivity-related feature, and the issue occurs when using Quick Share app, which suggests a connection problem.""
}"
BT-36600,0,BT mouse cursor always lag during S0 for several minutes,,BT,,Bluetooth,bt,BT mouse cursor always lag during S0 for several minutes,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-36520,0,BLE mouse disconnect during usage,,BT,,Bluetooth,bt,BLE mouse disconnect during usage,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-35919,0,ADL platform cannot install  ADL BETA driver 22.30.0.2 (T-Layout),,BT,,Bluetooth,bt,ADL platform cannot install  ADL BETA driver 22.30.0.2 (T-Layout),Connectivity,0.8,"Title contains 'cannot install' and 'driver', which are common cues for connectivity issues, especially in the context of Bluetooth.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'cannot install' and 'driver', which are common cues for connectivity issues, especially in the context of Bluetooth.""
}"
BT-35783,0,Device not started (BTHUSB) error with 0xC00000B5 (STATUS_IO_TIMEOUT),,BT,,Bluetooth,bt,Device not started (BTHUSB) error with 0xC00000B5 (STATUS_IO_TIMEOUT),BSOD,1.0,Rule-based match via cues (score 1),rule
BT-34728,0,Failure to find signed driver/Code 52 after upgrade for INF install,,BT,,Bluetooth,bt,Failure to find signed driver/Code 52 after upgrade for INF install,Connectivity,0.8,"Title contains 'find' and 'signed driver', which are related to connectivity issues, especially after an upgrade for INF install.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'find' and 'signed driver', which are related to connectivity issues, especially after an upgrade for INF install.""
}"
BT-34421,0,BT mouse auto disconnect when joining zoom call.,,BT,,Bluetooth,bt,BT mouse auto disconnect when joining zoom call.,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-33947,0,Sound of local video has noise output from BT headset after end video call via skype and local video played.,,BT,,Bluetooth,bt,Sound of local video has noise output from BT headset after end video call via skype and local video played.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-33735,0,BT function full lost during on-line game playing.,,BT,,Bluetooth,bt,BT function full lost during on-line game playing.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-30088,0,BSOD 0x5c after restart by manual(FR:2/600 units),,BT,,Bluetooth,bt,BSOD 0x5c after restart by manual(FR:2/600 units),BSOD,1.0,Rule-based match via cues (score 2),rule
BT-28850,0,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",,BT,,Bluetooth,bt,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",Performance,1.0,Rule-based match via cues (score 1),rule
BT-28849,0,BT scan failed after resume from connected standby,,BT,,Bluetooth,bt,BT scan failed after resume from connected standby,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-28846,0,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",,BT,,Bluetooth,bt,"Unplugged AC adapter, found the sound will obviously lag about 2~4s.",Performance,1.0,Rule-based match via cues (score 1),rule
BT-27870,0,BT headset has noise when use SKYPE,,BT,,Bluetooth,bt,BT headset has noise when use SKYPE,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-27749,0,AX201/AX211 device will YB after warm boot,,BT,,Bluetooth,bt,AX201/AX211 device will YB after warm boot,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-27729,0,BT WU requirement always fail show in MSFT server.,,BT,,Bluetooth,bt,BT WU requirement always fail show in MSFT server.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-27514,0,DVT2_Italia TGL_ YB_Error_37_Driver_ Stress_S4_The system show Add Intel(R) Wireless BT(R) YB.,,BT,,Bluetooth,bt,DVT2_Italia TGL_ YB_Error_37_Driver_ Stress_S4_The system show Add Intel(R) Wireless BT(R) YB.,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-27478,0,BT mouse cursor lag during S0 ( repro at HP employee working laptop),,BT,,Bluetooth,bt,BT mouse cursor lag during S0 ( repro at HP employee working laptop),Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-27152,0,Music lag 1~2 sec by Freelace BT headphone.,,BT,,Bluetooth,bt,Music lag 1~2 sec by Freelace BT headphone.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-26870,0,BT mouse was disconnected suddenly.,,BT,,Bluetooth,bt,BT mouse was disconnected suddenly.,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-26760,0,BT YB after BT off/on,,BT,,Bluetooth,bt,BT YB after BT off/on,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-26472,0,"User createdMulti-screen Collaboration for a while, find Intel BT device shows YB(code 10)",,BT,,Bluetooth,bt,"User createdMulti-screen Collaboration for a while, find Intel BT device shows YB(code 10)",YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-26118,0,"System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT",,BT,,Bluetooth,bt,"System hang 3 times and unexpected shutdown1 time, keyboard is lost frequently.(SN:038347305253) BT",YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-25285,0,System foundthe BT KBD and Mouse disconnected then cant find any device.,,BT,,Bluetooth,bt,System foundthe BT KBD and Mouse disconnected then cant find any device.,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-24957,0,IWFT enters non-functional state for long run with WiFi Disabled,,BT,,Bluetooth,bt,IWFT enters non-functional state for long run with WiFi Disabled,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-24839,0,BT HFP/A2DP fail to work,,BT,,Bluetooth,bt,BT HFP/A2DP fail to work,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-24676,0,USB device(Non AOU port) drop out when use BT/WLAN device sometimes.,,BT,,Bluetooth,bt,USB device(Non AOU port) drop out when use BT/WLAN device sometimes.,Connectivity,1.0,Rule-based match via cues (score 3),rule
BT-284035,0,FW exception pointing to WD Kick2 (Reported on EB),,BT,,Bluetooth,bt,FW exception pointing to WD Kick2 (Reported on EB),Connectivity,0.8,"Title contains 'WD Kick2' and 'EB', which are related to Bluetooth connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'WD Kick2' and 'EB', which are related to Bluetooth connectivity issues.""
}"
BT-280256,0,"DUT send abnormal InstaDock Beacon after reboot (repro at v23.80 ,v23.70 CND, AX211 CND).",,BT,,Bluetooth,bt,"DUT send abnormal InstaDock Beacon after reboot (repro at v23.80 ,v23.70 CND, AX211 CND).",Connectivity,0.8,"Title contains 'reboot' and 'Bluetooth' context, which is a common scenario for connectivity issues.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'reboot' and 'Bluetooth' context, which is a common scenario for connectivity issues.""
}"
BT-279652,0,"HP InstaDock fail send 2 Docks beacon at the same time (repro at v23.80 ,v23.70 CND, AX211 CND).",,BT,,Bluetooth,bt,"HP InstaDock fail send 2 Docks beacon at the same time (repro at v23.80 ,v23.70 CND, AX211 CND).",Connectivity,0.8,Title contains 'beacon' and 'connectivity' related keywords,"{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'beacon' and 'connectivity' related keywords""
}"
BT-279638,0,"The ""Intel Bluetooth"" device lost in DM after the system idle overnight",,BT,,Bluetooth,bt,"The ""Intel Bluetooth"" device lost in DM after the system idle overnight",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-275082,0,Mouse reconnect fail and scan list empty  (LE Scan List Empty),,BT,,Bluetooth,bt,Mouse reconnect fail and scan list empty  (LE Scan List Empty),Connectivity,0.8,"Title contains 'reconnect fail' and 'scan list empty', which are indicative of connectivity issues, specifically related to Bluetooth (LE Scan List Empty)","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'reconnect fail' and 'scan list empty', which are indicative of connectivity issues, specifically related to Bluetooth (LE Scan List Empty)""
}"
BT-274316,0,BT driver YB,,BT,,Bluetooth,bt,BT driver YB,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-271586,0,"[Surface][LNL+FmP2][PCIe][Audio Offload][23.80, 23.90][QUN2][EarFun UBOOM L portable Bluetooth Speaker]: Fails to render audio[AAC codec]",,BT,,Bluetooth,bt,"[Surface][LNL+FmP2][PCIe][Audio Offload][23.80, 23.90][QUN2][EarFun UBOOM L portable Bluetooth Speaker]: Fails to render audio[AAC codec]",Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-269874,0,ibtOemToolsSarEnableExt ExtInf in Tools folder is not having same Pre-Prod Certificate as in P Layout,,BT,,Bluetooth,bt,ibtOemToolsSarEnableExt ExtInf in Tools folder is not having same Pre-Prod Certificate as in P Layout,RF,1.0,Hard override matched phrase 'sar',rule
BT-267862,0,BLE link disconnection caused by connection timeout,,BT,,Bluetooth,bt,BLE link disconnection caused by connection timeout,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-267225,0,Test Bug,,BT,,Bluetooth,bt,Test Bug,Connectivity,0.8,"Title contains 'Test Bug' which is not a strong cue, but given the technology context of Bluetooth, Connectivity category has the highest score due to presence of 'Bluetooth' in the title.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'Test Bug' which is not a strong cue, but given the technology context of Bluetooth, Connectivity category has the highest score due to presence of 'Bluetooth' in the title.""
}"
BT-266202,0,BLE Init Failure post integration to BIOS,,BT,,Bluetooth,bt,BLE Init Failure post integration to BIOS,Connectivity,0.8,"BLE Init Failure indicates a connectivity issue, specifically with Bluetooth","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""BLE Init Failure indicates a connectivity issue, specifically with Bluetooth""
}"
BT-263832,0,BT Device lost due to TOP exception during S4 cycle - Clean WA from FW/Driver to retrieve debug,,BT,,Bluetooth,bt,BT Device lost due to TOP exception during S4 cycle - Clean WA from FW/Driver to retrieve debug,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-263368,0,Fw exception occurred on self-host user,,BT,,Bluetooth,bt,Fw exception occurred on self-host user,Connectivity,0.8,"Title contains 'exception' and 'self-host user', which are common cues for connectivity issues, especially in Bluetooth context.","{
  ""category"": ""Connectivity"",
  ""confidence"": 0.8,
  ""reasoning"": ""Title contains 'exception' and 'self-host user', which are common cues for connectivity issues, especially in Bluetooth context.""
}"
BT-262766,0,Cleanup of NPI Product IDs from Sustain INF,,BT,,Bluetooth,bt,Cleanup of NPI Product IDs from Sustain INF,Needs-Triage,0.0,No matching cues found in title,"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title""
}"
BT-261811,0,BT lost during S4 stress testing,,BT,,Bluetooth,bt,BT lost during S4 stress testing,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-261790,0,BT device lost during S4.,,BT,,Bluetooth,bt,BT device lost during S4.,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-261453,0,UE speaker failed to render SBC,,BT,,Bluetooth,bt,UE speaker failed to render SBC,Needs-Triage,0.0,No matching cues found in title 'UE speaker failed to render SBC',"{
  ""category"": ""Needs-Triage"",
  ""confidence"": 0,
  ""reasoning"": ""No matching cues found in title 'UE speaker failed to render SBC'""
}"
BT-260840,0,BT show YB after run ME tool or S4 stress test,,BT,,Bluetooth,bt,BT show YB after run ME tool or S4 stress test,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-257956,0,[MSFT][LNL-MX][PCI][PST] Bluetooth Yellow Bang in Sx Cycle scenarios with WI-Fi data [ Operation Mode ],,BT,,Bluetooth,bt,[MSFT][LNL-MX][PCI][PST] Bluetooth Yellow Bang in Sx Cycle scenarios with WI-Fi data [ Operation Mode ],YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-256692,0,BT YB after DC mode reboot stress,,BT,,Bluetooth,bt,BT YB after DC mode reboot stress,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-255107,0,BT enumerators and RFCOMM Protocol TDI disappears after hybridshutdown,,BT,,Bluetooth,bt,BT enumerators and RFCOMM Protocol TDI disappears after hybridshutdown,YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-253662,0,BT FATAL exception when S4 stress test (PLDR can recovery it),,BT,,Bluetooth,bt,BT FATAL exception when S4 stress test (PLDR can recovery it),YB/Lost,1.0,Rule-based match via cues (score 1),rule
BT-251408,0,BT Device lost in Sx Cycle with BT 23.60.5.6 and EVQS CPU EESIT SMT configuration,,BT,,Bluetooth,bt,BT Device lost in Sx Cycle with BT 23.60.5.6 and EVQS CPU EESIT SMT configuration,Connectivity,1.0,Rule-based match via cues (score 1),rule
BT-251103,0,WiFi 11axLB Tx BT A2DP - A2DP Bug Title,,BT,,Bluetooth,bt,WiFi 11axLB Tx BT A2DP - A2DP Bug Title,Connectivity,1.0,Rule-based match via cues (score 2),rule
BT-248709,0,DRTU BT TX power can not keep transmit (issue CND at MTL+GaP),,BT,,Bluetooth,bt,DRTU BT TX power can not keep transmit (issue CND at MTL+GaP),Power Consumption,1.0,Rule-based match via cues (score 1),rule
