jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
CIE-4745,"[HP/SIO2298044/Win11/LNL/FmP2/MasadaN] QR code is overlapped with the word ""click to enlarge"" in Kazakhstan image",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2298044/Win11/LNL/FmP2/MasadaN] QR code is overlapped with the word ""click to enlarge"" in Kazakhstan image"
CIE-4761,[HP/SIO2297006/Win11/LNL/FmP2/MasadaN] Connect in Network Health tab cannot show full text,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2297006/Win11/LNL/FmP2/MasadaN] Connect in Network Health tab cannot show full text
CIE-4762,"[ACER][Cymbal_RTU] Open ICPS->Advanced Setting->Start VR mode, the VR mode interface will disappear..",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ACER][Cymbal_RTU] Open ICPS->Advanced Setting->Start VR mode, the VR mode interface will disappear.."
CIE-4888,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS version appears in Advanced Settings right lower corner,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS version appears in Advanced Settings right lower corner
CIE-5025,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS doesnt support Windows theme Dark mode,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS doesnt support Windows theme Dark mode
CIE-5036,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS shows English recommendation in Notification Tab on Simplified Chinese system,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS shows English recommendation in Notification Tab on Simplified Chinese system
CIE-5146,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS v4.0 UI doesnt support two-finger scroll and mouse wheel scroll,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS v4.0 UI doesnt support two-finger scroll and mouse wheel scroll
CIE-5163,[Dynabook][ICPS][Dynabook][ICPS]Sometimes The network shows connected status in ICPS if press connect button but no passcode entered.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Dynabook][ICPS][Dynabook][ICPS]Sometimes The network shows connected status in ICPS if press connect button but no passcode entered.
CIE-5751,[HP/SIO2345991/Win11/ARL/GfP2/Agusta] The description in Help/Bluetooth page is not same as the Bluetooth page shows.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2345991/Win11/ARL/GfP2/Agusta] The description in Help/Bluetooth page is not same as the Bluetooth page shows.
CIE-6147,[HP/SIO2354747/Win11/ARL/GfP2/Agusta] The original BT device name cannot be display after edited the device name.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2354747/Win11/ARL/GfP2/Agusta] The original BT device name cannot be display after edited the device name.
CIE-6527,[Lenovo][LunarLake][BE201][24H2][10%][ICPS4.0]ICPS v4.1025.207.1 cant be launched intermittently,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][10%][ICPS4.0]ICPS v4.1025.207.1 cant be launched intermittently
CIE-7032,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The SC font is incorrect in ICPS Advanded Settings UI.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The SC font is incorrect in ICPS Advanded Settings UI.
CIE-7034,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The Downloads bar in ICPS Usage Details page isnt shown correctly,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The Downloads bar in ICPS Usage Details page isnt shown correctly
CIE-7036,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS UI issues in Advanced Settings,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS UI issues in Advanced Settings
CIE-7038,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Some contents in ICPS Help is not localized,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Some contents in ICPS Help is not localized
CIE-7093,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The steaming category is shown abnormally in ACM UI.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The steaming category is shown abnormally in ACM UI.
CIE-7170,"[HP/SIO2382032/Win11/LNL/FmP2/Machu] The button ""Reset"" all settings to default does not works.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2382032/Win11/LNL/FmP2/Machu] The button ""Reset"" all settings to default does not works."
CIE-7508,[HP/SIO2332841/Win11/ARL/GfP2/Machu] Network Performance did not follow Manually Configure Connection Settings when only change one category,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/SIO2332841/Win11/ARL/GfP2/Machu] Network Performance did not follow Manually Configure Connection Settings when only change one category
CIE-7523,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]Connection failed will be shown when click AP to connect,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]Connection failed will be shown when click AP to connect
CIE-7644,"[ASUS] After updating and restarting the ICPS APP,  system displays a version recommendation dialog box.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS] After updating and restarting the ICPS APP,  system displays a version recommendation dialog box."
CIE-7943,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The cursor makes a wrong jump when editing SSID and Password for VR Mode,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The cursor makes a wrong jump when editing SSID and Password for VR Mode
CIE-8316,[ASUS][UX5406SA][BE201] Failure occurs when running Color Contrast analyzer in ICPS app.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS][UX5406SA][BE201] Failure occurs when running Color Contrast analyzer in ICPS app.
CIE-8708,"[ASUS][UX5406SA][BE201] selecting the ""Desert"" theme, the version number in the upper right corner of the Intel Connectivity Performance Suite window is not clearly visible.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS][UX5406SA][BE201] selecting the ""Desert"" theme, the version number in the upper right corner of the Intel Connectivity Performance Suite window is not clearly visible."
CIE-8710,[ASUS][UX5406SA][BE201] Failure occurs when running Live Inspect test in ICPS ap,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS][UX5406SA][BE201] Failure occurs when running Live Inspect test in ICPS ap
CIE-8714,"[ASUS][UX5406SA][BE201] When Accessibility->Text size is set to 200%, the prompt window that appears when launching ICPS is not fully displayed.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS][UX5406SA][BE201] When Accessibility->Text size is set to 200%, the prompt window that appears when launching ICPS is not fully displayed."
CIE-8716,[ASUS][UX5406SA][BE201] Failure occurs when running Live Inspect with Narrators Accessibility in ICPS app.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS][UX5406SA][BE201] Failure occurs when running Live Inspect with Narrators Accessibility in ICPS app.
CIE-9737,"[ASUS][UX5406AA][BE201] Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS][UX5406AA][BE201] Open Settings -> Accessibility -> Text size and switch to 200%. The text, icons, and other elements on various pages within the Intel Connectivity Performance Suite app do not change."
CIE-9749,"[ASUS][UX5406AA][BE201] Launch the Intel Connectivity Performance Suite app and minimize the window width to the smallest size. On the Usage Detail page, some characters are truncated without horizontal scrolling.",User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=User Interface->Intel Connectivity Performance Suite] [ASUS][UX5406AA][BE201] Launch the Intel Connectivity Performance Suite app and minimize the window width to the smallest size. On the Usage Detail page, some characters are truncated without horizontal scrolling."
CIE-998,[HP/Win10/ADL-P/GfP2/Thanos] ICPS cannot be minimized when maximize it and click it on the taskbar.,User Interface->Intel Connectivity Performance Suite,Connectivity,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=User Interface->Intel Connectivity Performance Suite] [HP/Win10/ADL-P/GfP2/Thanos] ICPS cannot be minimized when maximize it and click it on the taskbar.
WIFI-116864,[Dell]TyP2 6GHz output power change on conductive test (3/19 and 4/16),FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dell]TyP2 6GHz output power change on conductive test (3/19 and 4/16)
WIFI-119581,[ASUS PCBU][X3400PA][Tigerlake HU][JfP2/9560][v22.30.0.11]WLAN yellow bang while reboot aging,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [ASUS PCBU][X3400PA][Tigerlake HU][JfP2/9560][v22.30.0.11]WLAN yellow bang while reboot aging
WIFI-134765,[Realme][HUAQIN][Intel TGL][intel 9560][21H1]The test value of AC mode 80m bandwidth of WiFi is far lower in 22.60.0.6 version when we testing the T-PUT conduction of AC9560 module.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Realme][HUAQIN][Intel TGL][intel 9560][21H1]The test value of AC mode 80m bandwidth of WiFi is far lower in 22.60.0.6 version when we testing the T-PUT conduction of AC9560 module.
WIFI-139160,"[HONOR][HUAQIN][HiggsE][Intel TGL][Intel AX201][21H1][WIFI] Install the WiFi driver?22.50 or 22.60) to test DRTU, the conduction power decreased.",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [HONOR][HUAQIN][HiggsE][Intel TGL][Intel AX201][21H1][WIFI] Install the WiFi driver?22.50 or 22.60) to test DRTU, the conduction power decreased."
WIFI-143081,[ASUS PCBU][Customer Complaint Case][X571GT][Coffeelake H][9560][22.40.0.7]Unexpected yellow bang of the WLAN device at user experience,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [ASUS PCBU][Customer Complaint Case][X571GT][Coffeelake H][9560][22.40.0.7]Unexpected yellow bang of the WLAN device at user experience
WIFI-146365,[Intel-SPG][FXN][PN] Wi-Fi randomly disconnect while idle UUT overnight.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Intel-SPG][FXN][PN] Wi-Fi randomly disconnect while idle UUT overnight.
WIFI-156021,[HP/SIO2005266/Win11/GfP4/Dashiell] WLAN driver lost in DM after online video overnight with BT mouse connected,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [HP/SIO2005266/Win11/GfP4/Dashiell] WLAN driver lost in DM after online video overnight with BT mouse connected
WIFI-163292,Internal error occurs in the Event Viewer when connecting to a specific AP,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] Internal error occurs in the Event Viewer when connecting to a specific AP
WIFI-183222,(Copy Of 00670721) [Dell_Compal_AugustaMLK_CML]WLAN (Intel AX201) disconnecting intermittently,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] (Copy Of 00670721) [Dell_Compal_AugustaMLK_CML]WLAN (Intel AX201) disconnecting intermittently
WIFI-205478,[H{/SIO2087612/Win11/ADL/GFP2/Riesling] The WLAN device showsshow YB(code 10) in device manager when idle 2 hours.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [H{/SIO2087612/Win11/ADL/GFP2/Riesling] The WLAN device showsshow YB(code 10) in device manager when idle 2 hours.
WIFI-209459,[Realme][Wingtech][Intel Tiger Lake UP4][Ax201][21H2] [WLAN] Connect to WLAN to play online video and drive YB appears?error code10?,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Realme][Wingtech][Intel Tiger Lake UP4][Ax201][21H2] [WLAN] Connect to WLAN to play online video and drive YB appears?error code10?
WIFI-218884,[MSFT Pegatron][BirchBay] Intel WiFi Module MU-MIMO Conducted EVM failure in 2462MHz 40MHz Bandwidth,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [MSFT Pegatron][BirchBay] Intel WiFi Module MU-MIMO Conducted EVM failure in 2462MHz 40MHz Bandwidth
WIFI-221315,[Huawei][Quanta][HookeF][ADL-H45][AX211][WIN11_21H2] Why is the AX211 ?TH?(Thailand) power on 2.4G/5G-B1/5G-B4 are follows US not EU?,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Huawei][Quanta][HookeF][ADL-H45][AX211][WIN11_21H2] Why is the AX211 ?TH?(Thailand) power on 2.4G/5G-B1/5G-B4 are follows US not EU?
WIFI-230886,MSFT Pegatron][BirchBay] The Canada OTP values in v22.150 of DRTU exceed Maximum output power from Canada 6E certification of  AX211 module report,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] MSFT Pegatron][BirchBay] The Canada OTP values in v22.150 of DRTU exceed Maximum output power from Canada 6E certification of  AX211 module report
WIFI-239139,[HUAWEI][HUAQIN][MachC][Intel CML][Intel 9560][WIFI][Win11] System will auto roam to low AP.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MachC][Intel CML][Intel 9560][WIFI][Win11] System will auto roam to low AP.
WIFI-242048,[HP][Compal][EDNA][Intel ADL-M][INTEL Garfield Peak 2][Build 22000.co_release.210604-1628] The output power of WLAN module in country mod: US/low power mode can't meet the spec.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [HP][Compal][EDNA][Intel ADL-M][INTEL Garfield Peak 2][Build 22000.co_release.210604-1628] The output power of WLAN module in country mod: US/low power mode can't meet the spec.
WIFI-244514,[Dell][Burton dock] reported 6GHz functionality issues with AX210...Issue1,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dell][Burton dock] reported 6GHz functionality issues with AX210...Issue1
WIFI-244597,[HUAWEI][HUAQIN][machC][Intel AC 9560][WiFi][Win11]The DUT will switch to weak signal AP automatically.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][machC][Intel AC 9560][WiFi][Win11]The DUT will switch to weak signal AP automatically.
WIFI-261661,RFQ HrP1 Throughput Evaluation...lower throughput (waterfall shift) at 5GHz AX 80MHz ch161 RX direction,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] RFQ HrP1 Throughput Evaluation...lower throughput (waterfall shift) at 5GHz AX 80MHz ch161 RX direction
WIFI-284767,[ADL-N][HrP1][22.180][N7600ZM]AX101 The throughput drop at the attenuation of 92~95dB (picture is ax/ac 80MHz),FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [ADL-N][HrP1][22.180][N7600ZM]AX101 The throughput drop at the attenuation of 92~95dB (picture is ax/ac 80MHz)
WIFI-287936,"[Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][BUG-20230216-66094] Huawei mobile phone  wirelessly casts the screen to the computer, click Search Device on the mobile phone's wireless screen projection but the blurred screen on the machine.",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [Huawei][Quanta][H9UR][CurieG][AX211][22H2][WLAN][BUG-20230216-66094] Huawei mobile phone  wirelessly casts the screen to the computer, click Search Device on the mobile phone's wireless screen projection but the blurred screen on the machine."
WIFI-302481,[Huawei][Quanta][H9RR][RolleG][AX211][22H2][BT][Factory] WLAN can't switch to on  after burin test (disable/enable) at 175th cycle,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Huawei][Quanta][H9RR][RolleG][AX211][22H2][BT][Factory] WLAN can't switch to on  after burin test (disable/enable) at 175th cycle
WIFI-303040,[IP3][Tigerlake]AX101 2.4GHz download speed not stable and assert 0x4444 after BT enable,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [IP3][Tigerlake]AX101 2.4GHz download speed not stable and assert 0x4444 after BT enable
WIFI-319138,"[HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can not recovery with restart and restore system.",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MorganG][Intel RPL][Intel AX 211][WIFI][Win11]The wifi driver occured YB(43),and can not recovery with restart and restore system."
WIFI-326810,[HUAWEI][HUAQIN][MitchellF][Intel ADL][Intel AX 201][WIFI][Win11]The power of 22.230 driver is less than 22.190 driver.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MitchellF][Intel ADL][Intel AX 201][WIFI][Win11]The power of 22.230 driver is less than 22.190 driver.
WIFI-337269,[MSFT][Huntington Beach] Tx output power does not match regulatory report when setting MCC CA 5G,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [MSFT][Huntington Beach] Tx output power does not match regulatory report when setting MCC CA 5G
WIFI-341048,[Dell][Compal][Pista MTL][AX211] Wlan driver and BT driver YB during running Unigine Valley Benchmark.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dell][Compal][Pista MTL][AX211] Wlan driver and BT driver YB during running Unigine Valley Benchmark.
WIFI-344971,[Dell/Compal][Kenai][DVT1]DRTU low power issue for specific channel,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dell/Compal][Kenai][DVT1]DRTU low power issue for specific channel
WIFI-347536,[DELL][Compal][Alienware][NEXUS MLK_GaP2_2230]Killer1750x has 5G band throughput issue in RX conductive test in SPORTON lab,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [DELL][Compal][Alienware][NEXUS MLK_GaP2_2230]Killer1750x has 5G band throughput issue in RX conductive test in SPORTON lab
WIFI-352308,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The assert occur when PC idel,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The assert occur when PC idel
WIFI-364091,"[lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [lenovo][lcfc][Lam1][MTL][AX211][23H2][3/60]MHs client disconnect, w/o wifi list"
WIFI-368122,"[Honor][huaqin][DarwinA][MTL][AX201][High probability]Under the automatic SMPS of the Darwin project, AUX and Main imbalance affect the combined RX sensitivity",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [Honor][huaqin][DarwinA][MTL][AX201][High probability]Under the automatic SMPS of the Darwin project, AUX and Main imbalance affect the combined RX sensitivity"
WIFI-370851,[HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX 201][WIFI][Win11]WiFi will automatically roam to a router that is further away when the computer remains stationary.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [HUAWEI][HUAQIN][MachD][Intel TGL][Intel AX 201][WIFI][Win11]WiFi will automatically roam to a router that is further away when the computer remains stationary.
WIFI-393429,[Taoran][WiFI][Huawei][VangogH][MTL][PVT]A YB issue with code 10 on 23.30.0.6,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Taoran][WiFI][Huawei][VangogH][MTL][PVT]A YB issue with code 10 on 23.30.0.6
WIFI-395058,[GaP2/GfP2] 6GHz connection at MCC=AU/NZ,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [GaP2/GfP2] 6GHz connection at MCC=AU/NZ
WIFI-406604,[Honor][huaqin][MooreA][MTL][AX211][High probability] connect WiFi fail,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Honor][huaqin][MooreA][MTL][AX211][High probability] connect WiFi fail
WIFI-408527,[HP][Regis] [Quanta]WiFi cannot search AP after GLAI test mode implemented,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [HP][Regis] [Quanta]WiFi cannot search AP after GLAI test mode implemented
WIFI-422597,[Dell_MTL][Arches_MTL]Intel AX211 shows YB when CB/WB in Device Manager,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Dell_MTL][Arches_MTL]Intel AX211 shows YB when CB/WB in Device Manager
WIFI-452771,[ASUS][Quanta][ARL][AX101][X1407CA] YB right after installing driver,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [ASUS][Quanta][ARL][AX101][X1407CA] YB right after installing driver
WIFI-513454,[WiFi]Roaming from an AP with strong signal to an AP with weak signal,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [WiFi]Roaming from an AP with strong signal to an AP with weak signal
WIFI-520713,[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]WRT tool show WLAN error code 5002 with 04444 assert,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201]WRT tool show WLAN error code 5002 with 04444 assert
WIFI-524564,HP 3LS - SIP123857 - EB840G6(Crescent14 PRO 1.0) / Jabil / GC / Disconnect and Low transmit rate issue on Intel Ax2xx WLAN card / PC APJ,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] HP 3LS - SIP123857 - EB840G6(Crescent14 PRO 1.0) / Jabil / GC / Disconnect and Low transmit rate issue on Intel Ax2xx WLAN card / PC APJ
WIFI-542463,[GaP2][GfP2] MIMO2 value at DRTU Regulatory Power Limits Table,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [GaP2][GfP2] MIMO2 value at DRTU Regulatory Power Limits Table
WIFI-599940,[WiFi]Disconnection on missed beacons occurs even if RX fata frames is received,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [WiFi]Disconnection on missed beacons occurs even if RX fata frames is received
WIFI-627277,[Lenovo_ThinkPad][Field_issue][AX201]HSBC end-users complain that frequent WiFi roaming significantly affects the customer experience.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Lenovo_ThinkPad][Field_issue][AX201]HSBC end-users complain that frequent WiFi roaming significantly affects the customer experience.
WIFI-636094,[ASUS][RPL][AX211][FX608JP] SAR tool shows failure in the test of AX211,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [ASUS][RPL][AX211][FX608JP] SAR tool shows failure in the test of AX211
WIFI-638997,16/17Z90TR + BE201 wifi issue with event ID 5002 (AP : ASUS GT-AXE11000),FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] 16/17Z90TR + BE201 wifi issue with event ID 5002 (AP : ASUS GT-AXE11000)
WIFI-671875,"[Lenovo][LCFC][Thinkbook 16P Gen5 IRX]the network show""Cant connect to this network"" and assert 0x84 & 0x20000066",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [Lenovo][LCFC][Thinkbook 16P Gen5 IRX]the network show""Cant connect to this network"" and assert 0x84 & 0x20000066"
WIFI-725436,"[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][25H2][FVT][BE211]Both the host and EUT sides will be fined 5002_FW_ASSERT after the machine connects to the 6G network and shares the 5G hotspot, 3/3Units, 3/3cycles",FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,"[COMPONENT=FW->PHY] [Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][25H2][FVT][BE211]Both the host and EUT sides will be fined 5002_FW_ASSERT after the machine connects to the 6G network and shares the 5G hotspot, 3/3Units, 3/3cycles"
WIFI-729021,[LG][16Z90U][PTL/BE211/Win11 24H2] WiFi Yellow Bang(error code 10) occurs,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [LG][16Z90U][PTL/BE211/Win11 24H2] WiFi Yellow Bang(error code 10) occurs
WIFI-730512,[Samsung][MTL][GfP2][P250708-05271] System cant found 6Ghz mobile hotspot.,FW->PHY,RF,pseudo_component_rule_hard,0.95,0.70,[COMPONENT=FW->PHY] [Samsung][MTL][GfP2][P250708-05271] System cant found 6Ghz mobile hotspot.
