jira_id,ips_title,jira_component,component_frequency,feature_text
BT-108517,[Dell]UEFI BLE Scan hang issue,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell]UEFI BLE Scan hang issue
BT-138107,[Dell Bluetooth] Verify the Scan functionality when multiple devices are nearby,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell Bluetooth] Verify the Scan functionality when multiple devices are nearby
BT-138108,[Dell Bluetooth] Verify The Device name is showing perfectly or not after Scan.,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell Bluetooth] Verify The Device name is showing perfectly or not after Scan.
BT-183506,[Dell][Odin][MTL][UEFI]Both BLE or WiFi functionality doesnt work using AX201 cards,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell][Odin][MTL][UEFI]Both BLE or WiFi functionality doesnt work using AX201 cards
BT-207368,"[Dell][Odin][UEFI]Auto Connection fails for some KB/Mouse Models, pop up appearing while auto-connecting",Host UEFI - BIOS,12,"[COMPONENT=Host UEFI - BIOS] [Dell][Odin][UEFI]Auto Connection fails for some KB/Mouse Models, pop up appearing while auto-connecting"
BT-242780,[Dell] BT IOSF scan issue with TributoLnl EVQS platform,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell] BT IOSF scan issue with TributoLnl EVQS platform
BT-247162,[Dell] Keyboard keys are not working for BT IOSF with TributoLnl EVQS platform,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell] Keyboard keys are not working for BT IOSF with TributoLnl EVQS platform
BT-260523,[Dell_Compal_Trib]Bluetooth Mouse lagging in BIOS.,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell_Compal_Trib]Bluetooth Mouse lagging in BIOS.
BT-266355,[Dell] Memory Diag test is failing with BT IOSF changes,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell] Memory Diag test is failing with BT IOSF changes
BT-270241,[Dell][Compal][TributoLNL][DVT2/MP]  IOSF PCI mode caused black screen symptom,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell][Compal][TributoLNL][DVT2/MP]  IOSF PCI mode caused black screen symptom
BT-283405,[Dell][Compal][UEFI][TributoLNL][DVT2/MP]Bluetooth device sometimes become disconnect,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Dell][Compal][UEFI][TributoLNL][DVT2/MP]Bluetooth device sometimes become disconnect
BT-405888,[Samsung][GB6-Pro-16 TPL][WhP2] Timeout does not work as UEFI spec in Intel UEFI BLE Driver,Host UEFI - BIOS,12,[COMPONENT=Host UEFI - BIOS] [Samsung][GB6-Pro-16 TPL][WhP2] Timeout does not work as UEFI spec in Intel UEFI BLE Driver
CIE-1024,"[HP/Win10/ADL/GfP2/Thanos] When Entitlement bit is disabled, ICPS still could be installed but the functions can?t work",Installation->ICPS,12,"[COMPONENT=Installation->ICPS] [HP/Win10/ADL/GfP2/Thanos] When Entitlement bit is disabled, ICPS still could be installed but the functions can?t work"
CIE-1925,[Huawei][Quanta][H9HD][HookF][AX211][21H2][ICPS][ICPS_SEC_002] C:\ProgramData\Intel\Connectivity directory is not deleted after uninstalling ICPS,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [Huawei][Quanta][H9HD][HookF][AX211][21H2][ICPS][ICPS_SEC_002] C:\ProgramData\Intel\Connectivity directory is not deleted after uninstalling ICPS
CIE-1955,"[Lenovo-ThinkPad][Jaguar/Panther-2][AlderLake][AX211][21H2][100%]: ICPS UWP not automatically uninstalled and not work when ICPS entitlement bit is ""disabled""",Installation->ICPS,12,"[COMPONENT=Installation->ICPS] [Lenovo-ThinkPad][Jaguar/Panther-2][AlderLake][AX211][21H2][100%]: ICPS UWP not automatically uninstalled and not work when ICPS entitlement bit is ""disabled"""
CIE-2479,[Lenovo][S970][AlderLake][AX211][40%][ICPS1.0]: ICPS cannot launch after OOBE due to ICPS drivers uninstalled automatically.,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [Lenovo][S970][AlderLake][AX211][40%][ICPS1.0]: ICPS cannot launch after OOBE due to ICPS drivers uninstalled automatically.
CIE-3782,[ICPS]Event log 7023 is recorded on reboot after overwrite install ICPS,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [ICPS]Event log 7023 is recorded on reboot after overwrite install ICPS
CIE-3988,[HP/Win11/ADL/GfP2/Frozone] It reports error code 15613 when installing ICPS application.,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [HP/Win11/ADL/GfP2/Frozone] It reports error code 15613 when installing ICPS application.
CIE-4413,[HP/SIO2274742/Win11/RPL/GfP2/Varcolac] Cannot install ICPS driver with v3.1024.505.1 and v3.1024.606.10,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [HP/SIO2274742/Win11/RPL/GfP2/Varcolac] Cannot install ICPS driver with v3.1024.505.1 and v3.1024.606.10
CIE-4759,[Lenovo][RaptorLake][AX211][24H2][100%][ICPS3.0]ICPS cant be installed successfully on Libra2,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [Lenovo][RaptorLake][AX211][24H2][100%][ICPS3.0]ICPS cant be installed successfully on Libra2
CIE-6865,"[LG][17Z90T][ARL/BE201/Win11 24H2] ""Select an app to open this icpslauncher link"" popup shows",Installation->ICPS,12,"[COMPONENT=Installation->ICPS] [LG][17Z90T][ARL/BE201/Win11 24H2] ""Select an app to open this icpslauncher link"" popup shows"
CIE-7147,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS has left over Scheduled Task after uninstallation,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS has left over Scheduled Task after uninstallation
CIE-7432,"[HP/SIO2385575/Win11/ARL/FmP2/Wafer] The msg ""Cant open icpslauncher link"" popped up after enter OS.",Installation->ICPS,12,"[COMPONENT=Installation->ICPS] [HP/SIO2385575/Win11/ARL/FmP2/Wafer] The msg ""Cant open icpslauncher link"" popped up after enter OS."
CIE-7728,[HP/Win11/ARL/FmP2/Machu] show pick up app after boot to OS,Installation->ICPS,12,[COMPONENT=Installation->ICPS] [HP/Win11/ARL/FmP2/Machu] show pick up app after boot to OS
WIFI-146383,[Lenovo ThinkPad JP][LCFC][Drift3 Ironhide3][AX210]] AX210 WLAN show Yellow band in device manager and could not recovery by restart,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [Lenovo ThinkPad JP][LCFC][Drift3 Ironhide3][AX210]] AX210 WLAN show Yellow band in device manager and could not recovery by restart
WIFI-317085,[Dell][Compal][Tribtuto MTL]Wlan and BT lost in Device Manager when trying to connect wireless AP,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [Dell][Compal][Tribtuto MTL]Wlan and BT lost in Device Manager when trying to connect wireless AP
WIFI-318979,[ASUS][UX3404MA][NB6371C][MTL-H][AX211]WiFi YB appears after Reboot,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [ASUS][UX3404MA][NB6371C][MTL-H][AX211]WiFi YB appears after Reboot
WIFI-353389,[Taoran][WIFI][Huawei][VangogH][MTL][EVT]there is a yellow icon on the WiFi Device while test,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [Taoran][WIFI][Huawei][VangogH][MTL][EVT]there is a yellow icon on the WiFi Device while test
WIFI-381933,"[Honor][Huaqin][MooreA][Meteor Lake][Ax211][WLAN][22H2]YB appears in normal standby mode of PC, error code 10(FR:1%)",TOP->FSEQ,11,"[COMPONENT=TOP->FSEQ] [Honor][Huaqin][MooreA][Meteor Lake][Ax211][WLAN][22H2]YB appears in normal standby mode of PC, error code 10(FR:1%)"
WIFI-717323,[HP][Wistron][26C1_Clipper_PTL-H12Xe][WhP2][Win11 24H2 Build 26100.4202][sbhwfw02262_23.145.0.1] WiFi cannot turn on successfully after resume from S4.,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [HP][Wistron][26C1_Clipper_PTL-H12Xe][WhP2][Win11 24H2 Build 26100.4202][sbhwfw02262_23.145.0.1] WiFi cannot turn on successfully after resume from S4.
WIFI-784351,[PTL][WhP2] CITU marginal test analysis (FM232 DVT1.5),TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [PTL][WhP2] CITU marginal test analysis (FM232 DVT1.5)
WIFI-795687,[HP][Factory][Merino16W][Win11 25H2]PTL][WhP2]Merino16W PV report WLAN YB code 10,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [HP][Factory][Merino16W][Win11 25H2]PTL][WhP2]Merino16W PV report WLAN YB code 10
WIFI-816135,"[Lenovo][Compal][PTL][BE211_1216][Yoga_Slim 7 14IPH11] Stress_Wifi_WB, Event log show 5002 error. (F/R:1/25u,100/2500c)",TOP->FSEQ,11,"[COMPONENT=TOP->FSEQ] [Lenovo][Compal][PTL][BE211_1216][Yoga_Slim 7 14IPH11] Stress_Wifi_WB, Event log show 5002 error. (F/R:1/25u,100/2500c)"
WIFI-881883,[ASUS VZEDC]NVL-S Wi-Fi/BT Exclamation Mark,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [ASUS VZEDC]NVL-S Wi-Fi/BT Exclamation Mark
WIFI-885952,[Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.,TOP->FSEQ,11,[COMPONENT=TOP->FSEQ] [Dell][Wistron][GhostRider]Fail to connect with wifi during BIOS post.
CIE-10034,[Lenovo][Poseidon][SIT][PTL/BE211][25H2]The unit can not connect to previous AP after WIFI off then on when checking switch to better WIFI  option on ICPS.(FR:2/2units;4/8cycles),ICPS,10,[COMPONENT=ICPS] [Lenovo][Poseidon][SIT][PTL/BE211][25H2]The unit can not connect to previous AP after WIFI off then on when checking switch to better WIFI  option on ICPS.(FR:2/2units;4/8cycles)
CIE-5354,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.1024.1114.1]ICPS displayed content cant adapt to window size,ICPS,10,[COMPONENT=ICPS] [Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.1024.1114.1]ICPS displayed content cant adapt to window size
CIE-5749,[Dynabook]Prioritization page shows Gaming option on Vpro sku,ICPS,10,[COMPONENT=ICPS] [Dynabook]Prioritization page shows Gaming option on Vpro sku
CIE-6271,[Dynabook]ICPS still shows available networks in network health page when WiFi is turned off,ICPS,10,[COMPONENT=ICPS] [Dynabook]ICPS still shows available networks in network health page when WiFi is turned off
CIE-6483,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Message ICPS is currently disabled. Would you like to enable it will be shown.,ICPS,10,[COMPONENT=ICPS] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Message ICPS is currently disabled. Would you like to enable it will be shown.
CIE-6489,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Light/Dark mode in Advanced Settings is not localized on Chinese system,ICPS,10,[COMPONENT=ICPS] [Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Light/Dark mode in Advanced Settings is not localized on Chinese system
CIE-6626,[Dynabook]The ICPS App shows black screen after resuming from Hybrid shutdown,ICPS,10,[COMPONENT=ICPS] [Dynabook]The ICPS App shows black screen after resuming from Hybrid shutdown
CIE-8903,[HP][Deso & Esa][PTL]Gaming is lost in Intel ICPS (Intel connectivity performance suite),ICPS,10,[COMPONENT=ICPS] [HP][Deso & Esa][PTL]Gaming is lost in Intel ICPS (Intel connectivity performance suite)
CIE-9019,"[ICPS 40.25.909.171] ENABLE ""Enable smart access point selection"" option and then reboot the system. Boot enter the windows and launch ICPS, ICPS will pop up msg and request enable it again.",ICPS,10,"[COMPONENT=ICPS] [ICPS 40.25.909.171] ENABLE ""Enable smart access point selection"" option and then reboot the system. Boot enter the windows and launch ICPS, ICPS will pop up msg and request enable it again."
CIE-9470,[HP/COMM/Win11/PTL/FmP2/CashmereI] Unable to connect to the AP that uses the Enhanced Open security type in ICPS\Network Health,ICPS,10,[COMPONENT=ICPS] [HP/COMM/Win11/PTL/FmP2/CashmereI] Unable to connect to the AP that uses the Enhanced Open security type in ICPS\Network Health
DBGT-43676,[Huawei][MendelG][Intel RPL][PVT]It takes a long time to shut down the PC due to the timeout of waiting for the response from WRT,WRT::2G,10,[COMPONENT=WRT::2G] [Huawei][MendelG][Intel RPL][PVT]It takes a long time to shut down the PC due to the timeout of waiting for the response from WRT
DBGT-47915,[Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230209-65766] One beta user meet BSOD 0A,WRT::2G,10,[COMPONENT=WRT::2G] [Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230209-65766] One beta user meet BSOD 0A
DBGT-48459,"[Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230209-65761] One beta user meet BSOD 0A , relative with AFD.sys",WRT::2G,10,"[COMPONENT=WRT::2G] [Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230209-65761] One beta user meet BSOD 0A , relative with AFD.sys"
DBGT-48849,[Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230320-67590] 2 beta users reported 2 times Stability development analysis: a large number of hang events of wrt2g services occurred before the abnormal shutdown events recorded by the system,WRT::2G,10,[COMPONENT=WRT::2G] [Huawei][Quanta][H9HR][HookeG][AX211][22H2][WLAN][BUG-20230320-67590] 2 beta users reported 2 times Stability development analysis: a large number of hang events of wrt2g services occurred before the abnormal shutdown events recorded by the system
DBGT-63716,[ASUS][MTL]WRT tool WGDS revision 3 group 3 shows ROW instead of Korea,WRT::2G,10,[COMPONENT=WRT::2G] [ASUS][MTL]WRT tool WGDS revision 3 group 3 shows ROW instead of Korea
DBGT-67806,[Dell][Compal][Alienware][NEXUS MLK_GaP2_2230]Killer1750x]The WRT tool cannot read the BIOS settings,WRT::2G,10,[COMPONENT=WRT::2G] [Dell][Compal][Alienware][NEXUS MLK_GaP2_2230]Killer1750x]The WRT tool cannot read the BIOS settings
DBGT-87273,[Dell] There is no BE201 Dell SKU in WRT tool (in 23.60.5.4 and 23.70.2.3,WRT::2G,10,[COMPONENT=WRT::2G] [Dell] There is no BE201 Dell SKU in WRT tool (in 23.60.5.4 and 23.70.2.3
WOT-47381,[HP][Quanta][Regis][LNL EVQS][FmP2 rQS] WRT tool  can not get current EWRD value,WRT::2G,10,[COMPONENT=WRT::2G] [HP][Quanta][Regis][LNL EVQS][FmP2 rQS] WRT tool  can not get current EWRD value
WOT-48066,[Samsung][AX211] WRT Log Collection Issue,WRT::2G,10,[COMPONENT=WRT::2G] [Samsung][AX211] WRT Log Collection Issue
WOT-66968,[DELL Compal]Bolan PTL BE211 no UefiCnvBtBRDS  field in WRT tool,WRT::2G,10,[COMPONENT=WRT::2G] [DELL Compal]Bolan PTL BE211 no UefiCnvBtBRDS  field in WRT tool
BT-112728,[Honor][huaqin][HiggsF][ADL][AX211][22H2[2%]] HCI_Connection_Complete Not report to Host after PC create connection with remote device,FW- Coex,9,[COMPONENT=FW- Coex] [Honor][huaqin][HiggsF][ADL][AX211][22H2[2%]] HCI_Connection_Complete Not report to Host after PC create connection with remote device
BT-144316,"[Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] After connecting the Bluetooth3.0 mouse and Bluetooth earphones to the DUT, the mouse pointer will drift randomly when downloading and playing music online.",FW- Coex,9,"[COMPONENT=FW- Coex] [Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] After connecting the Bluetooth3.0 mouse and Bluetooth earphones to the DUT, the mouse pointer will drift randomly when downloading and playing music online."
BT-158328,[Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] Logitech BT BR3.0 mouse M336 lags when BT connect to DUT when downloading and playing music online at same time,FW- Coex,9,[COMPONENT=FW- Coex] [Wingtech][HUAWEI][yutu Gz][Raptor Lake][22H2] Logitech BT BR3.0 mouse M336 lags when BT connect to DUT when downloading and playing music online at same time
BT-336074,[WIKO][LC][MarseilleI][ARL-AX201][DVT1] BT function cannot use after turn off wifi,FW- Coex,9,[COMPONENT=FW- Coex] [WIKO][LC][MarseilleI][ARL-AX201][DVT1] BT function cannot use after turn off wifi
BT-345317,"[Lenovo_IdeaPad][LCFC][LNL][Sunrise][24H2][SIT][BE201]WLAN show 5002_0x20101934 error do MS test, FR: 100/100",FW- Coex,9,"[COMPONENT=FW- Coex] [Lenovo_IdeaPad][LCFC][LNL][Sunrise][24H2][SIT][BE201]WLAN show 5002_0x20101934 error do MS test, FR: 100/100"
BT-352739,"(Copy Of 00952203) [Lenovo_IdeaPad][LCFC][ARL_H][S5x0-16pro_BE][24H2][AX203]Unit shows error message when transfer file from/to the added BT PC after connect Wi-Fi.(F/R:2/2unit, 2/2cycles)",FW- Coex,9,"[COMPONENT=FW- Coex] (Copy Of 00952203) [Lenovo_IdeaPad][LCFC][ARL_H][S5x0-16pro_BE][24H2][AX203]Unit shows error message when transfer file from/to the added BT PC after connect Wi-Fi.(F/R:2/2unit, 2/2cycles)"
BT-358388,[HP][Quanta]-[Trekker][PTL-H][Win11 24H2] BT device lost from DM when play online video/music with BT headphone and BT mouse connected about 1 hour.(Intel BE211),FW- Coex,9,[COMPONENT=FW- Coex] [HP][Quanta]-[Trekker][PTL-H][Win11 24H2] BT device lost from DM when play online video/music with BT headphone and BT mouse connected about 1 hour.(Intel BE211)
BT-432443,[Lenovo-Ideapad][YOGA9P 16][PTL/BE211][25H2] BT caused wifi tput drip 50%,FW- Coex,9,[COMPONENT=FW- Coex] [Lenovo-Ideapad][YOGA9P 16][PTL/BE211][25H2] BT caused wifi tput drip 50%
BT-99082,[HP] Dogfood [Inertia][ADL][GFP2-AX211][Win11 22H2] No sound output from BT headphone when play local video or audio then drag progress bar with BT headphone and BT mouse connected.,FW- Coex,9,[COMPONENT=FW- Coex] [HP] Dogfood [Inertia][ADL][GFP2-AX211][Win11 22H2] No sound output from BT headphone when play local video or audio then drag progress bar with BT headphone and BT mouse connected.
WIFI-147626,[HP/Win10/TGL/HrP2/Calhoun] YB occurs after resume from S3,FW->Power Save,9,[COMPONENT=FW->Power Save] [HP/Win10/TGL/HrP2/Calhoun] YB occurs after resume from S3
WIFI-292530,[Thames/Mersey-1][Meteorlake][Windows11][GarfieldPeak2] YB during S4 tests,FW->Power Save,9,[COMPONENT=FW->Power Save] [Thames/Mersey-1][Meteorlake][Windows11][GarfieldPeak2] YB during S4 tests
WIFI-334394,[Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The wifi device YB when connecte a 11ax 5G wifi.F/R100%,FW->Power Save,9,[COMPONENT=FW->Power Save] [Honor][Huaqin][DarwinA][Intel MTL][Intel AX201][WIFI][22H2]The wifi device YB when connecte a 11ax 5G wifi.F/R100%
WIFI-344972,[HP][Quanta]-[Willie][MTL][Win11 22H2][BE200 rQS] v23.0.0 DRTU tool running issue,FW->Power Save,9,[COMPONENT=FW->Power Save] [HP][Quanta]-[Willie][MTL][Win11 22H2][BE200 rQS] v23.0.0 DRTU tool running issue
WIFI-348788,"[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(code 10) and bluetooth driver is lost, when browsing web pages, running warmboot/hibernate/sleep test.",FW->Power Save,9,"[COMPONENT=FW->Power Save] [HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(code 10) and bluetooth driver is lost, when browsing web pages, running warmboot/hibernate/sleep test."
WIFI-348789,"[HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(code 10) when playing music and vedio, running  warmboot test.",FW->Power Save,9,"[COMPONENT=FW->Power Save] [HUAWEI][HUAQIN][FlemingH][Intel MTL][Intel AX 201][WIFI][Win11]It occured WiFi YB(code 10) when playing music and vedio, running  warmboot test."
WIFI-349595,[Lenovo_IdeaPad][Hetian][LCFC][FVT-QS][S990-IMH][Windows11]FW assert and reset when run S4/S5/CB stress test,FW->Power Save,9,[COMPONENT=FW->Power Save] [Lenovo_IdeaPad][Hetian][LCFC][FVT-QS][S990-IMH][Windows11]FW assert and reset when run S4/S5/CB stress test
WIFI-494869,240G8 Wi-Fi drop issue caused by YB in device manager on WLAN adapter,FW->Power Save,9,[COMPONENT=FW->Power Save] 240G8 Wi-Fi drop issue caused by YB in device manager on WLAN adapter
WIFI-723160,[Honor][Huaqin][DarwinB][ARL][WiFi][24H2]The wifi device YB when resume from S4,FW->Power Save,9,[COMPONENT=FW->Power Save] [Honor][Huaqin][DarwinB][ARL][WiFi][24H2]The wifi device YB when resume from S4
CIE-4539,[Dell]SUT will pop up message when install Killer WLAN driver_v35.23,Killer,9,[COMPONENT=Killer] [Dell]SUT will pop up message when install Killer WLAN driver_v35.23
CIE-5037,[Dell] Killer APP (together installation with Killer driver) is blocking some website (like Zoom web setup) while GlobalProtect is connected via split tunnel,Killer,9,[COMPONENT=Killer] [Dell] Killer APP (together installation with Killer driver) is blocking some website (like Zoom web setup) while GlobalProtect is connected via split tunnel
CIE-5046,KILLER-VR mode not work,Killer,9,[COMPONENT=Killer] KILLER-VR mode not work
CIE-5195,[Dell][XPS][MTL][GaP2_Killer] Wrong band information while connecting with dual band AP with the same SSID,Killer,9,[COMPONENT=Killer] [Dell][XPS][MTL][GaP2_Killer] Wrong band information while connecting with dual band AP with the same SSID
CIE-5403,Delay KILLERs execution when startup to meet MSFTs Fast Startup test,Killer,9,[COMPONENT=Killer] Delay KILLERs execution when startup to meet MSFTs Fast Startup test
CIE-5899,Wrong network interface icon in KILLER when play PPTV and Bit Torrent download,Killer,9,[COMPONENT=Killer] Wrong network interface icon in KILLER when play PPTV and Bit Torrent download
CIE-6431,[Acer/Compal][Panamera_ARH] Killer control center the QQ Player has belong to the game category.,Killer,9,[COMPONENT=Killer] [Acer/Compal][Panamera_ARH] Killer control center the QQ Player has belong to the game category.
CIE-6657,Killer -AI Lighting touchpad failed while using acers AI PC,Killer,9,[COMPONENT=Killer] Killer -AI Lighting touchpad failed while using acers AI PC
CIE-6659,"KILLER shows ""Service not running""",Killer,9,"[COMPONENT=Killer] KILLER shows ""Service not running"""
WOT-10319,[AX211] [Athena] Wi-Fi NDT Result,NDT,9,[COMPONENT=NDT] [AX211] [Athena] Wi-Fi NDT Result
WOT-35383,[ACER][MTL-U][AX211][Win11 22H2] Intel NDT tool not work normally,NDT,9,[COMPONENT=NDT] [ACER][MTL-U][AX211][Win11 22H2] Intel NDT tool not work normally
WOT-36726,[ACER][MTL-U][AX211][Win11 22H2] NDT tool not support with BE200 module card,NDT,9,[COMPONENT=NDT] [ACER][MTL-U][AX211][Win11 22H2] NDT tool not support with BE200 module card
WOT-36896,[Dell][Tributo MTL/Orichid Bay MLK2/Teton MTL][BE200 1216] WLAN 2.4G have higher noise on NDT result,NDT,9,[COMPONENT=NDT] [Dell][Tributo MTL/Orichid Bay MLK2/Teton MTL][BE200 1216] WLAN 2.4G have higher noise on NDT result
WOT-37520,[LG][16Z90SP][MTL/AX211/Win11 22H2] NDT error while 6GHz running,NDT,9,[COMPONENT=NDT] [LG][16Z90SP][MTL/AX211/Win11 22H2] NDT error while 6GHz running
WOT-38010,[DELL][Wistron]Polaris NDT issue with BE200 QS sample,NDT,9,[COMPONENT=NDT] [DELL][Wistron]Polaris NDT issue with BE200 QS sample
WOT-38477,[MSI][MTL-H][MS-14N1][BE200]NDT tool test occure error,NDT,9,[COMPONENT=NDT] [MSI][MTL-H][MS-14N1][BE200]NDT tool test occure error
WOT-65939,[HP/Quanta][Trekker][BE211 QS] WiFi Desense Result Mismatch on BE211 vs AX211,NDT,9,[COMPONENT=NDT] [HP/Quanta][Trekker][BE211 QS] WiFi Desense Result Mismatch on BE211 vs AX211
WOT-65966,The NDT tool test result is abnormal,NDT,9,[COMPONENT=NDT] The NDT tool test result is abnormal
WIFI-333511,[HP][RPL-HXR][GaP2][Win11 22H2] Intel WLAN device shows YB when system idle about 1 min.,System->Top,9,[COMPONENT=System->Top] [HP][RPL-HXR][GaP2][Win11 22H2] Intel WLAN device shows YB when system idle about 1 min.
WIFI-335071,[Dell][Wistron][RPLS-Refresh+Q670][D13.5][DolphinNMlk2] WIFI BE200/BE202 OS driver will impact BE200/BE202 UEFI driver,System->Top,9,[COMPONENT=System->Top] [Dell][Wistron][RPLS-Refresh+Q670][D13.5][DolphinNMlk2] WIFI BE200/BE202 OS driver will impact BE200/BE202 UEFI driver
WIFI-341036,"[Lenovo-WKS][Falcon][Win11 May CI]Error ""ID:5010"" &ID:5002(Intel(R) Wi-Fi 6E AX211) occurred in system Event Viewer in Device Manager during running S4/S3+S4 stress on Win11 22H2 May CI OS",System->Top,9,"[COMPONENT=System->Top] [Lenovo-WKS][Falcon][Win11 May CI]Error ""ID:5010"" &ID:5002(Intel(R) Wi-Fi 6E AX211) occurred in system Event Viewer in Device Manager during running S4/S3+S4 stress on Win11 22H2 May CI OS"
WIFI-347833,[Dell][Compal][LNL platform][BE201] Wlan and BT device lost when turn on/off Wi-Fi radio,System->Top,9,[COMPONENT=System->Top] [Dell][Compal][LNL platform][BE201] Wlan and BT device lost when turn on/off Wi-Fi radio
WIFI-357571,[Taoran][WIFI][Huawei][MendelF][Intel ADL]YB issue on  release 22.250.0.4,System->Top,9,[COMPONENT=System->Top] [Taoran][WIFI][Huawei][MendelF][Intel ADL]YB issue on  release 22.250.0.4
WIFI-378385,[WW04-05WS][Samsung][LNL][FmP2] WLAN device show YB in device manager. assert code 0x4009.,System->Top,9,[COMPONENT=System->Top] [WW04-05WS][Samsung][LNL][FmP2] WLAN device show YB in device manager. assert code 0x4009.
WIFI-517735,[Honor][Huaqin][DarwinB][ARL][Intel AX211][WiFi][24H2]The wifi will disconnect,System->Top,9,[COMPONENT=System->Top] [Honor][Huaqin][DarwinB][ARL][Intel AX211][WiFi][24H2]The wifi will disconnect
WIFI-527817,The AX211 WLAN sometime lost,System->Top,9,[COMPONENT=System->Top] The AX211 WLAN sometime lost
WIFI-576597,[Honor][FermatB][ARL][AX201][Low probability]WiFi  driver assert,System->Top,9,[COMPONENT=System->Top] [Honor][FermatB][ARL][AX201][Low probability]WiFi  driver assert
WIFI-107205,[Huawei][Quanta][NobelM[Lucienne][AX200][20H2][WiFi]BSOD  0x7e(Netwtw10)and 0x50(Netwtw10)after PQC test pass.,WinDriver->Infrastructure,9,[COMPONENT=WinDriver->Infrastructure] [Huawei][Quanta][NobelM[Lucienne][AX200][20H2][WiFi]BSOD  0x7e(Netwtw10)and 0x50(Netwtw10)after PQC test pass.
WIFI-177860,[Dell/Compal][ADLP] QS System hang up during stress test,WinDriver->Infrastructure,9,[COMPONENT=WinDriver->Infrastructure] [Dell/Compal][ADLP] QS System hang up during stress test
WIFI-246831,[ASUS][W7600H3A][TGL][AX201] Wlan YB code 10 when run reboot aging,WinDriver->Infrastructure,9,[COMPONENT=WinDriver->Infrastructure] [ASUS][W7600H3A][TGL][AX201] Wlan YB code 10 when run reboot aging
WIFI-248471,[Huaqin][ASUS_K6502_6602][TGL][AX201]WiFi YB  when run Reboot test,WinDriver->Infrastructure,9,[COMPONENT=WinDriver->Infrastructure] [Huaqin][ASUS_K6502_6602][TGL][AX201]WiFi YB  when run Reboot test
WIFI-278898,[FCCL_HrP2]Cannot install v22.190.0.0.4 DDD driver,WinDriver->Infrastructure,9,[COMPONENT=WinDriver->Infrastructure] [FCCL_HrP2]Cannot install v22.190.0.0.4 DDD driver
WIFI-351312,"[HP][Quanta]-[Willie][MTL][Win11 22H2][PVR] ""0xef"" blue screen occurred during restart.",WinDriver->Infrastructure,9,"[COMPONENT=WinDriver->Infrastructure] [HP][Quanta]-[Willie][MTL][Win11 22H2][PVR] ""0xef"" blue screen occurred during restart."
