jira_id,ips_title,jira_component,human_category,label_source,pseudo_confidence,sample_weight,feature_text
WIFI-422597,[Dell_MTL][Arches_MTL]Intel AX211 shows YB when CB/WB in Device Manager,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Dell_MTL][Arches_MTL]Intel AX211 shows YB when CB/WB in Device Manager
WIFI-475450,[Dell_Compal][TRK14][ARL][GfP2]AFT testing encounter BSOD with ITPM tool in factory,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Dell_Compal][TRK14][ARL][GfP2]AFT testing encounter BSOD with ITPM tool in factory
BT-302258,[Dell_Compal][RNG][ARL][FmP2]SUT hang black screen w/ dump(DRIVER_POWER_STATE_FAILURE (9f)) when run S4 stress on Raid0/Raid1,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Dell_Compal][RNG][ARL][FmP2]SUT hang black screen w/ dump(DRIVER_POWER_STATE_FAILURE (9f)) when run S4 stress on Raid0/Raid1
WIFI-392776,[AX211][MTL] YB encountered after resume from S4,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [AX211][MTL] YB encountered after resume from S4
BT-51583,[ASUS-Gaming][ADL-P][NR2201Z][AX211 1216] BT yellow bang during BT on/off aging test,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [ASUS-Gaming][ADL-P][NR2201Z][AX211 1216] BT yellow bang during BT on/off aging test
WIFI-364767,[ASUS][PEGA][MTL][BE200][B3404/3604/5404/5604CMA]WIFI7 TCP TX throughput degrade on some channels,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [ASUS][PEGA][MTL][BE200][B3404/3604/5404/5604CMA]WIFI7 TCP TX throughput degrade on some channels
BT-28849,[Huawei][Quanta][BohrD/NobelD][TGL-U][AX201][20H2][BT][BUG-20210128-17585/804735630]BT scan failed after resume from connected standby,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [Huawei][Quanta][BohrD/NobelD][TGL-U][AX201][20H2][BT][BUG-20210128-17585/804735630]BT scan failed after resume from connected standby
WIFI-474818,[Samsung][MTL][AX211][AIO_Marble-27][BSoD 0xd1]Netwtw14+0x9a50,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Samsung][MTL][AX211][AIO_Marble-27][BSoD 0xd1]Netwtw14+0x9a50
WIFI-622899,[Honor][Huaqin][DarwinB][ARL][AX211][WiFi][24H2]The BSOD (0x9f) related to Netwtw16.sys,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Honor][Huaqin][DarwinB][ARL][AX211][WiFi][24H2]The BSOD (0x9f) related to Netwtw16.sys
BT-358365,"[acer/COMPAL][Macaron16_MTH] During the S4/CB cycles, an ""BT yellow bang""",FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Transport] [acer/COMPAL][Macaron16_MTH] During the S4/CB cycles, an ""BT yellow bang"""
BT-316470,"[Acer][Saxophone_ARU/Cello_ARU] Connect BT mouse+KB+Headset then restart, BT will lost.",FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=FW- Transport] [Acer][Saxophone_ARU/Cello_ARU] Connect BT mouse+KB+Headset then restart, BT will lost."
BT-241289,[Bluetooth]CANNOT access internet using the bluetooth hotspot connection,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Bluetooth]CANNOT access internet using the bluetooth hotspot connection
WIFI-822842,[Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Honor][LUX][NvwaB][RPL][AX211][WiFi]The wifi disconnect and cant research the wifi
WIFI-761777,[Sasmung][PTL][BE211] WLAN Device YB,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Sasmung][PTL][BE211] WLAN Device YB
BT-401199,[HP][Quanta][G2i Ricotta][PTL][Win11 25H2] The BT function of DRTU tool is unavailable when connected (AX211 & BE211),Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [HP][Quanta][G2i Ricotta][PTL][Win11 25H2] The BT function of DRTU tool is unavailable when connected (AX211 & BE211)
WIFI-768487,[HP][Wistron][26C1_Turbine_PTL][WhP2]WLAN/BT disappear and disconnect during RF Immunity test (#2 50V/300Mhz-400Mhz),TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [HP][Wistron][26C1_Turbine_PTL][WhP2]WLAN/BT disappear and disconnect during RF Immunity test (#2 50V/300Mhz-400Mhz)
WIFI-881306,[Dynabook][PTL]DRTU Wifi/sinewave cant keep transmitting(BE211),FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Dynabook][PTL]DRTU Wifi/sinewave cant keep transmitting(BE211)
WIFI-856261,"[ASUS] [B3B5P5] [PTL] Under UEFI, failed to complete cloud recovery(download cloud image) through Wifi",UEFIDriver,UEFI,component_to_category_100pct,1.00,0.90,"[COMPONENT=UEFIDriver] [ASUS] [B3B5P5] [PTL] Under UEFI, failed to complete cloud recovery(download cloud image) through Wifi"
BT-357231,[Xiaomi][AX203][i5-11320H]PC connect TV  failed by ble,FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] [Xiaomi][AX203][i5-11320H]PC connect TV  failed by ble
BT-278402,[TM2LNL][FmP2] BT lost during Modern Standby found in Intel Shanghai,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [TM2LNL][FmP2] BT lost during Modern Standby found in Intel Shanghai
WIFI-769102,[Samsung][ADL][AX201]Install v23.160 WLAN device YB,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Samsung][ADL][AX201]Install v23.160 WLAN device YB
WIFI-818038,[Lenovo ldeaPad/Consumer][LCFC][PTL 4Xe][BE211][Teide]Stress_FB_System event log occur Netwaw18 error(Event ID:5xxx)(FR:1/28units),TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Lenovo ldeaPad/Consumer][LCFC][PTL 4Xe][BE211][Teide]Stress_FB_System event log occur Netwaw18 error(Event ID:5xxx)(FR:1/28units)
WIFI-850893,[DELL Compal][Bolan]Intel BE201 WiFi signal Drop and Network Disconnection,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [DELL Compal][Bolan]Intel BE201 WiFi signal Drop and Network Disconnection
BT-186855,[ASUS][Commercial][B5404CMA] BE200 BT lost while S4 cycling test,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [ASUS][Commercial][B5404CMA] BE200 BT lost while S4 cycling test
WIFI-863457,[Asus][Huaqin][B3B5P5-CAA][Intel PTL][Intel BE211][WiFi][25H2]BSOD-0X9F which point to Netwaw18.sys when do reboot test(2/203duts),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Asus][Huaqin][B3B5P5-CAA][Intel PTL][Intel BE211][WiFi][25H2]BSOD-0X9F which point to Netwaw18.sys when do reboot test(2/203duts)
WIFI-600903,[LG][16Z90TR][ARL/BE201/Win11 24H2] Throughput measurement using Chariot stop due to Event ID 5002,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [LG][16Z90TR][ARL/BE201/Win11 24H2] Throughput measurement using Chariot stop due to Event ID 5002
WIFI-576414,[Lenovo][Compal][YOGA Slim 7][LRL][BE201]RSSI 6G test issue,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Lenovo][Compal][YOGA Slim 7][LRL][BE201]RSSI 6G test issue
WIFI-421216,[ASUS/Consumer][OEM][Lunar Lake][BE201][UX5606SA] Ant tool cant get BIOS SAR,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [ASUS/Consumer][OEM][Lunar Lake][BE201][UX5606SA] Ant tool cant get BIOS SAR
WIFI-645786,[ARL-S_MSI] Killer 1750 may cause black screen on S3/S4 or shutdown test,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [ARL-S_MSI] Killer 1750 may cause black screen on S3/S4 or shutdown test
WIFI-693388,[HP][Wistron][Cadet_LNL][BE200][Win11 24H2 Build 26100] SUT can search 165 channel 5GHz wireless on Indonesia image.,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [HP][Wistron][Cadet_LNL][BE200][Win11 24H2 Build 26100] SUT can search 165 channel 5GHz wireless on Indonesia image.
WIFI-765447,[GX651AQ_BE211] 2.4GHz 11ax mode BT ON/OFF T-put problem,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [GX651AQ_BE211] 2.4GHz 11ax mode BT ON/OFF T-put problem
WIFI-682006,[WIKO][LC][MarseilleI][ARL-AX201][PVT][24H2]Test PC mobile hotspot unexcepted turn off  when running iperf,FW->Data Path,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->Data Path] [WIKO][LC][MarseilleI][ARL-AX201][PVT][24H2]Test PC mobile hotspot unexcepted turn off  when running iperf
WIFI-817045,[Thinkpad][ARL][BE201][X13GEN6][24H2] Link_LOW_performance (frequently roaming to low RRSI AP),WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Thinkpad][ARL][BE201][X13GEN6][24H2] Link_LOW_performance (frequently roaming to low RRSI AP)
WIFI-795918,[Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]wifi showed 5002/500528afwhen doing MS test,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [Lenovo][Kailash][PTL/BE211@1216/320Mhz][25H2]wifi showed 5002/500528afwhen doing MS test
WIFI-801106,[Samsung][PTL][BE211][PR Build] WLAN Device shows YB.,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [Samsung][PTL][BE211][PR Build] WLAN Device shows YB.
WIFI-781121,DRTU setting for U-NII 6 power  problem,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] DRTU setting for U-NII 6 power  problem
WIFI-353389,[Taoran][WIFI][Huawei][VangogH][MTL][EVT]there is a yellow icon on the WiFi Device while test,TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FSEQ] [Taoran][WIFI][Huawei][VangogH][MTL][EVT]there is a yellow icon on the WiFi Device while test
WIFI-734385,[Lenovo ldeaPad][LCFC][XiaoXinPro 14 IRH8&IdeaPad Pro 5 16IMH9]BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash),WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [Lenovo ldeaPad][LCFC][XiaoXinPro 14 IRH8&IdeaPad Pro 5 16IMH9]BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash)
WIFI-266055,[ADL-N][HrP1][22.180]AX101 T-put drop issue,System->PHY,RF,component_to_category_100pct,1.00,0.90,[COMPONENT=System->PHY] [ADL-N][HrP1][22.180]AX101 T-put drop issue
WIFI-603158,HP SIP125519 - EB830G9 (Warpath13)/Bank Indonesia/GA/ Intel AX211 WLAN Connection Issue/PC APJ/ID,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] HP SIP125519 - EB830G9 (Warpath13)/Bank Indonesia/GA/ Intel AX211 WLAN Connection Issue/PC APJ/ID
WIFI-574898,[HP][Quanta]-[Agusta][ARL-U/H][Win11 24H2] Wi-Fi has yellow bang when plug and unplug the USB printer.(Intel BE201),TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [HP][Quanta]-[Agusta][ARL-U/H][Win11 24H2] Wi-Fi has yellow bang when plug and unplug the USB printer.(Intel BE201)
WIFI-816856,[Honor][NVWAB][RPL][AX211] Beacon miss occurred,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Honor][NVWAB][RPL][AX211] Beacon miss occurred
WIFI-741227,"[Lenovo ldeaPad/Consumer][LCFC][LNL][BE201][ThinkBook Plus G6]Alway occurr 5002/5010 error when doing S4/FB Stress test, FR: 5/5Units, 100/100Cycles.",TOP->FW,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=TOP->FW] [Lenovo ldeaPad/Consumer][LCFC][LNL][BE201][ThinkBook Plus G6]Alway occurr 5002/5010 error when doing S4/FB Stress test, FR: 5/5Units, 100/100Cycles."
WIFI-762233,[Dell][Bolan LNL/FmP2] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200/201/202 and AX211 adapters,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Dell][Bolan LNL/FmP2] Persistent Wi-Fi roaming and disconnection problems affecting Dell laptops with Intel BE200/201/202 and AX211 adapters
WIFI-730512,[Samsung][MTL][GfP2][P250708-05271] System cant found 6Ghz mobile hotspot.,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Samsung][MTL][GfP2][P250708-05271] System cant found 6Ghz mobile hotspot.
WIFI-115241,[Samsung][Mars15] System ignore probe request during P2P pairing.,WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] [Samsung][Mars15] System ignore probe request during P2P pairing.
WIFI-616352,[B2502FBA][ADL][AX211][23.100.0.4 & 23.110.0.5] WIFI will disconnect and show YB in device manager.,3rd Party-BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party-BIOS] [B2502FBA][ADL][AX211][23.100.0.4 & 23.110.0.5] WIFI will disconnect and show YB in device manager.
WIFI-717323,[HP][Wistron][26C1_Clipper_PTL-H12Xe][WhP2][Win11 24H2 Build 26100.4202][sbhwfw02262_23.145.0.1] WiFi cannot turn on successfully after resume from S4.,TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FSEQ] [HP][Wistron][26C1_Clipper_PTL-H12Xe][WhP2][Win11 24H2 Build 26100.4202][sbhwfw02262_23.145.0.1] WiFi cannot turn on successfully after resume from S4.
WIFI-788748,[HP\Dogfood] Show No Internet when connected HP internal network,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [HP\Dogfood] Show No Internet when connected HP internal network
WIFI-697194,[Dell][Compal][RNG][ARL-H][FmP2]The first time using Miracast to connect may have a chance of failing to connect.,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Dell][Compal][RNG][ARL-H][FmP2]The first time using Miracast to connect may have a chance of failing to connect.
WIFI-636094,[ASUS][RPL][AX211][FX608JP] SAR tool shows failure in the test of AX211,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [ASUS][RPL][AX211][FX608JP] SAR tool shows failure in the test of AX211
WIFI-696267,"[Dell][Bolan][LNL]Intel(R) Wi-Fi7 BE201 320MHz show Yellow Bang, error code 10",System->PHY,RF,component_to_category_100pct,1.00,0.90,"[COMPONENT=System->PHY] [Dell][Bolan][LNL]Intel(R) Wi-Fi7 BE201 320MHz show Yellow Bang, error code 10"
WIFI-795687,[HP][Factory][Merino16W][Win11 25H2]PTL][WhP2]Merino16W PV report WLAN YB code 10,TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->FSEQ] [HP][Factory][Merino16W][Win11 25H2]PTL][WhP2]Merino16W PV report WLAN YB code 10
BT-322413,[Honor][Huaqin][DarwinB][ARL][AX211][BT]FW crash cause the BT mouse disconnect,FW- PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- PHY] [Honor][Huaqin][DarwinB][ARL][AX211][BT]FW crash cause the BT mouse disconnect
WIFI-858002,[Samsung][PTL][BE211]Wi-Fi Performance Degradation on 6GHz Band during USB Device Connection,FW->PHY,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=FW->PHY] [Samsung][PTL][BE211]Wi-Fi Performance Degradation on 6GHz Band during USB Device Connection
WIFI-732827,[LCFC][MTL/RPL][lenovo_thinkpad-JP][AX211][T14p G2/P16v G1]Never crash -Common BSOD issue on Intel wifi,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [LCFC][MTL/RPL][lenovo_thinkpad-JP][AX211][T14p G2/P16v G1]Never crash -Common BSOD issue on Intel wifi
BT-343402,[WIKO][LC][MarseilleI][ARL-AX201][DVT2][24H2]The BT device was lost when testing the cooperative connection between the mobile phone and computer,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [WIKO][LC][MarseilleI][ARL-AX201][DVT2][24H2]The BT device was lost when testing the cooperative connection between the mobile phone and computer
WIFI-682134,[lenovo_arlhx_aster]BE200 device lost during S4 stress test,3rd Party-BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party-BIOS] [lenovo_arlhx_aster]BE200 device lost during S4 stress test
WIFI-742496,[HP][Factory][CashmereI][Win11 24H2][PTL-H][WhP2]CashmereI SI-R build report WLAN missing and YB Code 10.,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] [HP][Factory][CashmereI][Win11 24H2][PTL-H][WhP2]CashmereI SI-R build report WLAN missing and YB Code 10.
WIFI-638934,16/17Z90T MP wifi disconnection with event ID 5002,TOP->STEP,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=TOP->STEP] 16/17Z90T MP wifi disconnection with event ID 5002
BT-40297,[Clevo]AX210NGW.NV Bluetooth headphones can't auto reconnect after S3 resume.,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [Clevo]AX210NGW.NV Bluetooth headphones can't auto reconnect after S3 resume.
WIFI-374611,[LG][17Z90SP][MTL/AX211/Win11 22H2] Cannot connect to WEP,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [LG][17Z90SP][MTL/AX211/Win11 22H2] Cannot connect to WEP
WIFI-283154,[NECPC-JP][ADL-U][AX211] BSOD occurs during communication test of mobile hotspot,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [NECPC-JP][ADL-U][AX211] BSOD occurs during communication test of mobile hotspot
BT-282167,[HP][IEC]-SIO2304956[Masada][LNL][Fmp2-BE201][Win11 24H2],Host Windows- Driver->PCIe,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->PCIe] [HP][IEC]-SIO2304956[Masada][LNL][Fmp2-BE201][Win11 24H2]
WIFI-144823,"[Dashiell] [ADL] In TB mode, ANT tool will get the correct set A3/B3, but the values in the table are all ?0?",WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=WinDriver->System flows] [Dashiell] [ADL] In TB mode, ANT tool will get the correct set A3/B3, but the values in the table are all ?0?"
BT-258267,[Samsung][LNL][FmP2] 0x9F BSoD(ibtusb.sys) occured during aging test,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Samsung][LNL][FmP2] 0x9F BSoD(ibtusb.sys) occured during aging test
WIFI-288736,(Copy Of 00777684) [Huawei][MendelG][Intel RPL][DVT2]Crash of driver led to the yellow bang(43 error code),WinDriver->WiFi Extensions,P2P,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->WiFi Extensions] (Copy Of 00777684) [Huawei][MendelG][Intel RPL][DVT2]Crash of driver led to the yellow bang(43 error code)
WIFI-426797,[HP][Quanta]-[Regis][LNL-MX][EVQS][Win11 24H2] Cannot find wireless AP in HP PC Hardware Diagnostics UEFI (F2). (Intel FmP2),UEFIDriver,UEFI,component_to_category_100pct,1.00,0.90,[COMPONENT=UEFIDriver] [HP][Quanta]-[Regis][LNL-MX][EVQS][Win11 24H2] Cannot find wireless AP in HP PC Hardware Diagnostics UEFI (F2). (Intel FmP2)
WIFI-381933,"[Honor][Huaqin][MooreA][Meteor Lake][Ax211][WLAN][22H2]YB appears in normal standby mode of PC, error code 10(FR:1%)",TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=TOP->FSEQ] [Honor][Huaqin][MooreA][Meteor Lake][Ax211][WLAN][22H2]YB appears in normal standby mode of PC, error code 10(FR:1%)"
BT-138108,[Dell Bluetooth] Verify The Device name is showing perfectly or not after Scan.,Host UEFI - BIOS,BIOS,component_to_category_100pct,1.00,0.90,[COMPONENT=Host UEFI - BIOS] [Dell Bluetooth] Verify The Device name is showing perfectly or not after Scan.
WIFI-186460,[LG][16Z90Q][ADL/AX211/Win11 21H2] BSOD 0xD1 occurs during WiFi connection and disconnection,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [LG][16Z90Q][ADL/AX211/Win11 21H2] BSOD 0xD1 occurs during WiFi connection and disconnection
WIFI-816135,"[Lenovo][Compal][PTL][BE211_1216][Yoga_Slim 7 14IPH11] Stress_Wifi_WB, Event log show 5002 error. (F/R:1/25u,100/2500c)",TOP->FSEQ,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=TOP->FSEQ] [Lenovo][Compal][PTL][BE211_1216][Yoga_Slim 7 14IPH11] Stress_Wifi_WB, Event log show 5002 error. (F/R:1/25u,100/2500c)"
BT-36600,(Copy Of 00585321) [HP/Dogfood/corvette/TGL-U/HrP AX201/Win10]BT mouse cursor lag during S0(normal use computer),FW- Protocol -> ACL_LE,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_LE] (Copy Of 00585321) [HP/Dogfood/corvette/TGL-U/HrP AX201/Win10]BT mouse cursor lag during S0(normal use computer)
WIFI-525518,[Samsung][ADL][AX211][P241111-02828] 7e BSoD occurred after the system was left idle for 15 minutes.,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Samsung][ADL][AX211][P241111-02828] 7e BSoD occurred after the system was left idle for 15 minutes.
BT-48937,[SamSung][GfP2][Mar 2 13 ADL] YB( Yellow Bang) Bluetooth issue PV1 stage,FW- Transport,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Transport] [SamSung][GfP2][Mar 2 13 ADL] YB( Yellow Bang) Bluetooth issue PV1 stage
WIFI-115075,[Knockout-2/Ratchet-2] Never Crash issue: AV_Netwtw10!dclReturnRxBufferApi,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [Knockout-2/Ratchet-2] Never Crash issue: AV_Netwtw10!dclReturnRxBufferApi
WIFI-460452,[MSI][MS-13R2][RRL-U][WLAN]The SUT CANNOT connect to AP,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [MSI][MS-13R2][RRL-U][WLAN]The SUT CANNOT connect to AP
BT-211940,[Huangxianwei[BT][Huawei][VangogH][MTL][PVT]IOCTL_IBT_STOP_ADVERTISER command t,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [Huangxianwei[BT][Huawei][VangogH][MTL][PVT]IOCTL_IBT_STOP_ADVERTISER command t
BT-69625,[HP] - SIO2085113 [Dashiell][ADL][GFP2-A211][Win11 22000.527]BT headset and BT mouse occurred lag simultaneously when playing online video.,FW- Protocol -> ACL_BR_EDR,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=FW- Protocol -> ACL_BR_EDR] [HP] - SIO2085113 [Dashiell][ADL][GFP2-A211][Win11 22000.527]BT headset and BT mouse occurred lag simultaneously when playing online video.
WIFI-141955,[HP/SIO2013549/Win11/ADL-S/HrP2/ArtiI] YB 43 after installed v22.70.2.1 then reboot system,WinDriver->System flows,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->System flows] [HP/SIO2013549/Win11/ADL-S/HrP2/ArtiI] YB 43 after installed v22.70.2.1 then reboot system
WIFI-624518,[ASUS/NUC][Lunar Lake][BE201][LNV] WIFI cannot connect to 5G,System->MAC,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=System->MAC] [ASUS/NUC][Lunar Lake][BE201][LNV] WIFI cannot connect to 5G
WIFI-102804,[Lenovo ThinkPad JP][LCFC][X1 Carbon 6th][KBL][8265]<Customer Complain>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP,WinDriver->Connectivity,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Connectivity] [Lenovo ThinkPad JP][LCFC][X1 Carbon 6th][KBL][8265]<Customer Complain>WLAN speed unstable under Huawei AirEngine6760-X1 Wi-Fi 6 AP
BT-93671,"[Huawei][Quanta][H9R][RolleF][AX201][21H2][BT] [BUG-20220829-58850]After 192 hours of testing . 1 units meet BSOD 9F , F/R:1/5",Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,"[COMPONENT=Host Windows- Driver->ibtusb] [Huawei][Quanta][H9R][RolleF][AX201][21H2][BT] [BUG-20220829-58850]After 192 hours of testing . 1 units meet BSOD 9F , F/R:1/5"
WIFI-94420,[HP/factory/Win10/JSP/HrP2/Anthem] BSOD 0xD1 after connected Wifi then idle about 5 minutes,WinDriver->Performance,Performance,component_to_category_100pct,1.00,0.90,[COMPONENT=WinDriver->Performance] [HP/factory/Win10/JSP/HrP2/Anthem] BSOD 0xD1 after connected Wifi then idle about 5 minutes
BT-215640,[HP][IEC] - SIO2248431[Bobcats][MTL][GAP-BE200][Win11 22631.2715]BSOD 0x7E during running Weekly long idle AC test.,Host Windows- Driver->ibtusb,YB/Lost,component_to_category_100pct,1.00,0.90,[COMPONENT=Host Windows- Driver->ibtusb] [HP][IEC] - SIO2248431[Bobcats][MTL][GAP-BE200][Win11 22631.2715]BSOD 0x7E during running Weekly long idle AC test.
WIFI-175504,(Copy Of 00658209) [Samsung][Venus2_15_DG2][ADL-P][PV1]System can't connect mirror screen or Microsoft Miracast with DG2 Gfx.,3rd Party->AP,Connectivity,component_to_category_100pct,1.00,0.90,[COMPONENT=3rd Party->AP] (Copy Of 00658209) [Samsung][Venus2_15_DG2][ADL-P][PV1]System can't connect mirror screen or Microsoft Miracast with DG2 Gfx.
