ips_case_number,customer,ips_customer_name,ips_oem,ips_owner_name,ips_title,ips_created_date,jira_id
657635,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][WIFI][BUG-20211102-37459] Moderm standby high power consumption due to Intel(R) Wi-Fi 6 AX201 160MHz  from sleepstudy report,2021-11-02 17:18:00,NA
657635,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][WIFI][BUG-20211102-37459] Moderm standby high power consumption due to Intel(R) Wi-Fi 6 AX201 160MHz  from sleepstudy report,2021-11-02 17:18:00,NA
657558,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brenton Wu,"[MI][HuaQin][A39S][CcP2] AX200 wlan module will be lost when running coldboot stress test. (FR: 3/4 units, 84/152 cycles)",2021-11-02 06:02:00,NA
657558,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brenton Wu,"[MI][HuaQin][A39S][CcP2] AX200 wlan module will be lost when running coldboot stress test. (FR: 3/4 units, 84/152 cycles)",2021-11-02 06:02:00,NA
657558,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brenton Wu,"[MI][HuaQin][A39S][CcP2] AX200 wlan module will be lost when running coldboot stress test. (FR: 3/4 units, 84/152 cycles)",2021-11-02 06:02:00,NA
657517,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Steven ZY Chen,[Acer_Compal][Jimny_ADH] [ADL-P][Killer AX 1650i]HLK test Fail item_Bluetooth - LEExtendedAdvertising (Development and Integration),2021-11-02 03:33:00,NA
657517,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Steven ZY Chen,[Acer_Compal][Jimny_ADH] [ADL-P][Killer AX 1650i]HLK test Fail item_Bluetooth - LEExtendedAdvertising (Development and Integration),2021-11-02 03:33:00,NA
657517,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Steven ZY Chen,[Acer_Compal][Jimny_ADH] [ADL-P][Killer AX 1650i]HLK test Fail item_Bluetooth - LEExtendedAdvertising (Development and Integration),2021-11-02 03:33:00,NA
657342,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Leo Chiang,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][BT][BUG-20211025-37154]  Connect to internet , Run HUA Step Tool_202100830 run Stress_App_00300, sometimes meet Bluetooth device lost",2021-11-01 20:42:00,NA
657342,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Leo Chiang,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][BT][BUG-20211025-37154]  Connect to internet , Run HUA Step Tool_202100830 run Stress_App_00300, sometimes meet Bluetooth device lost",2021-11-01 20:42:00,NA
657342,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Leo Chiang,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][BT][BUG-20211025-37154]  Connect to internet , Run HUA Step Tool_202100830 run Stress_App_00300, sometimes meet Bluetooth device lost",2021-11-01 20:42:00,NA
657339,CLEVO,CLEVO CO.,CLEVO CO.,Brandon Yang,[ADL-P-CLEVO-X270PTA-Jimmy] AUO 120Hz Mini LED screen flickering after S3 resume.,2021-11-01 20:33:00,NA
657295,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brenton Wu,[XiaoMi][Huaqin][A54A55][ADL-P][Win11] 5G hotspot can not enable when UUT connect AP with lower channels(36/48/...)(Failrate:100%),2021-11-01 19:04:00,NA
657295,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brenton Wu,[XiaoMi][Huaqin][A54A55][ADL-P][Win11] 5G hotspot can not enable when UUT connect AP with lower channels(36/48/...)(Failrate:100%),2021-11-01 19:04:00,NA
657295,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Brenton Wu,[XiaoMi][Huaqin][A54A55][ADL-P][Win11] 5G hotspot can not enable when UUT connect AP with lower channels(36/48/...)(Failrate:100%),2021-11-01 19:04:00,NA
657192,CLEVO,CLEVO CO.,CLEVO CO.,Brandon Yang,[ADL-P-CLEVO-X270PTA-Jimmy] AUO 360Hz Mini LED black screen after installing VGA driver.,2021-11-01 04:39:00,NA
657182,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brenton Wu,"[XIAOMI][Bitland][A7R][Tiger Lake-H][21H1][2/2units]When the unit is used normally, the wireless network will be disconnected and cannot be used.",2021-11-01 04:02:00,NA
657182,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brenton Wu,"[XIAOMI][Bitland][A7R][Tiger Lake-H][21H1][2/2units]When the unit is used normally, the wireless network will be disconnected and cannot be used.",2021-11-01 04:02:00,NA
657182,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",NA,"SHENZHEN BITLAND INFORMATION TECHNOLOGYCO., LTD.",Brenton Wu,"[XIAOMI][Bitland][A7R][Tiger Lake-H][21H1][2/2units]When the unit is used normally, the wireless network will be disconnected and cannot be used.",2021-11-01 04:02:00,NA
657175,WISTRON CORPORATION,WISTRON CORPORATION,WISTRON CORPORATION,Timdaway Lai,[DELL][Wistron] [ADL-P] [Antman/Odin] [DVT2] P28 QS CPU Modern standby fail and HW drips 0%,2021-11-01 03:41:00,NA
657125,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Wesley Kuo,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][21H2][BT]BSOD?SYSTEM_THREAD_EXCEPTION_NOT_HANDLED (7e),2021-11-01 00:57:00,NA
657125,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Wesley Kuo,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][21H2][BT]BSOD?SYSTEM_THREAD_EXCEPTION_NOT_HANDLED (7e),2021-11-01 00:57:00,NA
657125,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",NA,"SHANGHAI WINGTECH ELECTRONICS TECHNOLOGYCO., LTD.",Wesley Kuo,[Huawei][Wingtech][CurieM][AMD Cezanne][AX200][21H2][BT]BSOD?SYSTEM_THREAD_EXCEPTION_NOT_HANDLED (7e),2021-11-01 00:57:00,NA
657096,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][WIFI][BUG-20211025-37118] The DUT connect to AP (hotspot), remove network cable from AP to let DUT can't go to internet, wait 2 min , sometime hotspot will auto disconnect with DUT",2021-11-01 00:06:00,NA
657096,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][WIFI][BUG-20211025-37118] The DUT connect to AP (hotspot), remove network cable from AP to let DUT can't go to internet, wait 2 min , sometime hotspot will auto disconnect with DUT",2021-11-01 00:06:00,NA
657096,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H98VH99V][BohrENobelE_Intel][AX201][21H2][WIFI][BUG-20211025-37118] The DUT connect to AP (hotspot), remove network cable from AP to let DUT can't go to internet, wait 2 min , sometime hotspot will auto disconnect with DUT",2021-11-01 00:06:00,NA
657039,MSI,NA,"MICRO-STAR INTERNATIONAL CO., LTD.",Wesley Kuo,"[MS-14C4/14C5/15CK/17K2/ 16S6...] After 4 to 6 seconds, BT device will stutters,when the function ""USB Root Hub Power Management"" is enabling",2021-10-31 20:42:00,NA
657039,MSI,NA,"MICRO-STAR INTERNATIONAL CO., LTD.",Wesley Kuo,"[MS-14C4/14C5/15CK/17K2/ 16S6...] After 4 to 6 seconds, BT device will stutters,when the function ""USB Root Hub Power Management"" is enabling",2021-10-31 20:42:00,NA
657039,MSI,NA,"MICRO-STAR INTERNATIONAL CO., LTD.",Wesley Kuo,"[MS-14C4/14C5/15CK/17K2/ 16S6...] After 4 to 6 seconds, BT device will stutters,when the function ""USB Root Hub Power Management"" is enabling",2021-10-31 20:42:00,NA
656565,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Franky Yang,[UX3402][ASUS][HUAQIN][Alder Lake-p][ER][SKU4]The SAR power does not change with the ANT TOOL when switching COUNTRY,2021-10-28 23:56:00,NA
656565,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Franky Yang,[UX3402][ASUS][HUAQIN][Alder Lake-p][ER][SKU4]The SAR power does not change with the ANT TOOL when switching COUNTRY,2021-10-28 23:56:00,NA
656565,"HUAQIN TECHNOLOGY CO., LTD",NA,"Huaqin Technology Co., Ltd",Franky Yang,[UX3402][ASUS][HUAQIN][Alder Lake-p][ER][SKU4]The SAR power does not change with the ANT TOOL when switching COUNTRY,2021-10-28 23:56:00,NA
656329,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Franky Yang,[Dell/Compal][ADLP] AX211 Miracast frame lag,2021-10-28 19:08:00,NA
656329,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Franky Yang,[Dell/Compal][ADLP] AX211 Miracast frame lag,2021-10-28 19:08:00,NA
656329,"COMPAL ELECTRONICS, INC.",NA,"COMPAL ELECTRONICS, INC.",Franky Yang,[Dell/Compal][ADLP] AX211 Miracast frame lag,2021-10-28 19:08:00,NA
656209,INVENTEC CORPORATION,NA,INVENTEC CORPORATION,Timdaway Lai,[ASUS][Strix 2022]System can not wake up by remote desktop after into modern standby more than 5 min at DC mode.,2021-10-28 06:08:00,NA
656209,INVENTEC CORPORATION,NA,INVENTEC CORPORATION,Timdaway Lai,[ASUS][Strix 2022]System can not wake up by remote desktop after into modern standby more than 5 min at DC mode.,2021-10-28 06:08:00,NA
656209,INVENTEC CORPORATION,NA,INVENTEC CORPORATION,Timdaway Lai,[ASUS][Strix 2022]System can not wake up by remote desktop after into modern standby more than 5 min at DC mode.,2021-10-28 06:08:00,NA
655971,PEGATRON CORPORATION,NA,Pegatron Corporation,Leo Chiang,"[Dell/Pegatron][ADL-S][D12-AIO][Pompeii/Nazca] Win11 SUT hang on black screen during S4 stress, no caterr error, debug code:0004.",2021-10-27 23:08:00,NA
655971,PEGATRON CORPORATION,NA,Pegatron Corporation,Leo Chiang,"[Dell/Pegatron][ADL-S][D12-AIO][Pompeii/Nazca] Win11 SUT hang on black screen during S4 stress, no caterr error, debug code:0004.",2021-10-27 23:08:00,NA
655971,PEGATRON CORPORATION,NA,Pegatron Corporation,Leo Chiang,"[Dell/Pegatron][ADL-S][D12-AIO][Pompeii/Nazca] Win11 SUT hang on black screen during S4 stress, no caterr error, debug code:0004.",2021-10-27 23:08:00,NA
655897,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H9H][HookeD][AX201][20H2][WIFI][805210637]HookeD after connecting to any WIFI hotspots, the Internet response speed is slow",2021-10-27 19:02:00,NA
655897,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H9H][HookeD][AX201][20H2][WIFI][805210637]HookeD after connecting to any WIFI hotspots, the Internet response speed is slow",2021-10-27 19:02:00,NA
655897,QUANTA COMPUTER INC.,NA,QUANTA COMPUTER INC.,Charles P Chu,"[Huawei][Quanta][H9H][HookeD][AX201][20H2][WIFI][805210637]HookeD after connecting to any WIFI hotspots, the Internet response speed is slow",2021-10-27 19:02:00,NA
