row,technology,predicted,derived,override,decision_source,candidates,label,jira_title,ips_title,text_used
3948,,Connectivity,YB/Lost,,cue,YB/Lost,,"WRT2G can not generate dump (""Dump Failed"") after YB",Phone disconnect from the SoftAP of PC,"WRT2G can not generate dump (""Dump Failed"") after YB"
3949,,YB/Lost,UEFI,,cue,UEFI,,UEFI variable display in BIOS validation,The network is unavailable during use and check wifi device on DM. Found that wifi device show YB Code: 43,UEFI variable display in BIOS validation
3950,,RF,UEFI,,cue,UEFI,,UEFI variable display,The result is not limited by SAR,UEFI variable display
3951,,BSOD,YB/Lost,,cue,"YB/Lost, Connectivity",,WLAN Device show YB in device manager.,BSoD 0x9F when OOBE(Preload OS image),WLAN Device show YB in device manager.
3953,,YB/Lost,Connectivity,,cue,Connectivity,,RF-Kill would be enable when SUT in S4/S5 with intel AX210(1216 QS) WLAN card,WIFI Driver Yellow Bang during watching online,RF-Kill would be enable when SUT in S4/S5 with intel AX210(1216 QS) WLAN card
3954,,YB/Lost,BSOD,,cue,BSOD,,"Unit show BSoD: 0xd1 when run CrystalDiskMark.(F/R:1/2,1/4)","The PC does the fast boot test, and the network adapter appears as YBcode 10","Unit show BSoD: 0xd1 when run CrystalDiskMark.(F/R:1/2,1/4)"
3955,,Connectivity,BSOD,,cue,BSOD,,BSOD 0xD1 during S5 stress test.,WLAN YellowBangs or shows empty when running online video overnight,BSOD 0xD1 during S5 stress test.
3956,,Connectivity,BSOD,,cue,BSOD,,BSOD BUGCODE_NDIS_DRIVER_LIVE_DUMP (15e) (FR:2/200 units),AP on ch149 might be ignored by STA if the AP support BW160 at CH149,BSOD BUGCODE_NDIS_DRIVER_LIVE_DUMP (15e) (FR:2/200 units)
3957,,BSOD,OEM Tools,OEM Tools,override,OEM Tools,,TyP2 sometimes cant switch to other channels in 6GHz.,UUT hang up with black screen and BSOD occurs when running S4 overnight,TyP2 sometimes cant switch to other channels in 6GHz.
3958,,Power Consumption,Connectivity,,cue,Connectivity,,Wifi auto disconnected after ping internet for a while.,"SoftAP Rx is low(60Mbps) with Phone, While OS build-in hotspot Rx is fine(200+Mbps) with Phone. (F/R: 100%)",Wifi auto disconnected after ping internet for a while.
3959,,Connectivity,BSOD,,cue,"BSOD, Connectivity",,BSOD occurs after connected Wifi then idle about 5 minutes,connection fail to Anritsu MT8862A at 6GHz WPA3 security,BSOD occurs after connected Wifi then idle about 5 minutes
3960,,Connectivity,BSOD,,cue,"BSOD, Connectivity, OEM Tools",,[Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi][BSOD 0x7F][Netwtw10!memWrapNdisAllocateMemoryWithTag+0xa],WiFi6E WiFi Tx throughput test fail - 6GHz 160MHz_CH213 & 80MHz_CH117,[Huawei][Quanta][BohrM]/NobelM[Lucienne][AX200][20H2][WiFi][BSOD 0x7F][Netwtw10!memWrapNdisAllocateMemoryWithTag+0xa]
3962,,BSOD,Needs-Triage,,fallback,,,"AX200 install the driver again, the installation completed screen, the title and content are inconsistent",Stress_S4_Hang and got BSOD,"AX200 install the driver again, the installation completed screen, the title and content are inconsistent"
3963,,YB/Lost,Needs-Triage,,fallback,,,Display wrong encryption method and the password item not display under Wi-Fi Network Configuration in BIOS Always (100%),- Intel 9560 Wlan Device show yellow bang on Device Manager. ( F/R: >50%),Display wrong encryption method and the password item not display under Wi-Fi Network Configuration in BIOS Always (100%)
3966,,Connectivity,Needs-Triage,,fallback,,,Netwtw10!oscDpTxQueueGetFirstApi during WB stress,Not able to WoWLAN by remote desktop --DC mode,Netwtw10!oscDpTxQueueGetFirstApi during WB stress
3967,,Connectivity,Performance,,cue,Performance,,PAD mouse operate lag from PAD to PC move after PC and Pad multi-screen synergy through Huawei Butler(HUAWEI PC manager),System cant connect mirror screen or Microsoft Miracast with DG2 Gfx.,PAD mouse operate lag from PAD to PC move after PC and Pad multi-screen synergy through Huawei Butler(HUAWEI PC manager)
3968,,Connectivity,YB/Lost,,cue,YB/Lost,,YB (code 10/43) happened as reboot.,Intel WLAN 22.80.0.9 WU submission rejected - vso 37107136,YB (code 10/43) happened as reboot.
3969,,YB/Lost,BSOD,,cue,BSOD,,BOSD- 0x9F_4_Netwtw10_IMAGE_pci.sys occurs during warmboot cycling stress (1/24 units),"AX210 WLAN show Yellow band in device manager when connect Enterprise-class router AX -- uCode ASSERT(LMAC1, rtStatus = 0x91, log is valid. data1:0x1699a, data2:0xcafecafe)",BOSD- 0x9F_4_Netwtw10_IMAGE_pci.sys occurs during warmboot cycling stress (1/24 units)
3971,,YB/Lost,Needs-Triage,,fallback,,,11AC BW160 TX Fail against GT-AXE11000/3.0.0.4.386_42489,"YB uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)",11AC BW160 TX Fail against GT-AXE11000/3.0.0.4.386_42489
3973,,System Hang,Power Consumption,,cue,"Power Consumption, Connectivity",,Unable not search for hot spot after WiFi disconnected(F/R:1/1 times),QS System hang up during stress test Netwtw10!osalMemoryCopy+0x15,Unable not search for hot spot after WiFi disconnected(F/R:1/1 times)
3974,,Power Consumption,OEM Tools,OEM Tools,override,"Power Consumption, OEM Tools",,Cant Get Power Table of 6-7GHz,3.3V module power consumption more than 15mW in MS airplane mode after Reboot ( F/R: 100%),Cant Get Power Table of 6-7GHz
3975,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD",,Yellow bang rtStatus = 0x201013F2,BSoD point to vwifi during S4 stress test,Yellow bang rtStatus = 0x201013F2
3976,,Connectivity,Power Consumption,,cue,Power Consumption,,:Memory dump observed Driver_power_state_failure (9f) while running S4 cycles,Client WiFi adapter in Russia does not connect in 11ax mode,:Memory dump observed Driver_power_state_failure (9f) while running S4 cycles
3977,,Connectivity,Needs-Triage,,fallback,,,WRT unable to parse CDB table,PC miracast to TV failed due to PC do not response auth req(Fail Rate: 1/50),WRT unable to parse CDB table
3978,,BSOD,RF,RF,override,"Power Consumption, RF",,ChainB power is different from BIOS SAR setting,Wifi occur yellow band(43)  rtStatus = 0x1072 when run iperf.exe.,ChainB power is different from BIOS SAR setting
3979,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"Wifi device YB (code 43) uCode ASSERT (lmacID = 0x0, rtStatus = 0x20000066, log is  valid)",BSoD related with netwtw10 during warm boot stress test,"Wifi device YB (code 43) uCode ASSERT (lmacID = 0x0, rtStatus = 0x20000066, log is  valid)"
3980,,BSOD,ICPS,ICPS,override,ICPS,,Precheck Failure: symchck failed ICPS 4.0,Netwtw10!prvDpWorkItemRxWorker+0x56,Precheck Failure: symchck failed ICPS 4.0
3982,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"WLAN is not available , the YB happens with  0x2000031C code10",Intel RST - We got the BSOD,"WLAN is not available , the YB happens with  0x2000031C code10"
3983,,YB/Lost,BSOD,,cue,"BSOD, Connectivity",,"Connect the wifi Network and play Online Video , Unit occur 0x9f BSOD point to 0x9F_VRF_3_Netwtw10_IMAGE_pci.sys","Connect WiFi to play video, and the WLAN driver appears  YB","Connect the wifi Network and play Online Video , Unit occur 0x9f BSOD point to 0x9F_VRF_3_Netwtw10_IMAGE_pci.sys"
3985,,YB/Lost,Needs-Triage,,fallback,,,Wan Miniport not list in device	manager after boot to OS,WIFI YB(code 43) occurred in DM after uninstalling DDD driver then installing PV driver.,Wan Miniport not list in device	manager after boot to OS
3987,,YB/Lost,Connectivity,,cue,Connectivity,,"WiFi list shows that ""WiFi network cannot be found"" during connected and idle",YB(Yellow Bang) WLAN Issue as connecting to AP,"WiFi list shows that ""WiFi network cannot be found"" during connected and idle"
3988,,YB/Lost,Connectivity,,cue,Connectivity,,WiFi direct pairing fails after resuming from S3,Disconnecting due to FW assert (2nd log) / M2 EAPOL missing (1st log),WiFi direct pairing fails after resuming from S3
3989,,System Hang,YB/Lost,YB/Lost,override,"Power Consumption, YB/Lost",,uCode error (Event ID 5002) occurs when hosting a mobile hotspot,System hang during restarting and shutdown as WIFI connected,uCode error (Event ID 5002) occurs when hosting a mobile hotspot
3990,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD",,AX211 has YB with v22.65.0.1 (assert rtStatus = 0x201013F2),BSOD 0x7E related with Intel AX201 wireless during restart stress test - Netwtw10!deleteHalLayer,AX211 has YB with v22.65.0.1 (assert rtStatus = 0x201013F2)
3992,,Killer,YB/Lost,,cue,YB/Lost,,YB during boot up,"Killer AX1690i SRA sample can not detect 6Ghz band SSID, while AX1690i QS sample can scan 6Ghz SSID on the identical platform",YB during boot up
3993,,BSOD,Connectivity,,cue,Connectivity,,Miracast connection over infrastructure fails,BSOD 0xD1 occurs during WiFi connection and disconnection,Miracast connection over infrastructure fails
3994,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,Wifi auto disconnected and event ID shows 5010 Netwtw10 error (assert 0x7158 & UMAC assert 0xECD ),The EUT occurred BSOD (DRIVER_POWER_STATE_FAILURE (9f)) during plug dock/unplug dock test when connect to MS dock by DP port.,Wifi auto disconnected and event ID shows 5010 Netwtw10 error (assert 0x7158 & UMAC assert 0xECD )
3995,,Connectivity,Needs-Triage,,fallback,,,Black screen during S3 cycling test .NMI_HARDWARE_FAILURE (80),Z93 WiFi 5Ghz band 160M-BW DFS fail issue,Black screen during S3 cycling test .NMI_HARDWARE_FAILURE (80)
3996,,RF,Needs-Triage,,fallback,,,Check if Whiskey Lake+9560 send the group fragmented management frame,RX degradation at low attenuation on 5GHz BW 160M channel 100,Check if Whiskey Lake+9560 send the group fragmented management frame
3998,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,"Wifi device YB during surfer internet. FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)","Yellow ban with 0x20100702 , restart can repro with high F/R","Wifi device YB during surfer internet. FATAL_ERROR: uCode ASSERT (lmacID = 0x0, rtStatus = 0x2000031C, log is  valid)"
3999,,Connectivity,Needs-Triage,,fallback,,,"Conductive Tx T-put fail (20Mbps) with 22.60, while it pass (100Mbps) with 22.50 under the same DUT",11ac-5Ghz Wifi performance is lower in DC mode compared to AC mode when using Netgear R9000 AP model,"Conductive Tx T-put fail (20Mbps) with 22.60, while it pass (100Mbps) with 22.50 under the same DUT"
4000,,Connectivity,Power Consumption,,cue,Power Consumption,,There are too many repeat suspend/wake during Modern Standby Connected state along with many 7025/7026 in System Event log,close wifisoftap dont send deauth to gc,There are too many repeat suspend/wake during Modern Standby Connected state along with many 7025/7026 in System Event log
4003,,Connectivity,Needs-Triage,,fallback,,,Ubuntu kernel 5.13 is lack of Intel CNVi card support on ADL-S platform,PC WLAN connections were unstable and frequently disconnected reconnections,Ubuntu kernel 5.13 is lack of Intel CNVi card support on ADL-S platform
4004,,System Hang,Connectivity,,cue,Connectivity,,Client sends Deauth when attempting to associate with WPA/AES wireless profile.,System hang on black screen during S3/S4/S5 test WinPVT,Client sends Deauth when attempting to associate with WPA/AES wireless profile.
4005,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity, OEM Tools",,"When turn on WIFI , cant auto connect to AP. nicIsAlive (499): RT status: FW Assert 0x0830294B in D3",DDD log cannot be obtained properly when sending/receiving large files.,"When turn on WIFI , cant auto connect to AP. nicIsAlive (499): RT status: FW Assert 0x0830294B in D3"
4008,,Performance,Power Consumption,,cue,Power Consumption,,Mobile hotspot cannot be opened when selecting 5GHz band,Sink PC show lag or garbage when test PC projecting to PC and play local video,Mobile hotspot cannot be opened when selecting 5GHz band
4009,,YB/Lost,Connectivity,,cue,Connectivity,,"PC uses the Miracast function to the Huawei large screen, the screen failed",Reset/Recovery seen during disconnected standby due to ASSERT_00000084,"PC uses the Miracast function to the Huawei large screen, the screen failed"
4010,,System Hang,Performance,,cue,Performance,,Signal strength become much lower during throughput measurement in 6GHz band,System hang with black screen under MODS and shows assert 0x231,Signal strength become much lower during throughput measurement in 6GHz band
4011,,Killer,Connectivity,,cue,Connectivity,,IHV crash when using Cisco NAM WiFi config manager.,Killer FmP2 marketing name incorrect in driver,IHV crash when using Cisco NAM WiFi config manager.
4012,,Connectivity,BSOD,,cue,BSOD,,: LKD_0x41A7_Netwnw10!unknown_function observed while running WR/S5cycles -- Netwnw10!LkmdTelCreateReport,WifiDrv10Customization INF products list is incorrect,: LKD_0x41A7_Netwnw10!unknown_function observed while running WR/S5cycles -- Netwnw10!LkmdTelCreateReport
4013,,Connectivity,RF,RF,override,"Power Consumption, Connectivity, RF",,WiFi TX power above SAR table limit in user mode after Airplane mode on\off,WiFi drops intermittently while on a teams call,WiFi TX power above SAR table limit in user mode after Airplane mode on\off
4014,,Power Consumption,OEM Tools,OEM Tools,override,"Power Consumption, RF, OEM Tools",,the Tx power decreased 2db in DRTU with 22.50/22.60 driver,ANT TAS command output shows incorrect Max power limit value,the Tx power decreased 2db in DRTU with 22.50/22.60 driver
4015,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,AX211 WLAN will no function and cant turn on when SUT resume from S4/CB and unplug LAN cable with enabled Control WLAN Radio option.,UefiCnvWlanWRDS value can be read by WRT but no function.,AX211 WLAN will no function and cant turn on when SUT resume from S4/CB and unplug LAN cable with enabled Control WLAN Radio option.
4016,,YB/Lost,Connectivity,,cue,Connectivity,,"Cannot rollback WLAN driver from v19.51.36.1 by WirelessSetup.exe""",Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD,"Cannot rollback WLAN driver from v19.51.36.1 by WirelessSetup.exe"""
4018,,Connectivity,Needs-Triage,,fallback,,,"Router set USA auto AP , DUT setEgypt Negotiated agreementis 802.11n",there is no Reply to the Authentication that is transmitted from the TV to the PC,"Router set USA auto AP , DUT setEgypt Negotiated agreementis 802.11n"
4020,,YB/Lost,BSOD,,cue,"BSOD, Power Consumption",,Never Crash issue: 0x9F_3_SETPOWER_Netwtw10!_WDI_P2P_DISCOVERED_SERVICE_ENTRY_CONTAINER,"The SW/HW DRIPS <90% MODS with assert , after assert OS continue suspend/resume wifi",Never Crash issue: 0x9F_3_SETPOWER_Netwtw10!_WDI_P2P_DISCOVERED_SERVICE_ENTRY_CONTAINER
4021,,Connectivity,BSOD,,cue,BSOD,,BSOD occurs during BIOS upgrade,Issues with Wireless Connectivity - AX201 card disconnects from wireless,BSOD occurs during BIOS upgrade
4022,,Connectivity,System Hang,,cue,"System Hang, Power Consumption",,The connection fails after the hotspot encryption method is changed,"Loss of connectivity on BSS Transition Management deauthentication, non-present BSSID in scan table",The connection fails after the hotspot encryption method is changed
4023,,YB/Lost,BSOD,,cue,BSOD,,BSOD occurs during BIOS upgrade,EC WR for assert 0x2F7 causes Clink hung,BSOD occurs during BIOS upgrade
4024,,Connectivity,BSOD,,cue,BSOD,,Never crash issue:BSOD 0x9F occurs.,"After missed beacon during D3 , wifi woke system , but OS did not initial reconnection",Never crash issue:BSOD 0x9F occurs.
4025,,YB/Lost,Connectivity,,cue,Connectivity,,:  Device Enumeration:  Intel PROSet/Wireless WiFi Software extension observed during S5/WR Cycle.,Reset/Recovery seen during disconnected standby due to ASSERT_21000DAD,:  Device Enumeration:  Intel PROSet/Wireless WiFi Software extension observed during S5/WR Cycle.
4026,,YB/Lost,Power Consumption,,cue,Power Consumption,,"DUT resume from S4, turn in 5G hotspot , pop  ""The selected network band isnt available"", Select a different namd and try again""",Reset/Recovery seen during disconnected standby due to ASSERT_00004424,"DUT resume from S4, turn in 5G hotspot , pop  ""The selected network band isnt available"", Select a different namd and try again"""
4027,,YB/Lost,Needs-Triage,,fallback,,,GFP4 combination of 5G/ch36 +2.4G/ch3 fail,Reset/Recovery seen during disconnected standby due to ASSERT_00000084,GFP4 combination of 5G/ch36 +2.4G/ch3 fail
4028,,YB/Lost,Needs-Triage,,fallback,,,Sometimes AP connection fails in channel 100 ~ 128,Reset/Recovery seen during disconnected standby due to ASSERT_0000DEAD,Sometimes AP connection fails in channel 100 ~ 128
4029,,YB/Lost,Connectivity,,cue,Connectivity,,WLAN connect Cisco enterprise AP failed in the factory,Reset/Recovery seen during disconnected standby due to ASSERT_00000034,WLAN connect Cisco enterprise AP failed in the factory
4030,,YB/Lost,RF,RF,override,"Power Consumption, RF",,TX power higher than SAR table limit after airplane mode on/off,Wi-Fi YB with BT lost during ColdBoot stress assert 0x2F7,TX power higher than SAR table limit after airplane mode on/off
4032,,YB/Lost,System Hang,,cue,"System Hang, Connectivity, OEM Tools",,Athena NDT Tool Hanging issue upon connect with WiFi device,Reset/Recovery seen during disconnected standby due to ASSERT 0x104A,Athena NDT Tool Hanging issue upon connect with WiFi device
4033,,YB/Lost,BSOD,,cue,BSOD,,SUT occurs BSOD 0xD1 during CB/WB after do provision,Reset/Recovery seen during disconnected standby due to ASSERT_000019D7,SUT occurs BSOD 0xD1 during CB/WB after do provision
4035,,RF,YB/Lost,,cue,"YB/Lost, Connectivity",,Unexpected yellow bang of the WLAN device during user experience,DDR RFIM is not working as expected,Unexpected yellow bang of the WLAN device during user experience
4036,,YB/Lost,Needs-Triage,,fallback,,,TyP2 EVM (Constellation OFDM) Failed at 6985MHz,WIFI YB after installing driver,TyP2 EVM (Constellation OFDM) Failed at 6985MHz
4038,,YB/Lost,Connectivity,,cue,"Connectivity, Performance",,"After DUT S4 for a period of time and wakes up, the performance is abnormal when the WIFi65G frequency band 80MHZ/160MHz bandwidth",BE200 frequent D0/D3 transitions in CMS internet issue assert(0x20100391),"After DUT S4 for a period of time and wakes up, the performance is abnormal when the WIFi65G frequency band 80MHZ/160MHz bandwidth"
4039,,Connectivity,Needs-Triage,,fallback,,,DUT Softap dont support 165 channelwhile set Malaysia,DRTU -CLi hit to WifiSwStack.dll & IntelIHVPiepeClient.dll failure,DUT Softap dont support 165 channelwhile set Malaysia
4042,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity, Performance",,Wi-Fi 6E Throughput test easy disconnect with FW assert 0x2000031B,Intermittent unexplained low downlink throughput,Wi-Fi 6E Throughput test easy disconnect with FW assert 0x2000031B
4043,,Connectivity,OEM Tools,OEM Tools,override,OEM Tools,,ANT tool will get incorrect EWRD table content in tablet mode,WIFI 6E Spectral Emission Mask Failure for 802.11AX 160MHz BW MCS 8~11,ANT tool will get incorrect EWRD table content in tablet mode
4044,,Connectivity,BSOD,,cue,"BSOD, Connectivity",,"the BSOD point to ""0x9F_4_vwifimp_Netwtw10_IMAGE_vwifibus.sys"" happening run stress test ""app_ 00300 test(play online video with tencent music, iqiyi video etc)"" and run S4 stress test",wlan block SoC enter to PC10 during idle test,"the BSOD point to ""0x9F_4_vwifimp_Netwtw10_IMAGE_vwifibus.sys"" happening run stress test ""app_ 00300 test(play online video with tencent music, iqiyi video etc)"" and run S4 stress test"
4045,,Performance,BSOD,,cue,BSOD,,system meet BSOD 139 F/R:1/10 units,FmP2 got lower RX TPT against Netgear RS700 than GaP2,system meet BSOD 139 F/R:1/10 units
4047,,System Hang,Needs-Triage,,fallback,,,2.4G 20M and 40M Tput issue,The value of spdBnrMean dramatically changes during the SPD test,2.4G 20M and 40M Tput issue
4049,,YB/Lost,Connectivity,,cue,Connectivity,,Wi-Fi randomly disconnect while idle UUT overnight.,Found Bluetooth driver lost is caused by Wi-Fi assert-0x503,Wi-Fi randomly disconnect while idle UUT overnight.
4050,,OEM Tools,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,AX210 WLAN show Yellow band in device manager and could not recovery by restart --  uCode ASSERT 0x201013F2,DRTU Rx Fail for 320MHz Large RU,AX210 WLAN show Yellow band in device manager and could not recovery by restart --  uCode ASSERT 0x201013F2
4051,,YB/Lost,Connectivity,,cue,Connectivity,,Data frame drop during PC screen mirroring to Pad,WiFi adapter enters into YB state,Data frame drop during PC screen mirroring to Pad
4052,,YB/Lost,Connectivity,,cue,Connectivity,,Pad disconnect from softAP of PC,LNL B step assert 0x132e & TFD Q hang on latest 23.60.5 WIFI & BT,Pad disconnect from softAP of PC
4053,,BSOD,HLK,,cue,HLK,,Win11 HLK test failed due to APPCRASH of Intel_PIE_Service.exe,Warmboot showed BSOD 0x9f point to WiFi when doing miracast,Win11 HLK test failed due to APPCRASH of Intel_PIE_Service.exe
4054,,Performance,YB/Lost,,cue,"YB/Lost, BSOD",,YB occurs after resume from S3 with assert 0x00384,SW/HW Drip is too low  during ModernStandby,YB occurs after resume from S3 with assert 0x00384
4055,,Connectivity,Power Consumption,,cue,Power Consumption,,Unable to connect hotspot on ch149 and later,WIFI lost during S4 stress,Unable to connect hotspot on ch149 and later
4057,,YB/Lost,Needs-Triage,,fallback,,,Wi-Fi connection timeout with Channel Switch Announcement in DFS mode,Netadapter launches PLDR on device initialize causing LKD assert YB observed with LKD disabled,Wi-Fi connection timeout with Channel Switch Announcement in DFS mode
4058,,Connectivity,Performance,,cue,Performance,,The UDP packet delay  from the PC cause to Found occur video lag after PC projecting to PDA via PC manage and play local video,Wireless connection disconnected every 30min,The UDP packet delay  from the PC cause to Found occur video lag after PC projecting to PDA via PC manage and play local video
4059,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity, OEM Tools",,WLAN card AX201 test CITU tool would have 0x91 Assert,AX211  WiFi driver 23.20 (or above) significantly slows down the retrieval of the SQL Server data,WLAN card AX201 test CITU tool would have 0x91 Assert
4060,,BSOD,Connectivity,,cue,Connectivity,,Connect to 2.4G WIFI Miracast  Honor TV show garbage,0x133 BSOD Netwaw16!rfdQueueProcessFragments,Connect to 2.4G WIFI Miracast  Honor TV show garbage
4061,,BSOD,Power Consumption,,cue,Power Consumption,,"when connect AP with 5G Channel(165 and 44),It could not share internet by Mobile hotspot with the Network band select 5G ,",ABS - 0x9F_3_IMAGE_Netwaw16.sys - DRIVER_POWER_STATE_FAILURE,"when connect AP with 5G Channel(165 and 44),It could not share internet by Mobile hotspot with the Network band select 5G ,"
4064,,Connectivity,System Hang,,cue,System Hang,,HookeD projection MatePad Pro audio freeze,Intel WLAN Driver 23.70.0.6 WU Request for MY1/Eiger/Missouri2/Rhone2,HookeD projection MatePad Pro audio freeze
4065,,Connectivity,Needs-Triage,,fallback,,,Low Rx while testing  5G/160M in channel 36/100,WoA doesnt work sometimes,Low Rx while testing  5G/160M in channel 36/100
4066,,Connectivity,YB/Lost,,cue,YB/Lost,,Network controller show yellow bang(code 10) in DM when idle/restart.,WiFi Rx not meet the EPS KPIs requirements,Network controller show yellow bang(code 10) in DM when idle/restart.
4067,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity",,WiFi network connectivity loss when uCode errors 0x4433 occur (EventID 5002/5005),Potential interference for IPv6,WiFi network connectivity loss when uCode errors 0x4433 occur (EventID 5002/5005)
4068,,OEM Tools,Needs-Triage,,fallback,,,GFP4 combination of 5G/ch36 +2.4G/ch3 fail,CITU run failed cases review,GFP4 combination of 5G/ch36 +2.4G/ch3 fail
4069,,BSOD,YB/Lost,,cue,YB/Lost,,Intel 9560 show Yellow Bang/lost during stress test(S3/S4/WB/CB),"System crashed in CS/AH. The BugCheckCode is ""7E""",Intel 9560 show Yellow Bang/lost during stress test(S3/S4/WB/CB)
4070,,RF,Killer,Killer,override,"Connectivity, YB/Lost, Killer",,Killer(R)WWIFI 6E AX1675S driver has yellow bang in device manager,Observing No 2.4ghz PPAG Gain for China,Killer(R)WWIFI 6E AX1675S driver has yellow bang in device manager
4071,,BSOD,Power Consumption,,cue,"Power Consumption, RF",,AX411 QS sample 6e tx power lock at 7.5dB,0x9F BSoD Netwaw16_IMAGE_pci.sys,AX411 QS sample 6e tx power lock at 7.5dB
4072,,BSOD,YB/Lost,,cue,"YB/Lost, BSOD, Connectivity, OEM Tools",,WLAN card AX201 test CITU tool would have 0x31B Assert,9F BSoD,WLAN card AX201 test CITU tool would have 0x31B Assert
4073,,Connectivity,Needs-Triage,,fallback,,,Sometimes can not scan and connect 6E AP,Cannot connect to Wireless AP with WPA3- enterprise after reboot,Sometimes can not scan and connect 6E AP
4074,,Power Consumption,BSOD,,cue,"BSOD, HLK",,System WHQL- System - PNP (disable and enable) with IO Before and After (Reliability) fail due to BSOD,TX power exceeds limit when MCC=TH (Thailand),System WHQL- System - PNP (disable and enable) with IO Before and After (Reliability) fail due to BSOD
4075,,System Hang,Connectivity,,cue,Connectivity,,Client sends Deauth then disconnects seconds after associating with 2.4 GHz 11n AP,The system hangs and repeatedly auto-restarts after install driver v23.80.1.3,Client sends Deauth then disconnects seconds after associating with 2.4 GHz 11n AP
4076,,YB/Lost,BSOD,,cue,"BSOD, Power Consumption, Connectivity",,Occur BSOD(0x9f) dump file when running Sleep_S4 cycle test with pure OS+22.70.0.6 wifi driver.,Event ID 5002 seen during WiFi Connection Reliability tests -- Assert 0x2010120E,Occur BSOD(0x9f) dump file when running Sleep_S4 cycle test with pure OS+22.70.0.6 wifi driver.
4077,,UEFI,Connectivity,,cue,Connectivity,,Data frame drop during PC screen mirroring to Pad,Wi-Fi Sensing UEFI variable does not work,Data frame drop during PC screen mirroring to Pad
4078,,BSOD,Power Consumption,,cue,"Power Consumption, Connectivity",,WiFi is automatically disconnected after resuming from sleep,CITU test Command XVT_CMD_STEP_MARGIN_TEST_CONFIG_V6 failed with status 31_ Umac Error 0x20100502,WiFi is automatically disconnected after resuming from sleep
4079,,Connectivity,YB/Lost,,cue,"YB/Lost, BSOD",,Got Assert-0x4435 while connecting to IO-Data AP,When connected to BSS LB - P2P GO start on LB SCM instead of HB DCM (WREQ-35959),Got Assert-0x4435 while connecting to IO-Data AP
4080,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,"SUT_cant_connect_to_external_monitor_via_Miracast_at_first_time_(FR:3/3U,6/6T)",AX201/AX211 disconnect from OWE SSID and cannot connect back automatically,"SUT_cant_connect_to_external_monitor_via_Miracast_at_first_time_(FR:3/3U,6/6T)"
4081,,Connectivity,Performance,,cue,Performance,,Videolag when displaying PC screento a external monitorby multi-screen collaboration technology.,"""netsh wlan show driver"" is missing expected Auth-Cipher WPA3-Enterprise CCMP on some Surface devices and present on some. OS support itself may have same issue.",Videolag when displaying PC screento a external monitorby multi-screen collaboration technology.
4082,,System Hang,Connectivity,,cue,Connectivity,,PC Miracast to TV screen  failed about 70%,System would get hang when connecting to specific qualband AP(BQ16Pro),PC Miracast to TV screen  failed about 70%
4083,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,- Intel 9560 Wlan Device show yellow bang on Device Manager. ( F/R: >50%),"""netsh wlan show driver"" wrongly WPA3-Enterprise TKIP show up",- Intel 9560 Wlan Device show yellow bang on Device Manager. ( F/R: >50%)
4084,,Connectivity,OEM Tools,OEM Tools,override,"Connectivity, OEM Tools",,WiFi cant connect to Hide SSID on 6GHz band (100%),WifiStack.dll Cert expired- DRTU failures in factory,WiFi cant connect to Hide SSID on 6GHz band (100%)
4085,,UEFI,Connectivity,,cue,Connectivity,,Phone disconnect from the SoftAP of PC,Driver cannot read DSM function by ACPI source,Phone disconnect from the SoftAP of PC
4086,,Connectivity,YB/Lost,,cue,"YB/Lost, Connectivity",,The network is unavailable during use and check wifi device on DM. Found that wifi device show YB Code: 43,AX201/AX211 sends EAPOL Start after successfully completing 11r fast roam,The network is unavailable during use and check wifi device on DM. Found that wifi device show YB Code: 43
4087,,Connectivity,Needs-Triage,,fallback,,,Stress_FB_The unit is shutdown when run FB/WB/MS test(F/R:2/4U 2/314cycles),wlan can not auto reconnect after reboot,Stress_FB_The unit is shutdown when run FB/WB/MS test(F/R:2/4U 2/314cycles)
4088,,Connectivity,RF,RF,override,RF,,The result is not limited by SAR,Wake on pattern failed during MS,The result is not limited by SAR
4089,,Power Consumption,BSOD,,cue,BSOD,,BSoD 0x9F when OOBE(Preload OS image),Restricted mode long reconnection time after resume from sleep,BSoD 0x9F when OOBE(Preload OS image)
