Issue key,project,year,category,Custom field (Root Cause)
BT-293165,BT,2024,Connectivity,"This issue has a  repro rate of 1/3000 and  hard to reproduce, which happens due to the  race condition in workitem CB execution during driver framework ""Release hardware"" callback. Here Workitem is not synchronized between the callback contexts."
BT-292580,BT,2024,Connectivity,Issue got fixed in 23.110 after the scan related fixes with respect to buffer exhaustion on CRC PDUs & a case of DIRECTED_ADV PDU fix went & also related to Scan BC statemachine fix
BT-292252,BT,2024,Connectivity,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

"
BT-291551,BT,2024,Connectivity,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,"
BT-291118,BT,2024,Connectivity,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

"
BT-290511,BT,2024,Connectivity,Dx update double write which was a WA for door bell interrupt miss issue is now causing double interrupt to FW
BT-288498,BT,2024,Connectivity,"For BIOS version 0, Support is not present for ANT tool or BIOS tool used by customer earlier. This support is added as part of this Fix."
BT-288221,BT,2024,Connectivity,
BT-288217,BT,2024,Connectivity,"Boot Up Event was not received by PCIe driver and there was race aound contindion between FW and Driver. 

Now the PCIe driver in UEFI host does attempt to get boot up event after INtel Reset (post FW DL ) and then proceeds. 3 attempts are given to safe guard the Rx handling.  Vendor config.efi has the fix. "
BT-285445,BT,2024,Connectivity,
BT-285438,BT,2024,Connectivity,"It is observed that host driver is timing out as it is not getting ACK
for D0 entry doorbell interrupt in some corner case scenario during
stress test. It is confirmed from the debugging that controller was
getting doorbell interrupt but not getting sleep control status bit
set when driver transition from D3 to D0.

Actual issue is not root caused yet. But identified a workaround for
this issue. When doorbell interrupt is detected, and if status register
read it as zero, then it is assumed as sleep control doorbell is
missing. In such cases, sleep control state is compared with
previous state and if this is detected as transition, then sleep
control doorbell bit in the status register is set and processed as
if this bit is set by hardware."
BT-285437,BT,2024,Connectivity,"It is observed that host driver is timing out as it is not getting ACK
for D0 entry doorbell interrupt in some corner case scenario during
stress test. It is confirmed from the debugging that controller was
getting doorbell interrupt but not getting sleep control status bit
set when driver transition from D3 to D0.

Actual issue is not root caused yet. But identified a workaround for
this issue. When doorbell interrupt is detected, and if status register
read it as zero, then it is assumed as sleep control doorbell is
missing. In such cases, sleep control state is compared with
previous state and if this is detected as transition, then sleep
control doorbell bit in the status register is set and processed as
if this bit is set by hardware."
BT-284694,BT,2024,Connectivity,
BT-284403,BT,2024,Connectivity,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

"
BT-284395,BT,2024,Connectivity,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan, primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

"
BT-284342,BT,2024,Connectivity,"In FW download time, getting Unspecified error followed by Signature verification failed, for which driver recovers with SHR only once in existing model and on next iteration PLDR triggered which is not working all the time on customer platform."
BT-284037,BT,2024,Connectivity,"It is observed that when controller had a ACL/event packet to send to
host when device is in D3 state it attempted PME wake. At the time
of PME wake host already initiated D0 entry before controller trigger
PME wake and host disabled wake enable. As wake enable is disabled
by host at the time of entering into D0 PME wake for ACL/event
packet is not performed and ACL packet not transmitted.

But as ACL/event packet transmit request was already initiated in the
D3 state and PME wake also not completed the expected transmit
complete for ACL/event didnt happen. This is the reason ACL/event
request mask remained disabled which blocks all further packet
transmission.

Due to this race condition between controller initiated D0 entry due to
PME wake trigger and host initiated D0 entry all packets are blocked
and further ACL or events for HCI commands started accumulating
in the buffer and finally fatal exception for event packet overflow
is getting triggered."
BT-284034,BT,2024,Connectivity,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly buffer was missed,

"
BT-283405,BT,2024,Connectivity,Rx data which is not consumed yet from the BT UEFI driver and that being the possibility of the RX FIFO full on the FW side
BT-281519,BT,2024,Connectivity,"In some corner case scenario, MAC access was not getting enabled when
device exit from ULPM. In the code review, we found that function
pcie_enable_host_mac_access_Irq was called with additional
device state check, which is not really required from the ULPM flow
in tl_pcie_mac_restore.
"
BT-279639,BT,2024,Connectivity,"In FW download time, getting Unspecified error followed by Signature verification failed, for which driver recovers with SHR only once in existing model and on next iteration PLDR triggered which is not working all the time on customer platform."
BT-279638,BT,2024,Connectivity,
BT-278402,BT,2024,Connectivity,"It is a negative scenario. Which is difficult to achieve,
This is a corner where central might have violated the spec or the Poll pkt OTA got missed due to interference and we did hit this case.
"
BT-276753,BT,2024,Connectivity,Race condition between windows putting device to D3 and RX from the device
BT-276063,BT,2024,Connectivity,
BT-275111,BT,2024,Connectivity,"While doing nonce +1, wrap around value
calculation was ignoring the carry forward.
This resulted in different HMAC calculation on PC
and docking station, causing the fail to wakeup
issue."
BT-275082,BT,2024,Connectivity,"Below Issue were fixed for Scan Issue: 
1.  While in Init Scan &  generic Scan primary PDU, if we receive CRC PDUs, assembly buffers & scan Index were not released.
2. On receiving Directed Legacy PDUs assembly buffer & Scan index was not released.
3. On BC Stuck for le scan transac clearing of the assembly was missed,

"
BT-274326,BT,2024,Connectivity,"Unexpected failure in the  instadock beacon configuration  during RS mode Entry.  Due to this failure further beacon configuration is trying to access a memory , which is not supposed to access during D3 Non wakable Idle device state "
BT-274320,BT,2024,Connectivity,"Driver was able to detect  the RS mode device entry and able to configure the  instadock beacons (LE Advs). But additional check  was needed while updating the persistence mode enablement flag  . It was not Set to TRUE , which causes driver to call SHR and reset the beacon started for RS mode device state . This is an additional flow needed only for PCI driver .  "
BT-274316,BT,2024,Connectivity,"Race condition between windows putting device to D3 and RX from the device.
This has been fixed as part of BT-272556."
BT-272964,BT,2024,Connectivity,
BT-272586,BT,2024,Connectivity,Fix is done
BT-272556,BT,2024,Connectivity,Race condition between windows putting device to D3 and RX from the device
BT-271922,BT,2024,Connectivity,"Rootcause for why sometimes (typically seen once in 6 to 24 hours) the first bri indirect read fails is still under investigation. Infinete loop is converted to timed loop and if there is no response within 1ms, fatal exception is raised. The fatal exception helps to recover from the scenario and avoids USB transaction error. "
BT-271615,BT,2024,Connectivity,"https://jira.idoc.intel.com/browse/DCR-2705 
DCR-2705 has changes from Driver/Fw/Bios to resolve this issue.

"
BT-271587,BT,2024,YB/Lost,"TOP Fatal error being observed when moving from Dx to D0 transition and WiFi is not available during this state. When the WiFi is not available, BT will force to YB as the product reset support will not be available.

Fix: Requirements and new design changes updated to handle the case where WiFi is taking longer time to publish D2D interface.

"
BT-270241,BT,2024,Connectivity," Gracefully exiting the firmware download procedure if it fails for some reason.
"
BT-268871,BT,2024,Connectivity,
BT-267862,BT,2024,Connectivity,"Found LE ACL connection with intel
controller randomly times out after
~30mins to 1 hour on frozen branch.
This is due to syncslot being calculated
is sometimes incorrect leading to large
value of drift being calculated (~5ms).
Added a work around to avoid saving
current drift value if it exceeds
half of the sync window."
BT-266896,BT,2024,Connectivity,"Customer HW (mouse) works out of spec (still susception, and under investigation by Intel) . RC modulation index of GFSK.
WA implemented on MLSE also to be more robust on receiving wider range of modulation index. "
BT-266355,BT,2024,Connectivity,"memory leak in async timer callback.
memfree() called in PCIe driver. 
"
BT-266164,BT,2024,Connectivity,"For IdleD3 Settings, timeout type used was DriverManagedIdleTimeout which does not register to PoFx. So fix is to use SystemManagedIdleTimeout instead"
BT-264484,BT,2024,Connectivity,"This issue has been addressed in the jira BT-241260
Root cause was,
In the current implementation, there was a mismatch in the ULPM
Block/Unblock counter due to imbalanced call of functions
sc_PscLpmBlock and sc_PscLpmUnBlock in the TL PCIe layer.

Identified the redundant/multiple sc_PscLpmUnBlock call and fixed.
"
BT-264169,BT,2024,Connectivity,This is an integration (Driver + Firmware) bug in HP insta dock feature . It is observed that calculation to derive the Advertisement interval for HP beacon (which is  read from bios configuration) is not meeting the customer expectation.  We have the fix that handles the calculation in driver code now.
BT-263832,BT,2024,Connectivity,"While executing a D3 scenario, prior to entering D0, we observed incorrect PCIE context info, which we suspect is due to an unidentified bug in the hardware. Consequently, the firmware (FW) triggered a fatal exception, leading to a soft reset of the CPU. During this soft reset, we encountered an additional Top exception rewriting all original exception data that was alraedy recorded in persistent.

The details of this Top exception suggest an issue that occurred during the initialization of the FSEQ following the soft reset due to original exception. However, the extra details provided by the Top exception data was inconclusive as per Top team. We assume that the hardware may have already been in a bad state due to the original issue when FW attempted to program the FSEQ as part of the initialization after the soft reset.

Due to the current exception handling approach, we lacked adequate data for debugging.

Proposed Solution: To address this issue, systems suggested halting the CPU immediately after any exception occurs. This will allow the host to collect debug information related to the exception before the firmware proceeds further and trigger further exceptions due to any instability already in the system."
BT-263368,BT,2024,Connectivity,
BT-262766,BT,2024,Connectivity,Missing build target to differentiating between NPI versus KTBR.
BT-260840,BT,2024,Connectivity,
BT-260809,BT,2024,Connectivity,
BT-260523,BT,2024,Connectivity,"Rx handling of the Data path in the PCi driver handling is optimized. 
Increasing priority of the thread or Rx processing. 
Reducing the timeout to Async Data read routine."
BT-260505,BT,2024,Connectivity,
BT-258275,BT,2024,Connectivity," WDfRequestComplete with Unsuccessful is not an expected
return value for the stack. Corrected this while, HW error
event received in top error case where we will not fwd it
to stack, instead we complete the request with status
success."
BT-258267,BT,2024,Connectivity,Product reset by wifi during FW download is not handled properly in driver
BT-257956,BT,2024,Connectivity,
BT-257509,BT,2024,Connectivity,
BT-256995,BT,2024,Connectivity,
BT-256692,BT,2024,Connectivity,
BT-255107,BT,2024,Connectivity,FW download is failing in USB status io timeout and usb recovery is also failing. So perform PLDR instead
BT-253020,BT,2024,Connectivity,
BT-251408,BT,2024,Connectivity,
BT-249593,BT,2024,Connectivity,Issue is driver trying to read or access unallocated memory.
BT-248403,BT,2024,Connectivity,"ROM alive interrupt timeout in driver is 200ms, but in this issue case it came only after 250ms which resulted in this failure"
BT-248088,BT,2024,Connectivity,"OEM Tools (DRTU) using Intel Hard reset cmd to exit from DTM for Linked mode tests, but this resulted in BT on USB going to Low speed device which is random case but observed 1/10 times in DRTU tests. It is known issue from pulsar but we don't have a solution for Low speed device.
Also for ibtpci, Hard reset can move BT fw to bad state. So moving to ShHwreset for ibtpci instead of hard reset from applications"
BT-247776,BT,2024,Connectivity,Fix handles InstaDock Beacon Reconfiguration when windows enter into RS mode .
BT-247163,BT,2024,Connectivity,"he function dwc_otg_flush_in_ep_Irq() is called to flush both event and
ACL buffers. Event buffer is deallocated using hcapi_ReleaseEventBuf().
But by mistake ACL buffer also attempted to deallocate with the same
API hcapi_ReleaseEventBuf(). As ACL buffer pointers are not there in the
event buffer pointer database, ACL buffer deallocation attempt will end
with fatal exception.

Added additional check in the function dwc_otg_flush_in_ep_Irq() to
deallocate event buffer with API hcapi_ReleaseEventBuf() and ACL buffer
with tld_ReleaseDataBlock();"
BT-244631,BT,2024,Connectivity,"Usb Notify callback has a buffer for ""device symbolic name""
of type unicode string. Driver has to compare this string
with HPDock Vid string. This comparison logic was dereferencing
the callback buffer beyond its array boundary.
This fix handles the pointer offset count within the array
boundary."
BT-242267,BT,2024,Connectivity,"While powering down in reboot scenario, FDO is moving to D3 final and PDO moved to D2, but PDO went back to D0 due to an IOCTL received from MSFT stack and wdfrequestcomplete is done with STATUS_DEVICE_BUSY which is not accepted by the stack as per msdn which can accept only STATUS_SUCCESS and if fails with STATUS_CANCELLED with proper data. "
BT-241749,BT,2024,Connectivity,Missing integration of PPAG support in PCI Test mode driver.
BT-241656,BT,2024,Connectivity,"Hcitool was not having ibtpci transport support available.
Added the ibtpci transport support to the hcitool to inquired rdbdaddr in testmode and inquire other commands for operational driver

Removed registry-based driver detection, instead opening the device interface and reading the Bluetooth device driver string from the device manager."
BT-241289,BT,2024,Connectivity,"As part of Blank OTP identification, The frozen SKU Product Identifiers are not considered. This resulted into JfP being considered as Blank silicon."
BT-235950,BT,2024,Connectivity,"As part of Blank OTP identification, The frozen SKU Product Identifiers are not considered. This resulted into JfP being considered as Blank silicon."
BT-234714,BT,2024,Connectivity,DCR 2640
BT-224323,BT,2024,BSOD,"Root cause:

When device moving to D3 Final, Framework should remove the driver objects and corresponding pdo's associated, but in a case where DUT connecting with an external HD, which triggered device to move the DUT to D3 Final and while resuming back to D0, where the corresponding associated PDO's are not removed and so driver trying to create again on D0 entry caused the bugcheck."
BT-223470,BT,2024,BSOD,"Root cause:

When device moving to D3 Final, Framework should remove the driver objects and corresponding pdo's associated, but in a case where DUT connecting with an external HD, which triggered device to move the DUT to D3 Final and while resuming back to D0, where the corresponding associated PDO's are not removed and so driver trying to create again on D0 entry caused the bugcheck."
BT-216334,BT,2024,Connectivity,"The EB with the fix provided as part of jira BT-205148, with this EB the issue is not reproduced."
BT-213904,BT,2024,Connectivity,There is no requirement available for Folder naming conventions or Layout structure.  This has been identified as part of release layouts for PCI.
BT-213877,BT,2024,Connectivity,"In SSP procedure, when we have collision, not handled properly, the bit mask which is used to check collision is not used any where, we need to use the different bit mask, updated the check with proper bit mask to handle the collision.                                                                                              When the role is peripheral, while sending IO Capabilities response via lmp, we need to clear some of the states. like BTH21_SSP_LMP_IO_CAP_TX, BTH21_SSP_INITIATOR, Taken care of that."
BT-211940,BT,2024,Connectivity,WokItem for WakeReq is not closed gracefully in error conditions.
BT-209225,BT,2024,Connectivity,Missing Dx to D0 Implementation during Beta1 drop.
BT-208709,BT,2024,Connectivity,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.
BT-205823,BT,2023,Connectivity,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.
BT-205785,BT,2023,Connectivity,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.
BT-205482,BT,2023,Connectivity,"1: Change in HP bios configuration structure , was not aligned with driver configuration code .
2:  Regression due to CFA refactoring patch "
BT-205148,BT,2023,Connectivity,Root caused the issue to be same as BT-149082
BT-205123,BT,2023,Connectivity,"The previous fix of doing soft disconnect to recover from USB Erratic error was not working with integrated solution.
So protecting the USB soft disconnect on erratic error for discreate products only."
BT-204781,BT,2023,Connectivity,Root cause for Signature verification failure is not available yet. This is currently under investigation by ROM team.
BT-195182,BT,2023,Connectivity,"When device is D0, driver tries to schedule a wake request which failed in particular situation which caused IOCTL to fail. So driver can check the device state, if it is already in D0, driver will not send wakereq."
BT-194974,BT,2023,Connectivity,"When IOCTL for MSFT LE commands received from app, sniffing api for sniffing the cfa events is having a wrong check to filter msft commands separately."
BT-194945,BT,2023,Connectivity,"Host is sending a bad USB packet leading to the USB controller on the BT side stuck with an erratic error.
Recovery with soft disconnect is solving the USB stuck issue"
BT-189625,BT,2023,Connectivity,Root cause is not available yet. Debug is in progress from ROM side. Root cause to be tracked through BT-200018
BT-188974,BT,2023,Connectivity,Scripts changes
BT-188956,BT,2023,Connectivity,"Root cause is not available yet. Debug is in progress from ROM side.  Root cause to be tracked through BT-200018, BT-167825"
BT-188774,BT,2023,Connectivity,Build issue fixed in 23.10
BT-188132,BT,2023,Connectivity,"When Instadock feature is enabled, scan state change confirmation
message of LC is handled by TILE handlers though TILE feature is
not at all enabled.

Added a variable to track if offload scan is enabled by Instadock,
if so, then scan cfm msg from LC to be handled by the Instadock module."
BT-187756,BT,2023,Connectivity,Fix is in 23.10
BT-186855,BT,2023,Connectivity,"Host is sending a bad USB packet leading to the USB controller on the BT side stuck with an erratic error.
Recovery with soft disconnect is solving the USB stuck issue"
BT-186086,BT,2023,Connectivity,"See details at https://jira.idoc.intel.com/browse/BT-179325

"
BT-185348,BT,2023,Connectivity,"Issue:

When any IOCTL sent from app, While synchronizing these command/resp with KeWaitForSingleObject and KeSetEvent, LastCmdSent and LastRespRexd are reset after KeSetEvent and tx thread scheduled immediately sending next command which got synchronization issue.

Solution:

LastHciCmdSent and LastHciCmdRxd are reset and then signalled with KeSetEvent which resolved the synchronization of Tx and Rx threads."
BT-183232,BT,2023,HLK,"details in https://jira.idoc.intel.com/browse/BT-180465 
[HLK][22H2][GfP] Bluetooth - HciExtensionsV2 (Development and Integration) fails with received 0 advertisements, but expected at least 16."
BT-180619,BT,2023,Connectivity,There was a design gap when the aux pointer is far(>15ms) in primary adv for secondary adv. As a result we were hiting LC_BC_WATCH_DOG.
BT-179319,BT,2023,Connectivity,Feature support should be limited to solar and quasar products .  Future products does not requires this support
BT-178977,BT,2023,HLK,•	Certification in FCC was done wrongly with a version that did not reach to high power
BT-177620,BT,2023,Connectivity,"Adding HCI_LE_Set_Host_Channel_Classification to align with change in WREQ-194415

This requirement included comamnd for BR/EDR AFH channels configuration, but didn`t included the same command for LE. Misfit found by DRTU testing."
BT-177314,BT,2023,Connectivity,Same root cause as BT-143012. This is propagation JIRA to Solar+JfP branch.
BT-173841,BT,2023,Connectivity,Classic Mouse lags in Coex as result of redundant REDO_PREPROC processes and a wrong attempt/timeout offset calculation.
BT-173022,BT,2023,Connectivity,"In few cases we observed that L and R are not
in sync for Teams call for CIS connection.
This is due to DMA being configured in voice use
case as soon as first data path is set, added a check
to not queue buffers if tx path is not set."
BT-168393,BT,2023,Connectivity,"When Application is exercising stress test on CFA ADV API's through IOCTL's, synchronization between the IOCTL is missing due to missing last Sent HCI Command and Last Received HCI Event assignment check in the implementation."
BT-163505,BT,2023,Connectivity,"'
When statistic counters are reset by default, both ACL and SCO
counters are reset. However, if there is no active SCO connection,
the existing code still resets the counter, which can lead to the
reset of invalid memory.

Duplicate of https://jira.idoc.intel.com/browse/BT-148273"
BT-162869,BT,2023,Connectivity,There is a global device context stored in the driver extension which is added in device add callback and removed in device context cleanup. In the device reset scenario there is a race condition happening where new device add is happening before the previous device cleanup which is causing device be null in the driver ext.
BT-161655,BT,2023,Connectivity,"As per the Original Requirement, the Audio Offload feature enablement / disablement will be controlled at BIOS level. However, The OEMs will use Different configuration connectivity cards on the same BIOS. 
The GaP is POR for Audio Offload. However, OEM used TyP on the same MTL Platform for testing  and  resulted into Audio Offload configuration issue."
BT-154743,BT,2023,Connectivity,"Peer is accepting connection and making role switch.
Role switch is passing good however, Intel DUT (Peripheral now) is
sending LMP_Set_AFH following the role switch.

The root cause for this issue is a race between the processing of
RS message and lmp-accepted-for-host-conn-request-packet.

RS and LMP don't pass the same flow:
Role switch related messages:	BC-> LC-> LLC-> LM
PDU packet reception:		BC-> LC-> LM

Since PDU packet reception has fewer steps than RS, LM may move to the
new role (slave role) too late.
When lmp-accepted-for-host-conn-request-packet is received at LM,
LM layer can still be in the old role (master)
i.e., LM is in old role, and LC is in the new role.

As a fix, the setup complete process is postponed till RS message is
processed by LM layer."
BT-147291,BT,2023,Connectivity,"DRTU tool reports crash in ibtusc dll, when connect/disconnect
Apis are ran in a loop for many iterations.
Crash is observed randomly, when ReadAcl Rx thread handler
is not cleanup properly on disconnect api().This fix add
changes to exit/terminate Read thread synchronously whenever
disconnect api is called"
BT-147271,BT,2023,Connectivity,"'
In LC when we move to TTD switch FSM, we block reception of  LMP PDUs until LM layer is updated on the new  Role.
Once LM layer gets notified from LLC on new Role( on success / failure), it resumes the reception of LMP PDUs thus avoiding the race condition of role state across the threads(layers) in our FW."
BT-144316,BT,2023,Connectivity,Classic Mouse lags in Coex as result of redundant REDO_PREPROC processes and a wrong attempt/timeout offset calculation.
BT-144293,BT,2023,Connectivity,Tile support for HRP SKU was missed to add during refactoring of Cfa feature . .This fix  added it back  to provide the support for HRP and to resolve this issue 
BT-143012,BT,2023,Connectivity,The IOP device is using one extra byte in the beginning of the mSBC header as padding pdu. The fw implementation for mSBC cannot handled unaligned frames.  The current change is WA to allow this extra padding byte.
BT-141646,BT,2023,Connectivity,
BT-141643,BT,2023,Connectivity,"There was a BWA refactoring in 2016 time frame and the use case which is failing now was now never part of the general HID/A2DP use case where the bandwidth is completely exhausted because of continuous Rx traffic on a link.
It is seen only in a special gaming controller."
BT-138108,BT,2023,Connectivity,Added the functionality for valid short name to display in UI 
BT-138107,BT,2023,Connectivity,
BT-128355,BT,2023,Connectivity,Remove 32 bit installers
BT-122614,BT,2023,Connectivity,"CQDDR retransmit control algorithm checked that
we have a low modulation Packet Type(2DH1 in that case-EDR) that is different from the pending Packet Type that was DM1.
the fix is that the algorithm must change modulation only from high rate to low rate and not in any case the low rate is different from the pending Packet Type
to low."
BT-121288,BT,2023,Connectivity,"During an audio connection establishment, BT controller sends LMP_QoSReq
(LMP_QUALITY_OF_SERVICE_REQ) to the speaker. If the speaker responds
with LMP_NOT_ACCEPTED. the QoS parameters are not activated and we
transfer the Audio data as ACL BE instead of A2DP (Guaranteed service).
As a fix, the QoS parameters are activated if A2DP profile detected
(guaranteed service is selected) regardless of LMP_QoSReq response."
BT-114759,BT,2022,Connectivity,
BT-114748,BT,2022,Connectivity,
BT-112751,BT,2022,Connectivity,"The missing logic to release the LC channel map resources
after role switch results in exhaustion of the available
entries.Due to this AFH enabling fails resulting in
link loss. This fix de-links the reference to the link in
both active as well as inactive map and additionally
triggers fatal exception if the resource allocation fails
occurs."
BT-110058,BT,2022,Connectivity,"If the command is responded before synchronization event is cleared,
it would cause the wait timeout. To avoid missing the Signaling event,
we need to clear the Sync event before sending HCI command."
BT-108517,BT,2022,Connectivity,readytoboot is replaced with exitbootservices.
BT-107764,BT,2022,Connectivity,Race Condition between the WorkItem Scheduling and Clearing the Signalling event from the workiten which resulted in missing a signal.
BT-107763,BT,2022,Connectivity,"Peer is accepting connection and making role switch.
Role switch is passing good however, Intel DUT (Peripheral now) is
sending LMP_Set_AFH following the role switch.

The root cause for this issue is a race between the processing of
RS message and lmp-accepted-for-host-conn-request-packet.

RS and LMP don't pass the same flow:
Role switch related messages: BC-> LC-> LLC-> LM
PDU packet reception: BC-> LC-> LM

Since PDU packet reception has fewer steps than RS, LM may move to the
new role (slave role) too late.
When lmp-accepted-for-host-conn-request-packet is received at LM,
LM layer can still be in the old role (master)
i.e., LM is in old role, and LC is in the new role.

As a fix, the setup complete process is postponed till RS message is
processed by LM layer."
BT-107255,BT,2022,Connectivity,"Updating the check for Adv state disabled by the host during the last
transaction while in the current transaction new connection setup completed.
Fixing this it will send command complete event with success as expected
for adv disable during new connection setup."
BT-102649,BT,2022,Connectivity,This issues is already fixed in 22.190 through  BT-90433. 
BT-102626,BT,2022,Connectivity,"when dell driver is installed as lower filter driver, Acpi Method is seen failing due to failure in driver IO call (IocallDriver API). This failure is due to insufficent buffer size requested/provided by driver.  Here driver has to update the input buffer size with new buffer size requested by lower driver(dell) and retry the method again. This fixes the issue. "
BT-102177,BT,2022,Connectivity,
BT-101371,BT,2022,Connectivity,
BT-99082,BT,2022,Connectivity,ACL was not scheduled when ATSx is enabled and when A2DP is suspended
BT-93911,BT,2022,Connectivity,Legacy SAR values from bios were not taken into account in tx power limits
BT-85109,BT,2022,Connectivity,"When PLDR Abort timeout detected by BIOS, W_DISABLE#2 is not de-asserted even though PLDR Abort flow eventually completes.
Fix is in BIOS to de-assert W_DISABLE#2 upon PLDR abort timeout to bring back BT."
BT-84608,BT,2022,Connectivity,"""The New Slave sending NULL response to POLL packet after FHS-ID transaction and switching piconet on it's side. But if Master has not received this NULL, it keeps on trying for next 16frames for POLL-NULL. If new Slave has other activities along with this link, it might schedule normal POLL frame with priority with Slave Idle priority"".
Since this issue is Multiprofile along with other link, scan and LE ADV. Slave role is scheduling ADV or scan during these 16 POLL transactions from Master.
Solution proposed:

We don't have clear explanation from Specification, what to do in this particular scenario.
The solution right now trying is to boost scheduling priority of Slave link for 16frames immediately after Roleswitch. So that if new Master misses NULL in one frame, it might receive NULL in consecutive slots, provided no other high priority activity blocks this transaction."
BT-79890,BT,2022,Connectivity,In Encryption Pause resume during role switch process only the ACL channel is blocked and the LMP Max_slot_req and Power_cntr_req are not blocked and are being send before the encryption process is resumed. This cause the issue with encyrption payload counters and wrong transaction IDs due to role switch.
BT-79085,BT,2022,Connectivity,"1. While entering LPM, driver can expect events/acl data.      - not handled
2. And also, while entering LPM, complete packet need to be read recvd from controller. - not handled"
BT-77293,BT,2022,Connectivity,In Encryption Pause resume during role switch process only the ACL channel is blocked and the LMP Max_slot_req and Power_cntr_req are not blocked and are being send before the encryption process is resumed. This cause the issue with encyrption payload counters and wrong transaction IDs due to role switch.
BT-75664,BT,2022,Connectivity,"'
During hci reset, the controller was in the middle of a USB transfer.
After the transfer complete, the buffer was not freed immediately.
The buffers was getting freed in the transfer complete handler which is invoked after the soft reset. But by this time, the buffer pools are re-initialized and hence the free operations end-up with an exception due to the buffer pointer being invalid w.r.t. to the re-initialized pools."
BT-75518,BT,2022,Connectivity,"During hci reset, the controller was in the middle of a USB transfer.
After the transfer complete, the buffer was not freed immediately.
The buffers was getting freed in the transfer complete handler which is invoked after the soft reset. But by this time, the buffer pools are re-initialized and hence the free operations end-up with an exception due to the buffer pointer being invalid w.r.t. to the re-initialized pools."
BT-74293,BT,2022,Connectivity,"Tile was not re-configuring for S3/S4 resume scenario with ""wake on BT"" feature  and S3(sleep) power state is enabled in bios. This causes device state transition D2->D0  instead of  D3->D0  followed by HCI_Reset (MSFT initiated) , when DUT wakes up using power button(Non-BT). This hci_reset command was not expected by driver , which disables the currently activated tile advertisements. 
Fix is to detect this scenario and reconfigure the tile Advertisements  after HCI_Reset is issued .  "
BT-72972,BT,2022,Connectivity,"During Encryption setup procedure, in some cases multiple retransmission of LMP_Accepted, LMP_Key_Size_req was happening after the LMP_start_encryption request is initiated by Master. Which was causing the payload counter mismatch between Master and Slave.
Solution: Before transmitting lmp-start-enc-pdu, ensure that our ack for the
previous packet ( lmp accepted for key size ) is received. We can
confirm this when the remote device sends a NULL packet."
BT-71204,BT,2022,Connectivity,Due to the multiple role switch during the connection setup and Override link policy settings enabled the connection process was failing with multiple issues. Changes done as part of BT-70469 fixed this issue of avoiding multiple role switches.
BT-70476,BT,2022,Connectivity,"During pairing process, while calculating the DHkey, locally generated
key handle for that particular BR/EDR link to be fetched and validated.
To fetch the keyhandle( pertaining to the link), we pass link index, and this
index was wrong, resulting in fetching a wrong key handle for that link.

Wrong index is fetched, because the Array(au8SSPDHKeyRequestedId) holding
the identifiers has duplicate entries. But this array is expected to have unique identifiers
for each and every BR/EDR link.

Why Array has duplicate entries, because array is updated with identifiers
by incrementing a static variable( u8NextSSPDHKeyCalcId),in multiples of 2.
And this variable is unsigned integer which can hold a maximum of value 255.
And in case of multiple pair-unpair operations, this variable will wrap around.
So we may end up with duplicate entries in the array.
"
BT-70178,BT,2022,Connectivity,"In the scenario of Pulse duraiton = 0, Pulse interval =0, we will only reload Ring duration timer, pulse duration, interval timers will be inactive.
In fw, we should reload Ring duration timer for 60sec.
we are calling ring start timer, which already active and running, so timer set api not reloading timer when it's already active.
FW should stop the timer before everytime before reloading it."
BT-69628,BT,2022,Connectivity,The root cause is same as BT-59628. The remote device is like fuzzing device which is giving wrong input to BIT rate supported to 0. This eventually impacting the Codec.  The validation of the range of input is added.
BT-69625,BT,2022,Connectivity,
