issue_year,jira_id,jira_is_sw_change,ips_title,technology,platform,jira_platform,ips_platform,ips_priority,deduced_issue_category,category_confidence,jira_exposure
2025,,false,[Lenovo][Huaqin][PTL][TB_GEN8+] Device manager will show YB after system reboot with BE213(100%),WiFi,Panther Lake,,Panther Lake,High,YB/Lost,0.1704,2-High
2025,,false,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS message ""Please turn on Location services"" pops up after OOBE",Other,Lunar Lake,,Lunar Lake,High,ICPS,0.1832,2-High
2025,CIE-7290,true,[ICPS] ICPS will show notification popup about enabling location service after OOBE in 2 mins,Other,Agnostic,Agnostic,,,ICPS,0.4031,1-Critical
2025,BT-354111,true,[Lenovo_IdeaPad/LCFC][S5x0-16pro/ARL_H/AX203][PAN][System exception] Unit shows error when copy file from the shared folder via PAN due to system exception.,BT,Arrow Lake-U,Arrow Lake-U,,,Connectivity,0.1177,2-High
2025,,false,[Lenovo][PTL][Kailash][WW23-24WS]ICPS did not pup up notification for better AP,Other,Panther Lake,,Panther Lake,High,ICPS,0.1696,2-High
2025,,false,[Lenovo/Consumer][Compal][PTL-H][BE213/AX20][2230][Y5sGen11][EVT] [Layout],WiFi,Panther Lake,,Panther Lake,High,Performance,0.1258,2-High
2025,,false,"[lenovo/DT BU][In-house][ARL-PCB1][BE200][m90s G6]Event ERROR ID 5002, 5005, 5007: Netwaw16 happened while S0 Idle",WiFi,Arrow Lake-S,,Arrow Lake-S,High,YB/Lost,0.1457,2-High
2025,,false,"[Lenovo Thinkpad/LCFC][Daisy_ARL_H/ARL/FmP][USB] The BT Headphones status shows ""connected audio"" instead of ""connected mic, audio"" after connecting Bluetooth headphones to the system.(FR:2/2units, 4/4trails)",BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.2113,2-High
2025,BT-356174,true,[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201]BT show YB after update BT driver follow WW24 BKC. FR: 100/100,BT,Panther Lake,Panther Lake,Panther Lake,High,Connectivity,0.1846,1-Critical
2025,BT-355603,false,[Lenovo ThinkPad JP][PTL/Avon/WhP/Thames2/LnL/FmP][PCIe] Swift Pair notification pop up delayed.,BT,Lunar Lake,Lunar Lake,,,Connectivity,0.2063,2-High
2025,,false,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][24H2][BE201] WB Stress occurred BT Lost.(FR:1/10 units, 2/2000 cycles))",BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1821,2-High
2025,WIFI-701563,false,[Lenovo-IdeaPad][PTL][Kailash][win11][EVT][FmP][S790_15_LNL_SS_HF]11ax 6G conductive Tput failed Lenovo spec.,WiFi,Panther Lake,Panther Lake,Panther Lake,High,Connectivity,0.1295,2-High
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS system tray icon will appear automatically without launching it,Other,Lunar Lake,,Lunar Lake,High,ICPS,0.1361,2-High
2025,,false,"[Lenovo][Compal][Ideapad S5P][PTL][BE211]Device manager will rescan Frequently and BE211 Wlan/BT driver will YB, after install intel ISST driver",WiFi,Panther Lake,,Panther Lake,High,YB/Lost,0.1802,2-High
2025,,false,[lenovo_arlh_daisy]BE201 YB code 43 after Prime95 + FurMark loading test,WiFi,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.1866,2-High
2025,,false,[lenovo_arlh_daisy]BE201 YB code 10 after PLDR,WiFi,Arrow Lake-H,,Arrow Lake-H,High,YB/Lost,0.1781,2-High
2025,,false,"[Lenovo-NEC][Lugia-DR][FVT][BE200]It takes too long to connect the audio to the Bluetooth headset after disable BT offload. about 20S, FR: 10/10cycles, 2/2units",BT,Arrow Lake-H,,Arrow Lake-H,High,Connectivity,0.2311,2-High
2025,WIFI-700689,false,"[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201]WLAN Lost during WB stress test, FR: 1/200Units, 3/9000cycles",WiFi,Panther Lake,Panther Lake,Panther Lake,High,YB/Lost,0.1888,2-High
2025,,false,"[Lenovo Thinkpad/LCFC][Aster_ARL_HX/ARL/GaP][USB_not onboard_NGFF card] Sound output from Bluetooth headset will be delayed about 20 seconds after turning off/on Bluetooth in settings when playing music.(FR:2/2 units, 4/8trails)",BT,Arrow Lake-Hx,,Arrow Lake-Hx,High,Connectivity,0.2231,2-High
2025,CIE-7523,true,[Lenovo][MeteorLake][AX211][24H2][100%][ICPS4.0]Connection failed will be shown when click AP to connect,Other,Meteor Lake,Meteor Lake,Meteor Lake,High,Connectivity,0.1486,2-High
2025,,false,[Lenovo ideapad][LCFC][intel PTL][be211][YOGA S7 I+N] sch review,WiFi,Panther Lake,,Panther Lake,Medium,Connectivity,0.137,3-Medium
2025,,false,[Lenovo China][Kailash]Bluetooth audio path work abnormally when connect with bluetooth headsert,BT,Panther Lake,,Panther Lake,Medium,Connectivity,0.1727,3-Medium
2025,WOT-62676,false,[Lenovo/consumer][HQ][PTL][BE213][yoga7 2-n-1 14/16 IPH] CITU can not test,Other,Panther Lake,Panther Lake,Panther Lake,High,Connectivity,0.154,2-High
2025,,false,[Lenovo][Compal][LOQ-E][RPL-HX][AX203] Wlan has wer 15e and BT lost during S3,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,Critical,YB/Lost,0.1671,1-Critical
2025,,false,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS App will crash when click ""Automatically switch to a better network"" in Lite mode",Other,Lunar Lake,,Lunar Lake,High,ICPS,0.169,2-High
2025,WIFI-723912,true,[Lenovo][Thinkpad JP][T14 GEN5][MTL][AX211]--Intel AX211 WiFi hit to Limited Network Connection after driver Ver 23.110/23.130/23.150,WiFi,Meteor Lake,Meteor Lake,Meteor Lake,Critical,Connectivity,0.1443,2-High
2025,BT-362634,false,[Lenovo][Compal][Ideapad S5P][PTL][BE211]Intel Bluetooth devcie will show YB after resume from CB and S4 (F/R: 2/2u;4/4c),BT,Panther Lake,Panther Lake,Panther Lake,High,YB/Lost,0.1721,2-High
2025,,false,[Lenovo][Poseidon][PTL ES][BE211][Win11] Conductive tput 2.4G ch11 Rx fail,WiFi,Panther Lake,,Panther Lake,High,Performance,0.147,2-High
2025,WIFI-705554,false,[Lenovo][Poseidon][PTL ES][BE211][Win11] Conductive tput 5G 11ax ch157 Tx fail,WiFi,Panther Lake,Panther Lake,Panther Lake,High,Performance,0.1302,2-High
2025,,false,[ADL][lenovo_thinkpad-JP][AX211][X13GEN3]ThinkPad X13 Gen3--The disconnection was caused by timeouts,WiFi,Alder Lake,,Alder Lake,Critical,P2P,0.1435,1-Critical
2025,,false,[Lenovo][Compal][Ideapad S5P][PTL][BE211]Intel Bluetooth devcie will show YB after resume from S4 (F/R: 2/2u;4/4c),BT,Panther Lake,,Panther Lake,High,YB/Lost,0.1705,2-High
2025,,false,[MTK][lenovo_thinkpad-JP][AX211-BE200][T14GEN5]T14 gen5 system hang up when camera open with customer WIFI,WiFi,Meteor Lake,,Meteor Lake,Critical,System Hang,0.2361,1-Critical
2025,,,?Lenovo??Huaqin??S511 14/16??PTL H 12Xe??BE213??24H2?Wifi&BT YB,WiFi,Panther Lake,,Panther Lake,,YB/Lost,0.1434,(missing)
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]AP cant be listed in ICPS Network Health,Other,Lunar Lake,,Lunar Lake,High,ICPS,0.1718,2-High
2025,,false,"[Lenovo Thinkpad/LCFC][Aster_ARL_HX/ARL/GaP][USB_not onboard_NGFF card] Bluetooth headset speaker output noise when making a Teams voice/video call. (FR:2/2 units, 4/4trails)",BT,Arrow Lake-Hx,,Arrow Lake-Hx,High,Connectivity,0.2315,2-High
2025,,false,"[Lenovo][Compal][Legion 5 15IPH11][PTL][BE213] Wi-Fi device is working properly, but only the BT (Bluetooth) device shows yellow bang.",WiFi,Panther Lake,,Panther Lake,High,Connectivity,0.1282,2-High
2025,,false,"[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201]Unit Sharing 2G file transfer rate is very slow.(F/R:3/3units,6/6cycles)",WiFi,Panther Lake,,Panther Lake,High,Connectivity,0.1146,2-High
2025,CIE-7745,true,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0] When Additional Network Selection Features is off, Enable AP selection will still be able to toggle after DUT reboot",Other,Lunar Lake,Lunar Lake,,,Connectivity,0.1182,2-High
2025,CIE-7747,true,[ICPS4.0] New WifiCredentialPrompter is not translated,Other,Agnostic,Agnostic,,,Connectivity,0.1244,2-High
2025,CIE-7756,true,[ICPS5.0] Missing description of AI application on prioritization on Help tab.,Other,Arrow Lake,Arrow Lake,,,ICPS,0.1018,2-High
2025,CIE-7754,true,[ICPS 5.0]The ICPS Bluetooth page and the Windows OS Bluetooth page show inconsistencies,Other,Arrow Lake,Arrow Lake,,,ICPS,0.2735,2-High
2025,,false,"[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][24H2][FVT][BE201&BE211]BT Lost when run S4 Stress, 2/7Units, 64/240cycles",BT,Panther Lake,,Panther Lake,High,YB/Lost,0.187,2-High
2025,WIFI-711098,false,"[Lenovo/DT BU][inhouse][RPL][AX211/AX201][ThinkCentre M90s Gen 3]BSOD(0x9F_4_PCI_Netwtw14_IMAGE_pci.sys) come from MSFT ""Never Crash""",WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,High,BSOD,0.2344,2-High
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Enable Smart Access Point Selection toggle can be enabled in Lite mode,Other,Lunar Lake,,Lunar Lake,High,Connectivity,0.1323,2-High
2025,,false,[Lenovo China][Kailash]Bluetooth lost when doing MS enter resume test,BT,Panther Lake,,Panther Lake,Medium,YB/Lost,0.188,3-Medium
2025,CIE-7802,true,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]Error ""Get an app to open this icpslauncher link"" pops up after uninstalling ICPS app",Other,Lunar Lake,Lunar Lake,Lunar Lake,High,ICPS,0.2019,2-High
2025,,false,[Lenovo/Compal][IdeaPad 5 2-in-1][Win11][PTL][BE213][2230] The WLAN devices hardware ID changed after installing the Bluetooth driver. 2/2 units,BT,Panther Lake,,Panther Lake,High,Connectivity,0.188,2-High
2025,,false,[Lenovo_LOQ][Compal][LOQ][RPL][AX203],WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,P2P,0.1106,2-High
2025,WIFI-712641,false,[Lenovo][Compal][Ideapad S5P][PTL][BE211]MS stress test system will show blackscreen (F/R: 2/2u; 2/10 c),WiFi,Panther Lake,Panther Lake,Panther Lake,High,System Hang,0.1726,2-High
2025,,false,[Lenovo/DT BU][in-house][ARL-S][AX211][Neo Ultra2]5010 Error,WiFi,Arrow Lake-S,,Arrow Lake-S,High,P2P,0.1051,2-High
2025,WIFI-713970,false,[Lenovo-Ideapad][YOGA9P 16][PTL][24H2] WIFI YB after idle,WiFi,Panther Lake,Panther Lake,Panther Lake,High,YB/Lost,0.171,2-High
2025,,false,[Lenovo-Ideapad][YOGA9P 16][PTL][24H2] BT lost after flash BIOS,BT,Panther Lake,,Panther Lake,High,Connectivity,0.197,2-High
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS5.0 beta]WifiCredentialPrompter UI is not localized in Simplified Chinese OS,Other,Lunar Lake,,Lunar Lake,High,Connectivity,0.1185,2-High
2025,,false,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS5.0 beta]Disconnects a network in OS, ICPS still shows connected for over 10 mins",Other,Lunar Lake,,Lunar Lake,High,ICPS,0.1661,2-High
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS5.0 beta]Bluetooth device name automatically changes to the original name,Other,Lunar Lake,,Lunar Lake,Medium,Connectivity,0.1491,3-Medium
2025,,false,"[Lenovo][Compal][Legion 5 15IPH11][PTL][AX211] Wi-Fi device is working properly,",BT,Panther Lake,,Panther Lake,High,Connectivity,0.1746,2-High
2025,,false,[Lenovo][Aladdin][LNL][BE201][Win11]WiFi disconnect and scan list empty,WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.1121,2-High
2025,CIE-7867,true,[Lenovo-Ideapad][Y9 GenX][ARL ][24H2] killer APP  window black screen  after WB,Other,Arrow Lake-Hx,Arrow Lake-Hx,Arrow Lake-Hx,High,Killer,0.1299,2-High
2025,CIE-7872,true,Lenovo (Beijing) Limited - [Lenovo-Ideapad][Y9 GenX][ARL ][Killer4] Lenovo request us review the KCC OC UI description,Other,Agnostic,Agnostic,,,Connectivity,0.1343,3-Medium
2025,CIE-7915,true,[Lenovo-Ideapad][Y9 GenX][ARL ][24H2] reset all button not work,Other,Arrow Lake-Hx,Arrow Lake-Hx,Arrow Lake-Hx,High,Connectivity,0.109,2-High
2025,CIE-7878,true,[Lenovo-Ideapad][Y9 GenX][ARL ][24H2] Gamefast cant auto enable,Other,Arrow Lake-Hx,Arrow Lake-Hx,Arrow Lake-Hx,High,Connectivity,0.1221,2-High
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS5.0 beta]It takes more than 30 seconds to sync OS BT device status in ICPS UI,Other,Lunar Lake,,Lunar Lake,High,ICPS,0.1381,2-High
2025,WIFI-719362,false,[Lenovo][Huaqin][C711 14/16 PTL][PTL][Win11_25H2][EVT]The DUT will BSOD 0x9F After Switch WLAN Card BE211 to BE213(or BE213 to BE211) and then into OS idle about 1min(F/R: 3/3 UUTs; 30/30 Cycles),WiFi,Panther Lake,Panther Lake,Panther Lake,High,BSOD,0.1351,2-High
2025,CIE-7945,true,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS Advanced Settings UI auto moves up.,Other,Lunar Lake,Lunar Lake,Lunar Lake,Medium,ICPS,0.2021,3-Medium
2025,CIE-7943,true,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The cursor makes a wrong jump when editing SSID and Password for VR Mode,Other,Lunar Lake,Lunar Lake,Lunar Lake,Medium,Connectivity,0.1311,3-Medium
2025,,false,[Lenovo][Compal][Legion 5 15IPH11][PTL][BE213]Intel WLAN card shows device YB during connection process or doing S4.,WiFi,Panther Lake,,Panther Lake,High,YB/Lost,0.165,2-High
2025,,false,[Lenovo][Huaqin][C711_1416][PTL][Win11_24H2][EVT]CNVIo3 layout review,WiFi,Panther Lake,,Panther Lake,High,Performance,0.1349,2-High
2025,CIE-7970,true,[Lenovo-Ideapad][Y9 GenX][ARL ][24H2] APP link pic not follow double shot manual setting,Other,Arrow Lake-Hx,Arrow Lake-Hx,Arrow Lake-Hx,High,Connectivity,0.1165,2-High
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS cant be auto-launched after restart,Other,Lunar Lake,,Lunar Lake,Medium,ICPS,0.1827,3-Medium
2025,BT-371123,false,[Lenovo][Compal][Legion 5 15IPH11][PTL][BE213] BSOD 0X7e point to BE213 BT device during Cool boot.,BT,Panther Lake,Panther Lake,Panther Lake,High,BSOD,0.2091,2-High
2025,,false,T14S Laptop (AX211) keeps switching between different Wi-Fi access points (APs) unnecessarily,WiFi,Meteor Lake,,Meteor Lake,High,Sensing,0.1257,2-High
2025,WIFI-725436,false,"[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][25H2][FVT][BE211]Both the host and EUT sides will be fined 5002_FW_ASSERT after the machine connects to the 6G network and shares the 5G hotspot, 3/3Units, 3/3cycles",WiFi,Panther Lake,Panther Lake,Panther Lake,High,Connectivity,0.1725,2-High
2025,CIE-8047,true,[ICPS] ICPS will show DCA notification popup about enabling location service after OOBE in 2 mins,Other,Agnostic,Agnostic,,,ICPS,0.4031,2-High
2025,,false,"[Lenovo_IdeaPad][YogaBook 9 14IAH10][LCFC][LNL][SIT][24H2][BE201]BT KB has no function When the BT KB shows the connected status(FR:1/1 units, 2/10 cycles)",BT,Arrow Lake,,Arrow Lake,Critical,Connectivity,0.2321,1-Critical
2025,BT-377776,false,[Lenovo Thinkpad/LCFC][Lamarr-2.0_ARL/ARL/FmP][USB] The Bluetooth-related device is lost when using the MIKE II tool to run hibernate resume (manual resume). Fail Rate: 1unit 578/3995 trials.,BT,Arrow Lake-H,Arrow Lake-H,Arrow Lake-H,High,YB/Lost,0.1614,2-High
2025,,false,[Lenovo][Compal][Yoga_Slim 7 14IPH11][PTL][BE211]The BT headset microphone input has no sound. (F/R: 2/2u;10/10c),BT,Panther Lake,,Panther Lake,High,Connectivity,0.2615,2-High
2025,CIE-8089,true,"[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS only show two interfaces in ACM when WWAN, WiFi and Ethernet are connected",Other,Lunar Lake,Lunar Lake,Lunar Lake,High,ICPS,0.1332,2-High
2025,,false,"[Lenovo Thinkpad/LCFC][Aster_ARL_HX/ARL/GaP][USB_not onboard_NGFF card] Turning off/on the Bluetooth, the sound will be delayed about 20 seconds. Check with the Sound > Playback > ThinkPad X1 ANC Headphones  Properties > Controller Information shows error",BT,Arrow Lake-Hx,,Arrow Lake-Hx,High,Connectivity,0.2046,2-High
2025,CIE-8091,true,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]The settings will be refreshed to original ones in ACM quickly,Other,Lunar Lake,Lunar Lake,Lunar Lake,Medium,Connectivity,0.13,3-Medium
2025,,false,[Lenovo ideapad][LCFC][intel PTL][be213][S3 gen11 IPH] layout review,WiFi,Panther Lake,,Panther Lake,Medium,Connectivity,0.1178,3-Medium
2025,CIE-8093,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS window changes from full screen to original size automatically when enable/disable Lite mode,Other,Lunar Lake,Lunar Lake,Lunar Lake,Medium,ICPS,0.1334,3-Medium
2025,,false,"[Lenovo ldeaPad][LCFC][PTL 12Xe][CSLP][S511-16pro][25H2][FVT][BE211]The unit auto-disconnect Wi-Fi with 5055 assert during online video overnight test, 2/2units, 2/4cycles",WiFi,Panther Lake,,Panther Lake,High,P2P,0.1315,2-High
2025,BT-372657,false,[Lenovo ThinkPad JP][Thames2/Mersey2/LnL/FmP][PTL/UX][PCIe] DUT scan airpods device with slow availability.,BT,Lunar Lake,Lunar Lake,,,Connectivity,0.1753,2-High
2025,,false,[Lenovo][Huaqin][TB_16+_Gen8_dGPU][PTL][Win11_25H2][EVT] Device manager will show YB after system reboot with BE213(100%),WiFi,Panther Lake,,Panther Lake,High,YB/Lost,0.1776,2-High
2025,,false,"[Lenovo ldeaPad/Consumer][LCFC][PTL 4Xe][BE211][Teide]Long duration lasts for about 15 seconds when removing the Bluetooth device.(F/R: 1/3 units,2/15cycles)",BT,Panther Lake,,Panther Lake,High,Connectivity,0.2062,2-High
2025,,false,[Lenovo Thinkpad/LCFC][Aster_ARL_HX/ARL/GaP][USB_not onboard_NGFF card] The system cannot record sound for the first two seconds after the record button is pressed when connecting the BT headset to the system.,BT,Arrow Lake-Hx,,Arrow Lake-Hx,High,Connectivity,0.1916,2-High
2025,CIE-8148,false,[Lenovo-Ideapad][Y9 GenX][ARL ][24H2] Killer APP gating NV DDS function,Other,Arrow Lake-Hx,Arrow Lake-Hx,Arrow Lake-Hx,High,Killer,0.1429,2-High
2025,,false,"[Lenovo ldeaPad/Consumer][LCFC][PTL 4Xe][BE211][CSLP][S511-16pro]No IPV4 Address after connected to 5G network with channel 149/157, FR: 2/2Units, 2/20Cycles",WiFi,Panther Lake,,Panther Lake,High,Connectivity,0.1452,2-High
2025,WIFI-732827,false,[LCFC][MTL/RPL][lenovo_thinkpad-JP][AX211][T14p G2/P16v G1]Never crash -Common BSOD issue on Intel wifi,WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Meteor Lake,Critical,BSOD,0.2068,1-Critical
2025,,false,[Lenovo][Compal][PTL][BE211_1216][Yoga Slim 7 14IPH11]Intel Wireless Dual Bluetooth Device show Yellow Bang and BT-related Device lost after CB/S4/WB/S0i3.  (F/R: 2/2u;1/30c),BT,Panther Lake,,Panther Lake,High,YB/Lost,0.2546,2-High
2025,,false,[Lenovo][Huaqin][TB_1416+_Gen8][PTL][Win11_25H2][EVT] event ID 17 show BTHmini error after run S4 test (FR: 1/15 UUTs),BT,Panther Lake,,Panther Lake,Medium,YB/Lost,0.1502,3-Medium
2025,,false,[Lenovo][Huaqin][TB_1416+_Gen8][PTL][Win11_24H2][EVT] when connect the second BT earphone system cant show mic info after connect the first BT earphone and play music (FR:100%),BT,Panther Lake,,Panther Lake,Medium,Connectivity,0.1989,3-Medium
2025,WIFI-732858,false,"[Lenovo][Huaqin][TB_1416+_Gen8][PTL][Win11_25H2][EVT] WIFI show YB when run CB.(F/R 1/1 UUTs, 5/200Cycles)",WiFi,Panther Lake,Panther Lake,Panther Lake,Medium,YB/Lost,0.1573,2-High
2025,CIE-8199,true,"[Lenovo-Ideapad][Y9 GenX][ARL][24H2][Killer4] ""Reset all"" button did not work correctly when ""Show inactive applications"" is enabled in Setting page",Other,Agnostic,Agnostic,,,Connectivity,0.1053,2-High
2025,,false,[Lenvon thinkpad china][RPL][Golem Talos-2 Intel] 0x9F WLAN BSOD,WiFi,Raptor Lake Client Platforms,,Raptor Lake Client Platforms,High,BSOD,0.4022,2-High
2025,,false,[Lenovo][Compal]PTL][BE211_2230][ideapad S5P]Intel Wireless Dual Bluetooth Device show Yellow Bang CB/S4/S0i3.  (F/R: 2/2u;2/30c),BT,Panther Lake,,Panther Lake,High,YB/Lost,0.168,2-High
2025,WIFI-734385,false,[Lenovo ldeaPad][LCFC][XiaoXinPro 14 IRH8&IdeaPad Pro 5 16IMH9]BSOD point to 0x9F_3_IMAGE_Netwtw14.sys (from MSFT never crash),WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Meteor Lake,High,BSOD,0.2486,2-High
2025,,false,[Lenovo][LunarLake][BE201][24H2][100%][ICPS4.0]ICPS system tray icon will not be shown after restart,Other,Lunar Lake,,Lunar Lake,High,ICPS,0.1637,2-High
2025,WIFI-742498,true,"[Lenovo_IdeaPad][Wenchang][LCFC][LNL][SIT][25H2][BE201]Intel Wi-Fi 7 BE201 show yellow bang when resume from MS.(F/R:1/2 units,2/40 cycles)",WiFi,Lunar Lake,Lunar Lake,Lunar Lake,High,Sensing,0.1317,2-High
2025,BT-376190,true,[Lenovo][Compal][Yoga Slim 7 14IPH11][PTL/BE211][Win11 25H2] BT YB after CB/S4/WB/S0i3 due to Fatal Exception on LC complex with Error ID 27 00 . (F/R: 2/2u;1/30c),BT,Panther Lake,Panther Lake,,,YB/Lost,0.196,2-High
2025,,false,[Lenovo_IdeaPad][YogaBook 9 14IAH10][LCFC][LNL][24H2][BE201]BT device lost and unknow USB device show yellow bang(code 43) after resuming from MS,BT,Arrow Lake-U,,Arrow Lake-U,High,YB/Lost,0.2673,2-High
2025,,false,"[Lenovo Thinkbook/Consumer][Wistron][PTL][BE213][TB_1416_Gen9]The protocol display does not match the case(802.11be) When SUT connects to 2.4GHz WIFI(802.11AX). (FR:2/2units, 6/6times)",WiFi,Panther Lake,,Panther Lake,High,Performance,0.1362,2-High
2025,CIE-8298,true,[Lenovo][ICPS4] ICPS UI flashes briefly after OS login while running in the system tray,Other,Agnostic,Agnostic,,,ICPS,0.1628,2-High
2025,CIE-8326,true,[Lenovo][ArrowLake][BE201][24H2][50%][ICPS4.0]ICPS UI will display less than one second after restart,Other,Arrow Lake,Arrow Lake,Arrow Lake,High,ICPS,0.146,2-High
2025,WIFI-738426,false,"[Lenovo][Thinkpad-JP][Field_issue][RPL][AX211][T14 G4]  Aruba AP325, 535 are not compatible with Thinkpad T14 Gen 4 WIFI",WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,High,P2P,0.1268,2-High
2025,,false,[Lenovo Thinkpad][Inhouse][Pantherlake][BE211] Simultaneous YB on WLAN and BT,WiFi,Panther Lake,,Panther Lake,High,YB/Lost,0.1953,2-High
2025,,false,"[Lenovo ldeaPad/Consumer][LCFC][PTL 12Xe][BE201/BE211][CSLP][S511-16pro]BT show YB with error code 31 after do product reset, 2/2units, 5/5cycles",BT,Panther Lake,,Panther Lake,High,YB/Lost,0.1694,2-High
2025,,false,"[Lenovo][Huaqin][PTL][BE213][S511_14_16]0x7E BSOD  point to ibtpci.sys occur when system resume from MS and idle in S0 about 5mins.FR:1/2UUTs,1/10UUTs",BT,Panther Lake,,Panther Lake,Medium,BSOD,0.198,3-Medium
2025,,false,[Lenovo-Ideapad][Shangri-la][LNL][25H2] LAN share hotspot happen 0XD1 BSOD,WiFi,Lunar Lake,,Lunar Lake,High,BSOD,0.1957,2-High
2025,WIFI-739113,true,[Lenovo][Huaqin][PTL][BE213@2230/160Mhz][S511_14_16]WLAN show YB and BT device lost  when boot to system and idle about 1min.FR:1/5UUTs,WiFi,Panther Lake,Panther Lake,Panther Lake,High,YB/Lost,0.2293,1-Critical
2025,,false,"[Lenovo-Ideapad][Shangri-la][LNL][25H2] LAN share hotspot , other PC cant connect",WiFi,Lunar Lake,,Lunar Lake,High,P2P,0.169,2-High
2025,,false,[Lenovo][Compal]PTL][BE211_2230][ideapad S5P] 25H2 HLK test fail - Bluetooth - LEExtendedAdvertising (Development and Integration),BT,Panther Lake,,Panther Lake,High,HLK,0.3806,2-High
2025,WIFI-739149,false,[AVC][Lenovo][Neo50q-4][RPL-H][AX201] Never crash issue with netwtw14.sys 23.50.8.4.,WiFi,Raptor Lake Client Platforms,Raptor Lake Client Platforms,Raptor Lake Client Platforms,High,Performance,0.1216,2-High
2025,CIE-8347,true,[Lenovo][ICPS 4] Memory leakage (~65MB) of IntelConnect.exe process during long run testing,Other,Agnostic,Agnostic,,,ICPS,0.1531,2-High
2025,,false,"[Lenovo ldeaPad/Consumer][LCFC][ARL-H][BE201][ThinkBook X Gen 2] HLK-Bluetooth - HciExtensionsV2 (Development and Integration) test fail, 2/2Unit",BT,Arrow Lake-H,,Arrow Lake-H,High,HLK,0.3057,2-High
2025,,false,"[Lenovo ldeaPad/Consumer][LCFC][PTL 12Xe][BE201/BE211][CSLP][S511-16pro]Occurred 0x50 BSOD when remove BT device, FR: 2/2Units, 1/2cycles",BT,Panther Lake,,Panther Lake,High,BSOD,0.1879,2-High
2025,WIFI-739243,true,[lenovo_arlh_daisy]BE201 YB  after s0i3 at 0 degree,WiFi,Arrow Lake-U,Arrow Lake-U,Arrow Lake-U,High,YB/Lost,0.2136,1-Critical
2025,,false,"[Lenovo ldeaPad/Consumer][LCFC][PTL 12Xe][BE201/BE211][CSLP][S511-16pro]  BT mouse button lost function after power off/on BT devices(MS/KB/headset).(F/R:2/2 units,3/10ycles)",BT,Panther Lake,,Panther Lake,High,Connectivity,0.1937,2-High
2025,,false,[Lenovo][CompalPTL][Legion 5 15IPH11][BE213]Intel BT PCIE shows device YB code 43 during S4 resume.,BT,Panther Lake,,Panther Lake,High,YB/Lost,0.2191,2-High
2025,,false,[Lenovo][Huaqin][S511_14_16][PTL][Win11_25H2][pre SIT][BE213]BT show YB(code 31) during MS  stress.FR:1/4UUTs,BT,Panther Lake,,Panther Lake,High,YB/Lost,0.1493,2-High
2025,,false,[Lenovo-Ideapad][Shangri-la][LNL][25H2] BT play music error,BT,Lunar Lake,,Lunar Lake,High,Connectivity,0.1789,2-High
2025,,false,[Lenovo Thinkbook/Consumer][Wistron][PTL][BE213][TB_1416_Gen9]BE213 WLAN card idle appeared Bluetooth YB overnight. (FR: 1/5 unit),BT,Panther Lake,,Panther Lake,High,Connectivity,0.175,2-High
